gold_label,sentence1,sentence2
contradiction,The statistics on rural routes presented in this paper are based on the 1989 National Mail Count data.c,The statistics in this paper are based on a 2001 report.
contradiction,"The second level of falsity is that Brock defends Hillary only to elevate his own, proprietary scandal.",Brock does not defend Hillary.
contradiction,"That's kind of unique in that I, uh, spent, uh, about 16 years of my career in Special Activities.",I've never had a job.
contradiction,"A renowned proponent of Mexican Spanish folklore in the Southwest and California was Charles F. Lummis (1859-1928), a self-taught photographer, ethnologist, musicologist, journalist, and the founder of the Southwest Museum in Los Angeles.",Charles F. Lewis could not read.
contradiction,"Later it held courts of law, and justice was dispensed here.",IT was just for church.
contradiction,So he stayed in Augusta after that?,I know he left Augusta immediately.
contradiction,"You'll not go?  he said, between question and assertion.",Please do not go! He begged.
contradiction,"Anyhow, so I finished came home at 6:30 today and that was my day.",I decided to come home at lunch and take the rest of the day off.
contradiction,"It was clear that the lead response agency was the FDNY, and that the other responding local, federal, bistate, and state agencies acted in a supporting role.",The FDNY was not the only agency in charge; others held just as much control.
contradiction,"This man was born in Germany, is wealthy, educated, well-traveled...","This man was born in Arkansas and was poor, uneducated and never traveled."
contradiction,do we know what we're going to say,I know we don't have a clue what we'll say.
contradiction,"La Vida de un Bato Loco,  written by an informant of Linda Katz and reproduced in her work, provides a good example of the literary uses of cale.",Katz only wrote about what other people did.
contradiction,"In turn, object must be on machine for minutes, then machine for minutes, and so on.",The object cannot be on the machine.
contradiction,Secure identification should begin in the United States.,Secure Identification should never be used in the US.
contradiction,"Believe me, I am very grateful.",I am definitely ungrateful to you.
contradiction,"We have already come a long way, and much is left to do.",Everything is finally done and we have nothing more to do.
contradiction,Thank you for supporting the Indianapolis Museum of Art in 1999.,Thanks but no thanks for lapsing on your donations in 1999.
contradiction,One measure of attachment to ordinary  Does the president carry a wallet?,No one cares if the president carries a wallet.
contradiction,It is the duty of a CIO to manage expectations and help ensure that all members of a CIO organization have a clear understanding of their responsibilities.,The CIO has no idea what the responsibilities of members are and isn't responsible for informing them.
contradiction,"By the time he entered his sixties, in 1895, Skeat gave the impression that he was beginning to take these matters a little less",As Skeat entered his sixties he gave off no indication that he was thinking about anything.
contradiction,Pundits often say history is written by the winners.,Pundits say losers write history.
contradiction,"29 Therefore, 21 months should be a reasonable, and in some cases a conservative estimate of the total time necessary to retrofit a single utility boiler.",Retrofitting a boiler can be done in just a few days.
contradiction,"Between 1936 and 1940 Greece was under the military dictatorship of Ioannis Metaxas, remembered for the resounding echi ( no ) he gave in reply to Mussolini's ultimatum to surrender in 1940.",Greece has never been ruled by a military dictator.
contradiction,"We have uncovered no evidence that KSM was present at the guesthouse in Islamabad where Yousef 's arrest took place, as has been suggested in the press.",Yousef was never arrested.
contradiction,yeah you you must've had a cordless,The one you had was definitely a corded version only.
contradiction,"Singel was once the outer barrier for the medieval city, but as the city expanded, Herengracht (Gentleman's Canal), Keizersgracht (Emperor's Canal), and Prinsengracht (Princes' Canal) enlarged the web.",Singel was an inner city.
contradiction,"NYPD recording, Special Operations Division radio channel, Sept. 11, 2001.",The NYPD did not attempt to use radio communications until 2004.
contradiction,"You may also take advantage of our special 2-year membership offer for $30, a savings of almost 60% off our regular 2 year rate.",It costs $800 to be a member for the next two years.
contradiction,Chairman of the Board of Trustees,The Board of Trustees has no Chairman.
contradiction,do you do you wilderness camp,Did you go to the indoor camp?
contradiction,"When Babcock &amp; Wilcox retrofitted the 675 MWe AES Somerset boiler, the outage began on May 14, and the boiler was returned to service on June 26 - about a six-week outage.",There was no boiler service outage.
contradiction,22 Despite these strict legislated standards'with wage levels updated from time to time'widespread violations in apparel workplaces have become commonplace in the 1990s.,All apparel industries and shops were permanently closed in 1980.
contradiction,"Therefore, they persistently create a nonstationary world in which only the relatively recent past has valid data.",All data from every time frame is valid for any world.
contradiction,"There were numerous technical problems, especially with the Hellfire missiles.",The Hellfire missiles worked perfectly.
contradiction,It would not explode without the trigger.,There's no trigger to pull.
contradiction,but on the other hand we've eaten a lot of raccoon and possum and turtle all kinds of,I Do not eat any kind of meat.
contradiction,it's kind of like a soap a nighttime soap opera type thing,It's a very serious new show.
contradiction,"What I think of you can be a very little matter to you, sir.   This was a disarming stroke.",You should definitely care about what I think of you.
contradiction,Some of the most controversial provisions of the Patriot Act are to sunset at the end of 2005.,The entire Patriot Act will remain in force until at least 2010.
contradiction,"Members of car clubs are referred to as  clubbers,  and they compete for trophies, ride in car caravans, and often participate in fund-raising events.",Members of car clubs do not ride.
contradiction,"The English speech is already overburdened with outlandish words that ought never to have been taken in, and ought even now to be turned out.",English is badly in need of additional exotic words.
contradiction,"The part was, there was 158 parts to it and we had to break it down put it back together break it down and never make a mistake.",We weren't allowed to touch it at all.
contradiction,"But uh, think about it.",It's nothing you would want to think about.
contradiction,Your contributions to the Annual Fund at the Maennerchor Society level have provided significant assistance to the school.,The Maennerchor Society is privately funded by Bill Gates.
contradiction,Your words have rankled with him.,He really enjoyed what you said.
contradiction,An extensive program of refurbishment is due to be finished by late 2001.,The refurbishment program will end before the year 2001 begins.
contradiction,"For film buffs, the most interesting display will be the collection of old nickelodeons, autoscopes, and movieola machines that projected the very first moving pictures.",Old nickelodeons are boring for film buffs.
contradiction,"Of course, if we could not solve our chosen ways to make livings, we would be dead.","Humans can always survive any situation, even when they are not making a living."
contradiction,"When the travel voucher is being processed, the automated system could compare the information on the actual charges processed by the charge card company with those claimed on the voucher.","When the travel voucher is used, the system freaks out and won't work."
contradiction,"One size fits all does not work in brief interventions, just as it does not work in clinical practice in general.",One size fits all when it comes to brief interventions.
contradiction,"Well anyway, I went back to my, my desk.",I refused to sit down again.
contradiction,"And, uh, they moved downtown and, there was, uh, and it's still like this in Augusta, this big street downtown called Broad Street, and it really was just this broad street in a downtown area.",They left Augusta and went to Atlanta.
contradiction,"Laurel wreaths, symbolizing victory, and olive branches symbolizing peace, also adorn the rug's border along with acanthus leaves.","Goldfish, snakes, and nothing else are on the rug's border."
contradiction,There is no indication that Atta or Shehhi received any additional flight training in June.,There is evidence that Atta and Shehhi worked hard to become better pilots in June.
contradiction,So Shannon took the logarithm of the volume in message space occupied by a message and multiplied it by the probability that that message was sent from the source.,Shannon ignored the message.
contradiction,"Her presence at this moment, and considering the nature of his altercation with Wolverstone, was embarrassing.",Wolverstone never got into a dispute with her.
contradiction,"Outside of the Theatre, IRT artists go directly into the classroom to work with kids and introduce them more personally to the world of theatre.",IRT artists don't do anything with kids and instead focus on adults in the community.
contradiction,Photograph of Bill Clinton on the Slate Table of Contents by Kevin Lamarque/Reuters.,Photograph of Bill Clinton on the Vanity Fair Table of Contents by Ralph Emerson/AP News.
contradiction,"The acoustics inside the tomb are very precise, exaggerating the sound of your approaching fellow visitors.",The acoustics are just a mess in that place.
contradiction,good brother -- this expression of common present usage is found in Julius Caesar (iv.,The term good brother has only been used since the 20th Century.
contradiction,Thoughtfully he stroked his golden beard.,His face was clean-shaven.
contradiction,"Flanking it, a modern octagonal church to the east and a chapel and hexagonal tower to the west represent the city's post-war rebirth.",The marketplace represents the city's post-war rebirth.
contradiction,The system also chose passengers at random to receive additional security scrutiny.,All passengers just get to walk through without an issue.
contradiction,Requiring attorneys to monitor the movements of eligible aliens at all times of the year would impose monumental burdens on LSC grantees.,It would be a trivial matter for attorney to monitor eligible aliens at all times.
contradiction,"Those participating will be provided prospects' names, addresses and telephone numbers, as well as background information on the school's needs.","Those participating can only know prospects names, but not their addresses."
contradiction,You are important to us and the I.U.,We and the I.U. don't give a rat's ass about you.
contradiction,Economic growth is part and parcel of the creativity of the universe as a whole.,Economic growth is a monster of its own kind; an entity independent of the universe.
contradiction,"It means everything to Becky, Stephanie, Marcus and Emily, and students like them.",Becky doesn't care about it at all.
contradiction,"I never did see, and don't know yet why, unless it was just ex, ex, expressing the, the, the need to know what you was a doing and whatever.",I saw every bit of it!
contradiction,"Words are, generally speaking, old.",Nearly all words are very new inventions.
contradiction,"They discussed targets in coded language, pretending to be students discussing various fields of  architecture referred to the World Trade Center, arts the Pentagon,law the Capitol, and politics the White House.",They came right out and said what landmarks they were talking about.
contradiction,Members receive discounts on Society products and publications available through regular catalogs and at the History Market gift shop located at our beautiful Society headquarters.,"Members don't get a discount, because we'd lose too much money."
contradiction,"And though he should dare attempt it, be sure that his own officers will not dare to do other than oppose him.",He is alone and has no officers.
contradiction,one of the benefits we get of course is travel,We don't get any benefits.
contradiction,1) Increasing penetration of alternative modes of communication,Everyone just uses letters.
contradiction,"Physiological support differs from life support in that he handles the altitude chambers which run pilots up to 80 thousand feet in high altitude chambers, and brings him back down.",The altitude chamber has been discontinued.
contradiction,No.  Blood closed his telescope.,There was no sign of blood anywhere near the telescope.
contradiction,Current security requirements nurture overclassification and excessive compartmentation of information among agencies.,Security requirements do not compartmentalize information too much.
contradiction,"Thus, I cannot accept Hendrickson's origin for horse latitudes , though, to give him his due, he only copied the etymology from other sources, the OED included.",I'm in total agreement with Hendrickson.
contradiction,"He was allowed plainly to perceive that it was the graceful, elegant young trifler from St. James's, Lord Julian Wade, to whom her every moment was devoted.","She is infatuated with Lord Julian Wade, despite his bumbling nature."
contradiction,learn to walk in someone else's shoes,To selfishly mind your own life and your own business.
contradiction,"Efficacy trials are the first step, but implementation of proven alcohol screening and brief intervention systems in hospital- and community-based settings has been the most difficult part of the process.",The efficacy test is the last step.
contradiction,A virgin forest is a forest in which the hand of man has never set foot .,The newest condo development in the center of the forest won't impact its virgin forest status.
contradiction,and they can be very nice too after after they've been trained,They become hardened and cold once they complete the training.
contradiction,"And he was a philanderer, an d oh yeah, he was like out there . And, ah, so, you know, I didn't like him, but anyway those are my stories.",He was so faithful and nice.
contradiction,"On the shingle at the back of the zawn lay a crumpled black car and a bright pink fishing buoy, small as toys against the boulders.",The enormous size of the car made the boulder look like a small stone.
contradiction,well why don't you start because you've had more time to think about it if you don't mind,You should go last because you don't know anything.
contradiction,"But this gloss on the dedication is omitted in the review, leaving the reader no wiser than before.",The review covered all information that a reader might need to know.
contradiction,Other advisers have echoed this concern.,All of the advisers unanimously agreed that there was nothing to be worried about.
contradiction,"In this poem, Joaquan lives and flees in a ship to Mexico or South America, and the body that is decapitated is actually that of his good friend Ramen.","In the poem, Joaquan lived in his car."
contradiction,"The flashes of wisdom should not be overlooked,",The flashes of wisdom are of  no importance.
contradiction,Assets accumulated can generate income in the form of interest and dividends that in turn may be saved.,Assets make you lose money with interest.
contradiction,Next to the church is all that remains of Contra-Aquincum an excavated square with benches and a small display of tablets and reliefs found on the site.,The square had nowhere to sit.
contradiction,uh-huh it's funny and um i i guess i just like funny shows mostly,I don't like funny shows.
contradiction,"..,  but the second time the encounter is  he is caught in the middle between two friends.","He only has one encounter, which involves a friend of his."
contradiction,"In most cases, the concentration-response relationship may be overestimated; in other cases, it may be underestimated.",The effects of the concentration-response relationship are rarely overestimated.
contradiction,"So, well I, uh, anyway, uh, uh, this is the three, uh, U2 pilots that, uh, President Kennedy's office in Washington with General May.",General May never went to President Kennedy's office.
contradiction,TABLE A.- TOTAL MERCURY ALLOWANCES ALLOCATED OR AUCTIONED FOR EGUS,There are no rules about mercury.
contradiction,My gender is interesting but really not the subject of the story here.,The main subject of this story is about my gender and revealing this to those closest to me.
contradiction,"The massive courtyards and pavilions above Yongle's burial chambers have been restored, and they house some of the Ming Tombs' excavated treasures, including imperial armor.",You can't see anything old on display.
contradiction,If anything it increased his excitement.,It decreased his excitement.
contradiction,yeah i have a credit union,What's a credit union?
contradiction,"If it is a mistake to grant Captain Blood a commission, the mistake is not mine.",There was no mistake in providing Captain Blood with his commission.
contradiction,"Hogwash, of course, is a designation for language as `worthless, disgusting, and unfit for human consumption, as pig slops.",Hogwash is most commonly used to describe the most important and sensible things.
contradiction,Local newspapers and the few influential satellite broadcasters-like al Jazeera-often reinforce the jihadist theme that portrays the United States as anti-Muslim.,All American newspapers have to sound pro-Muslim.
contradiction,"Prudie wants you to immediately regain your sense of humor and be grateful that your pal stepped in before any, uh, harm was done.",Prudie says you should take this very seriously.
contradiction,The United States Bureau of the Census has grouped the 1990 Census of Population and Housing data using 5-Digit ZIP Codes.,There was no United States Census conducted in 1990.
contradiction,"Well, given that Bill Bradley grew up in St. Louis   wait, sorry, that would only be funny if Al Gore had grown up in Tennessee.",Bradley was from Arkansas.
contradiction,"The European Union's Eurocrats have worthy ideas, such as persuading the continent's governments to agree on harmonious environmental and immigration policies.",There are no good ideas from the Eurocats.
contradiction,Several small temples can be found here.,There are no temples in the areas.
contradiction,Provide a professional atmosphere for many talented community actors to hone and perfect their skills.,Community theaters never help actors improve.
contradiction,"Nearer to Syntagma, in Koloktroni Square, is the National Historical Museum with a collection of artifacts dating from post-Classical times.",The National Historical Museum only has recent things.
contradiction,.. why they have so little self-worth that they value the friendship of thieves and killers.,None of their friends are thieves and killers.
contradiction,"But he was, you know, in a lot of ways, just like a plantation owner's son because he was the son of this guy who owned a lot of property.",His dad had never owned anything in his life.
contradiction,"So in the Cuban tropics, too, there has just now been a day as beautiful as glory, cold as the tomb.",Cuba is in the arctic.
contradiction,have you read The Firm,Have you read The Soft?
contradiction,"Also, you have the satisfaction of knowing that your colleagues are being urged to emulate your good judgment.",Everyone is being discouraged from emulating your terrible judgment.
contradiction,The CTC analyst who drafted the briefing drew on reports over the previous four years.,The CTC analyst based his briefing only on information that had come to light in the past month.
contradiction,"As for challenges, I am currently looking for a word that can be cut into two successively smaller forms.",I have found three words that can be cut into two successively smaller forms.
contradiction,"Elsewhere in the prince's garden, in a modern building called the Sailor's House (Casa de Marinos), you can find out what became of the quaint  Tagus squadron  of the royal fleet.",The Sailor's House is an ancient building found in the prince's garden.
contradiction,"And I was like OK, and that was it!",I said no and it dragged on and on.
contradiction,The Indiana Dental Association Distinguished Chair will represent the first state dental association in the country to complete such a commitment to its dental school.,Indiana refuses to commit to help the dental school.
contradiction,"This speculation is based, at least in part, on Thumairy's reported leadership of an extremist faction at the mosque.",Thumairy is not known to have ever been part of any mosque.
contradiction,Others continue to notice our success.,We are failing and everyone can see it.
contradiction,Still others will simply marvel at the use of language and wonder just where our analytical side ends and our emotional side begins.,This piece is nothing but a dry analytical analysis.
contradiction,"If The Salvation Army's Red Shield could talk, it might tell you how we recently helped a man with diabetes get the insulin he needed.",The Salvation Army does not handle medical needs.
contradiction,This situation could also impact our ability to mount another festival next year.,"We are guaranteed to have a festival for 10 years, no matter what."
contradiction,consistency is a form of ritualism.,Consistency results in random chaotic outcomes.
contradiction,"On August 4, President Bush wrote President Musharraf to request his support in dealing with terrorism and to urge Pakistan to engage actively against al Qaeda.",President Bush had no contact with President Musharraf.
contradiction,Population growth is like pollution in reverse.,There is no relation between population growth and pollution.
contradiction,You are not sure you've been clear about whose side you're on.,It's obvious who you support.
contradiction,"Significant differences were noted, however, as",There was absolutely no detectable difference.
contradiction,"The crumbling faaades of apartments, hotels, and bargain basement shops line Karl-Marx-Allee leading southeast from Alex.",Karl-Marx-Allee is in pristine shape.
contradiction,But it'll be about the Old Wolf that he wants to see you.,He wants to see you about the Old Bear and not about the Old Wolf.
contradiction,"Between the island and the mainland is Laguna Nichupte, a huge seawater lagoon bounded by mangrove swamps that are havens to numerous species of wildlife.",Lagun Nichupte is a desert.
contradiction,"She's like, But you need to look here, look here, she's gives me like three different places to look in the computer.",She had no idea where to look.
contradiction,yes well it it's not it's not legal to carry a handgun in Texas but no it's not you can have it in your home,You can take a handgun anywhere you want in Texas!
contradiction,These instruments played together form the basic  orchestra  for several popular musical genres.,The orchestra does not use instruments at all.
contradiction,"According to both KSM and Khallad, Abu Bara never applied for a U.S. visa.",Abu Bara was granted a visa in 2011.
contradiction,"The most common cause during toddlerhood and the preschool years is repeated otitis media, or middle ear infection.",Otitis media is incredibly rare during a child's preschool years.
contradiction,"There the scene is less relaxed and the language problem might daunt you, but at least you'll be able to catch a glimpse of Chinese consumer society.","You do not have to worry about language issues there, since everyone speaks English."
contradiction,"Ah, now, can't ye, indeed?  he cried.",He never posed a question as he remained silent.
contradiction,He believed that there was sufficient probable cause for a criminal warrant at that time.,He was convinced that there was nothing suspicious going on.
contradiction,"The southwestern region with the most researched and documented wedding customs is New Mexico, because the descendents of the early Hispanos have been conscious of describing and writing down their traditions.",No records remain of the traditions of the early Hispanos.
contradiction,huh well that's neat well um it was real funny i went to a seminar that was just it was is a satellite seminar it was really neat and it was just for women,I really didn't like the seminar that was done by satellite.
contradiction,"We were somewhat intimidated by the look of it, but we ate it--without enthusiasm, but with the stiff upper lip we had imbibed, so to speak, with our mothers' milk.",Everyone passionately ate their meals and commented that it reminded them of their favorite holiday dishes.
contradiction,"As with all gifts to the Institute, 100% of your contribution will be used directly for research.",We spend half your money on administrative fees.
contradiction,"Intelligence report, interrogation of KSM, July 30, 2003.","KSM was not captured until late 2008, when he was finally interrogated in detail."
contradiction,"They asked a few questions and I answered them and they said, Get your baggage and leave there immediately, and come to the address you were supposed to when you arrived in Washington.",They told me I should stay home.
contradiction,This is a large challenge and a large expectation for any one system of intervention.,Most interventions are perfect.
contradiction,"It would be wonderful if you could take the time to visit your School, and see for yourself the progress we have made over the years and share in the pride of our heritage!","Don't visit the school, just send money."
contradiction,The FBI agent obtained from a foreign government a photo of the person believed to have directed the Cole bombing.,Nobody had ever photographed anyone involved in the Cole bombing.
contradiction,Let it be remembered that they make no declarations.,Their written declaration was printed in the newspaper this morning.
contradiction,Little is known of the earliest Stone Age inhabitants of Europe's southwestern extremity.,PEople didn't move to Europe until 1000 years after the Stone Age.
contradiction,"Specifically, you will be joining a group of distinguished foundation executives, business leaders, scholars, development professionals and volunteers in the nonprofit sector ...",The group is full of inmates and crooks.
contradiction,"About him in the waist, where all last night had been so peaceful, there was a frenziedly active bustle of some threescore men.",The night was extremely busy as the streets were packed with people.
contradiction,"Last year, you generously donated $-.",You didn't donate any money last year.
contradiction,"No, it was just that one time in the morning, and she said that she was going to come back to the office.",She didn't mention if she was going to return or not.
contradiction,"As a member of the law school's __, I know you are aware of our progress.",No one belongs to the law school.
contradiction,Today the site is called the Temple of Heaven Park (Tiantan Gongyuan).,The Temple of Heaven Park burned down.
contradiction,We need resources to recruit and develop outstanding teachers.,"We don't need to recruit teachers, they just come to us."
contradiction,Time 's cover story is Bill Gates' 12-step program for succeeding in the digital age.,Kim Kardashian wrote the cover story for Time magazine about the 12 steps needed for success in the digital age.
contradiction,"Even if withdrawal were allowed, this may not protect the attorney from ethical obligations to vigorously represent the client, or from claims of malpractice.",If an attorney withdraws from a case they will be free from all obligation and liability.
contradiction,"As discussed earlier, the reason Jane decided she could not share information was because the initial information on Mihdhar had been analyzed by the NSA.",Jane shared the information immediately.
contradiction,"Many more arts and cultural opportunities exist in Indianapolis, yet none finer than Civic Theatre.",The Civic Theater is located in Tampa.
contradiction,buscarle la quinta pata al gato `to look for the cat's fifth leg' is very common with the meaning `to look for trouble',The saying is about cats with three legs.
contradiction,The Scotsman reports that Edinburgh University is withholding exam results from 90 computer science students while the administration determines whether or not they used the Internet to cheat.,The university thinks art students cheated.
entailment,"This man was born in Germany, is wealthy, educated, well-traveled...","The rich, schooled, traveled man was born in Germany."
entailment,"Ah, now, can't ye, indeed?  he cried.",He had shouted a question.
entailment,Fashioning time for parents and children to be together is the  rst step toward implementing the ideas and practices I'll discuss in this book.,"In this book, I'll cover topics that parents and their children can implement while spending time together."
entailment,A few hundred heroic troops under Leonidas of Sparta delayed the enormous Persian army at the pass of Thermopylae long enough for the Athenians to be evacuated to the island of Salamis.,The Spartans delayed the Persian army at Thermopylae.
entailment,Some of the most controversial provisions of the Patriot Act are to sunset at the end of 2005.,The Patriot Act contained several controversial provisions.
entailment,"Actually, the word quark is in the OED as a verb meaning `croak,' with 19th-century references to frogs, rooks, and herons.",The word quark has been listed in dictionaries as a verb defined as the croaking sound made by frogs.
entailment,"It would get really big, take us from our beds and never bring us back home  (November 1974).",They were removed from their beds.
entailment,"It'll not be Bishop himself,  said Wolverstone, between question and assertion.",Wolverstone had asked a question that demonstrated his assertiveness to others.
entailment,"This is a demand curve, conditional on the constraint that the discount remains the same, under which condition no mailers will shift to workshared.",The demand curve depends on the discount being the same.
entailment,"(dba), a charitable, all-volunteer, nonprofit membership organization, provides free self-employment and business information and assistance to enterprising individuals with disabilities, and for professionals in vocational rehabilitation, career and business counseling.",It is staffed by volunteers.
entailment,"I'll call you back in about an hour, he says.",He said he'd return the call.
entailment,"Should I help her with her homework, and if so, how should I do so?",I should ask myself how to help her with homework.
entailment,"In chapter 5 we described the Southeast Asia travels of Nawaf al Hazmi, Khalid al Mihdhar, and others in January 2000 on the first part of the planes operation.",Nawaf al Hazmi traveled in January 2000.
entailment,"John Burke (Alabama) reviews and analyzes other contemporary accounts and finds that Boswell's is not only the most accurate but that he uses it to demonstrate Johnson's character, whereas others were merely retailing literary gossip.",John Burke reviews accounts.
entailment,"Many more arts and cultural opportunities exist in Indianapolis, yet none finer than Civic Theatre.",The Civic Theater is in Indianapolis.
entailment,1) Increasing penetration of alternative modes of communication,Other modes of communication are becomming more popular.
entailment,"For example, in 1983 the Old-Age and Survivors Insurance trust fund borrowed from the Disability Insurance and Hospital Insurance trust funds.",The trust fund needed to borrow money.
entailment,oh um no but they do have hay horse races  at the Oaklawn tracks,There are hay horse races at the tracks at Oaklawn.
entailment,You are not sure you've been clear about whose side you're on.,We don't know who you support.
entailment,"At about 10:15, the FDNY Chief of Department and the Chief of Safety, who had returned to West Street from the parking garage, confirmed that the South Tower had collapsed.",The South Tower collapsed before 10:15.
entailment,yeah some special interest group,The group is interested in the matter.
entailment,"Of course, they questioned me there, why I went.",They asked me why I had gone there.
entailment,These instruments played together form the basic  orchestra  for several popular musical genres.,The orchestra consists of the instruments mentioned before.
entailment,"Nearer to Syntagma, in Koloktroni Square, is the National Historical Museum with a collection of artifacts dating from post-Classical times.",The National Historical Museum has a lot of artifacts from post-Classical times.
entailment,"The CIA unloaded the, the film, taken them to the United Nations the next day.",The CIA brought the film to the UN.
entailment,"But uh, think about it.",It's something to think about.
entailment,Human resources systems were consolidated and new corporate structures were quickly defined to ensure continued support to the enlarged customer base.,Corporate structures were created.
entailment,In San Antonio the performance of Los Pastores at Our Lady of Guadalupe Church as been ongoing since 1913.,The performance stopped in 1987.
entailment,"Of course, if we could not solve our chosen ways to make livings, we would be dead.","We have to figure out how to make livings, in order to survive."
entailment,exactly it's it's an active state it's not something that you can kind of you know be passively involved in and expect to do any good really i don't think,I think you need to be devoted to it to do well.
entailment,I'll not be bubbled by what Wolverstone has said.,Wolverstone had said something that did not make one feel bubbled.
entailment,"For this fiscal year and next, the law school is required to absorb reductions in its state appropriation and increased health costs totaling more than $400,000.",The law school has to deal with budget cuts.
entailment,"Intelligence report, interrogation of detainee, Dec. 2, 2001.",A detainee was interrogated.
entailment,"They are within range,  cried Ogle.",Ogle said that they were reachable.
entailment,"The last sentence   We assume, of course, that you have not submitted this essay elsewhere.",We take it that you have presented this essay to no one else.
entailment,I think that's why I remember that.,That's probably why I recalled that.
entailment,"The acoustics inside the tomb are very precise, exaggerating the sound of your approaching fellow visitors.",The acoustics make things loud.
entailment,"Just east of the Star Ferry terminal, you'll come to City Hall.",City Hall is near the ferry terminal.
entailment,"Anyhow, so I finished came home at 6:30 today and that was my day.",I didnt do anything significant after 6:30 today.
entailment,"For the community of nations, so recognized, equality'let us, say, with regard to voting rights in the General Assembly of the United Nations'becomes a norm readily enforced.",There are voting rights.
entailment,I don't have enough information.,I need to gather more information about this thing.
entailment,There is no indication that Atta or Shehhi received any additional flight training in June.,We do not suspect that Atta and Shehhi continued flight training in June.
entailment,"Special coupons are handed out aggressively on the beaches during the day, in hopes of luring the biggest crowd that night.","Coupons are given out on the beach, hoping to attract customers at night."
entailment,okay and do they have good lasagna,Their lasagna is excellent.
entailment,Also check out Star Computer City in the Star House near the Star Ferry terminal.,Computer City is located in the Star House.
entailment,Economic growth is part and parcel of the creativity of the universe as a whole.,One cannot separate economic growth from the universe.
entailment,Hard Put to Find Proof Bin Laden Directed Attacks.,It was tough to prove that Bin Laden was responsible.
entailment,"'  It is remarkable that this anomaly still persists, even in many modern sources.",This anomaly still exists today as it did in the past.
entailment,"Without doubt, the initial lure of the city is its numerous historic buildings.",There are many historical buildings that are interesting.
entailment,It's important that we hear from you during this last fundraising drive of the season.,"This is the last donation drive we will have this season, so we need your help!"
entailment,"Pedro took the throne, though armed struggle continued for months and the lingering bitterness long after that.",The war was months long.
entailment,"19 Assuming four months of work prior to contract award, a total elapsed time of 13 months would have been necessary to retrofit this 675 MWe boiler.",It took 13 months total to retrofit the boiler.
entailment,"What began as a touring group of actors in 1973 that played to students in cities like Gary , Elkhart and Terre Haute, the IRT education program today now",Some actors toured in Indiana in 1973.
entailment,One way to find the answer is to begin with a different  How much was Ames' information worth to the Soviets?,There may be more than one way to find the answer.
entailment,"The translators of the King James Bible were translating the Bible for a Christian audience; for them, the Bible consisted of the Old Testament and the New Testament.",The King James Bible contains both the Old and the New Testament.
entailment,"You are Lord Julian Wade, I understand,  was his truculent greeting.",Lord Julian Wade welcomed others in a manner that would be considered truculent.
entailment,All nine responding agencies report participation in a,There were nine agencies that responded affirmatively that they participated.
entailment,care about how the national news affects the local area,Concerned about the local places being affected by national news.
entailment,Don't think I accept it willingly.,I don't accept it willingly.
entailment,"When the attack was determined to be al Qaeda-related, responsibility shifted to the New York Field Office.",The New York Field Office handled it when they decided al Qaeda was involved.
entailment,The Great Depression hit California hard.,California was really hurt by the bad economy.
entailment,The deep blue rug is emblazoned with a full-color Presidential Seal encircled by fifty white stars.,The rug bears the Presidential Seal.
entailment,tag them or anything you you do it all yourself they tell you what to do but you do it all yourself,"After they tell you what to do, you go ahead and do it yourself."
entailment,"Indeed, part of what we need is a way of characterizing the organization of real processes in the nonequilibrium world.",We need to label the organization.
entailment,And how did such a cold and unhuman thing like a telecommunications protocol for transferring files between a mainframe and a microcomputer get dubbed Kermit?,Kermit is the name for a certain type of telecommunications protocol.
entailment,No difference exists between younger and older classmates in achievement test scores.,Young and old classmates achieve same results in test scores.
entailment,"He sought comfort in a line on the open page before him:     levius fit patientia quicquid corrigere est nefas.   Sought it, but hardly found it.",There was some foreign language in the pages before him.
entailment,"And so when they told her she had to go home with this guy, she said, Go home with him?",They told her to leave with the man.
entailment,exactly and i was very flattered until she told me she the company she was with,She made me feel good until I found out who she was with.
entailment,the latest contract that was awarded Virginia sued or has got a lawsuit against uh Gratin to stop construction because it was unfairly obtained or something like that you know,The contracts have been very messy.
entailment,"Pitt, who watched the scene from the quarter-deck rail, tells us that his lordship was as grave as a parson at a hanging.",Pitt witnessed how his lordship was serious during the scene.
entailment,He had traveled to Pakistan but became agitated when asked if he had traveled to nearby countries while in Pakistan (Pakistan was the customary route to the training camps in Afghanistan).,It was not unusual for terrorists to travel through Pakistan into Afghanistan.
entailment,"Laurel wreaths, symbolizing victory, and olive branches symbolizing peace, also adorn the rug's border along with acanthus leaves.","Laurel wreaths, olive branches, and acanthus leaves are on the rug's border."
entailment,"The English speech is already overburdened with outlandish words that ought never to have been taken in, and ought even now to be turned out.",There are many English words that should be removed from the language.
entailment,I don't want to go into the Third SS that's Third Strategic Support Squadron.,I don't want to be part of the Third SS.
entailment,"They took Joe with them, and my Granny said, she said it was such a sad time in the house because, you know, everybody was missing Joe and they didn't know what to do.",Everyone in the house was moping because they missed Joe so much.
entailment,Will you add your dreams to ours?,Will your dreams become part of ours?
entailment,"If so, they might be induced to buy this edition because it contains 55 pages of words, definitions, and citations not previously published.",This book has many new words that were not published before.
entailment,"Singel was once the outer barrier for the medieval city, but as the city expanded, Herengracht (Gentleman's Canal), Keizersgracht (Emperor's Canal), and Prinsengracht (Princes' Canal) enlarged the web.",Singel was an outer barrier.
