text,summary
"Helen Bailey was found with her throat cut in August 1975. The eight-year-old disappeared while wearing blue clothes and was dubbed ""Little Girl Blue"". An inquest in 1976 heard she may have died as a result of an ""accident or practical joke gone wrong"" and jurors returned an open verdict. But judges quashed it, citing evidence from 2014 she had been strangled. Sitting with Mrs Justice Whipple in London, Lord Justice Hickinbottom said: ""In my view, the emergence of this new evidence may well lead to the conclusion that the truth of how Helen met her death was not revealed at the first inquest. ""I am persuaded that the interests of justice do make a further inquest desirable."" For news and updates from the West Midlands The court heard Helen left her home in the Perry Barr area of Birmingham to play at about 15:30 BST on 10 August. Her mother alerted police when she did not return home and her body was found in woodland the next day. A post-mortem examination at the time identified a cut to her throat as the cause of death. The pathologist found there were no signs of a struggle and the circumstances ""lacked the essential hallmarks of a homicidal attack"". However, the investigation into her death was reopened in 2014, with a pathologist concluding Helen had been strangled before her throat was cut in a ""clear case of homicide"". Lord Justice Hickinbottom said this was consistent with a ""confession"" by one suspect which was investigated by West Midlands Police, but the Crown Prosecution Service decided not to prosecute him. The force asked Birmingham and Solihull senior coroner Louise Hunt to seek permission to overturn the original inquest verdict. Helen's mother, Margaret Bailey, backed a police appeal for information last year. Follow BBC West Midlands on Facebook, on Twitter, and sign up for local news updates direct to your phone.",A new inquest into the unsolved murder of a girl found dead in a wood 43 years ago has been ordered by the high court.
"Joel Elphick, 21, of East Preston, hit a parked car at the junction of Wallace Avenue and West Parade, Worthing, West Sussex, at 04:30 BST on 13 September. German shepherd Vinnie was taken to the scene where he tracked Elphick along four streets to seafront beach huts. Elphick admitted drinking and driving when he appeared before Worthing magistrates last Friday and was banned from driving for 20 months. He was also fined £92 and ordered to pay costs.",A police dog has helped to track down a drink-driver who fled a crash scene.
"The Vauxhall car was involved in the accident on the southbound motorway, near to junction three at Corley, Warwickshire, at 17:00 GMT on Saturday. Formal identification of the driver, a man in his 40s, is yet to take place, Warwickshire Police said. The injuries of the others in the car are not life-threatening, it said. Sgt Shaun Bridle, from the force, has urged anyone who saw the car before the collision to come forward. Follow BBC West Midlands on Facebook, Twitter and Instagram. Send your story ideas to: newsonline.westmidlands@bbc.co.uk",A driver died and three people were injured when a car hit the central reservation on the M6.
"Officers forced their way in to Kasablanca in the Highgate area of Birmingham at 01:00 BST on 24 October. Video posted on YouTube shows officers forcing entry to the smokers' lounge on Moseley Street, with shrieks audible as they disperse the crowds. The venue had broken restrictions earlier this month, police said. Birmingham and the wider West Midlands combined authority area has been widely predicted to move to tier three ""very high alert"" measures as soon as the end of next week, as infection rates continue to rise. In a separate incident, the owner of a venue in Smethwick, West Midlands, has been fined £10,000, after hosting a wedding celebration for more than 70 people. Ch Supt Andy Beard said: ""It's unacceptable that these businesses continue to flout the law, putting lives at risk and increasing the risk of infections as this deadly virus continues to spread. ""This is a difficult time for everyone, but we won't be able to control this pandemic and return to a sense of normality if this continues to happen."" Closed-down venues have their orders reviewed every week by the local authority and owners must prove they are complying with the law before reopening, the force said. Follow BBC West Midlands on Facebook, Twitter and Instagram. Send your story ideas to: newsonline.westmidlands@bbc.co.uk","Police have closed a shisha cafe after finding about 150 people inside, days after the venue was hit with a £10,000 fine for Covid-19 breaches."
"The play, written by Doctor Foster writer Mike Bartlett, is being adapted into a one-off drama for BBC Two. The Olivier Award-winning play imagines Prince Charles's accession to the throne following the Queen's death. Tim Pigott-Smith, who played King Charles on stage, is reprising the role for TV. Charlotte Riley, who has also appeared in the mini-series Close to the Enemy and the film London Has Fallen, said she was ""really excited"" to take on the ""challenge"" of playing Kate Middleton. She said: ""It's such a unique project. To be both modern and rich in verse and to play someone who is real but yet totally re-imagined for this story is an exciting prospect for an actor. ""Kate Middleton is a really interesting woman, particularly within the context of this play, and it is a challenge I am really looking forward to."" Constitutional crisis In the play, King Charles refuses to sign a controversial bill into law, leading to political chaos, a constitutional crisis and rioting in the streets. Pigott-Smith said it was important that the play, which also transferred to Broadway, was filmed. ""It is a drama about us, now, who we are, and the relevance of our monarchy,"" he said. ""Television gives it an important democratic voice."" Other cast members from the stage version also starring in the adaptation are Oliver Chris as William, Richard Goulding as Harry and Margot Leicester as Camilla. Bartlett said the production was now fully cast and is about to begin shooting. ""We have an exceptional team, both in front of and behind the camera, and I'm looking forward to bringing this very contemporary royal tragedy to a national television audience,"" he said. Follow us on Twitter @BBCNewsEnts, on Instagram at bbcnewsents, or if you have a story suggestion email entertainment.news@bbc.co.uk.",Peaky Blinders actress Charlotte Riley has been cast as the Duchess of Cambridge in the TV adaptation of the award-winning play King Charles III.
"The 22 year-old producer and songwriter was the first non-X Factor affiliated signing to Cowell's Syco label in 2010. ""Simon is letting me develop one step at a time. You don't usually see that in X Factor artists, it's usually just one road,"" he said. ""[With X Factor] They squeeze them out quickly."" ""With me he's allowing me to grow because he believes I can do a lot and have longevity, stay around."" Speaking at last weekend's V Festival, he said: ""It's really cool that he's willing to nourish talent. ""I love The X Factor, but I don't need to be in it."" 'Nourishing' talent Labrinth has only released one solo single, Let The Sun Shine, which reached number two in the singles chart in September last year. He produced and co-wrote Tinie Tempah's number one single Pass Out. Labrinth says he's had a busy summer performing at festivals, writing and recording new material. ""I have to do more than all the artists out there,"" he said. ""I'm doing three jobs. They're doing one. ""All they have to do is look good and sing. It's not the easiest thing but I'm sure in the future it'll show the rewards. ""I've done a record with Chase & Status recently. I've been getting mad calls from America. Every artist you can think of in America is on my case."" He also revealed he's recently had dinner with Tinie Tempah and Adele at the restaurant he part-owns in north London. ""I did a record with Tinie and she just came over down to my restaurant to have a meal with us,"" he revealed. ""Adele had the trout. I had the sea bass and a bottle of Châteauneuf-du-Pape.""",Labrinth has said Simon Cowell is giving him more time to develop as an artist than the X Factor graduates on his record label.
"The maiden, the young man and the mother and baby salamander join 10 others all designed by the cathedral's master mason and inspired by psalm 148. ""Carving gargoyles is a rare opportunity for us to express ourselves creatively,"" said Pascal Mychalysin. ""I am sure our medieval counterparts didn't go to art school, so we are carrying on that tradition."" Gargoyles are used to discharge water from the roof and away from the side of a building. 'Target practice' The combination of cold and wet conditions can cause severe damage to the building fabric as has happened in the past to the north transept of Gloucester Cathedral, where the whole facade had to be replaced. Gloucester Cathedral still has some Gothic gargoyles carved at the end of the 12th Century. Sandie Conway from the cathedral said most of the existing gargoyles were headless, due to intentional damage during the English Civil War. She said: ""There is evidence that the gargoyles were used for target practice by the Puritan soldiers and the stonework on the south aisle shows impact holes from musket balls.""",Three new gargoyles have been lifted into position in the south aisle of Gloucester Cathedral.
"The surgery is part of a European trial to find another form of treatment for people with the ailment. The trial, which involves 96 patients, involves electrically stimulating one of the nerves leading to the heart. It is hoped the procedure could shrink the heart and improve life expectancy. The NHS says more than a million adults in the UK suffer from heart failure. John Joiner, from Weston-super-Mare, is the first British patient to undergo the procedure, which sees surgeons fit a device - similar to a pacemaker - to the vagus nerve which runs to the heart. 'Noticed improvement' For the first six months of the trial, two out of three patients have the vagal nerve stimulator turned on. After six months all participants will have it switched on. Mr Joiner said he did not know whether his device had been activated yet but suspects that it has. ""I've certainly in the last couple of weeks noticed an improvement in my breathlessness, not a lot but it's something,"" he said. ""I can climb stairs more easily and the duration of my walking seems to be getting a little better, I can now walk up to three miles."" The Bristol Heart Institute (BHI) was the first site in the UK and the third in the world to implant the device. Dr Angus Nightingale, from the BRI, said: ""Stimulating the vagus nerve is commonly used to treat epilepsy and depression but may have other significant benefits. ""The device goes under the skin in the chest and is then attached to the vagus nerve in the neck under general anaesthetic."" He said the device stimulated the nerve when switched on. ""The idea behind this is that chronic autonomic imbalance is believed to be a risk factor of the progression of heart failure and adverse cardiovascular events,"" he added. ""The stimulation should alter the balance of the system and improve cardiac function."" The trial will evaluate 96 patients at 25 sites across Europe.",Doctors in Bristol are the first in the UK to successfully implant a nerve-stimulating device in two patients in an effort to treat people with heart failure.
"Police in Cardiff are investigating the attacks, in an area with a high student population, and said it was too early to know if they were connected. Officers received the latest report of an attack on a woman, 19, at Gorsedd Gardens at 04:30 BST on Thursday. It follows an incident at Cardiff Civic Centre early on Sunday, and a second in Cathays Terrace early on Tuesday. A 40-year-old man from Riverside has been taken to Cardiff Bay police station. A 22-year-old, also from Cardiff, who was arrested earlier on Thursday, remains in custody. However, officers stressed that it was too early to say whether the attacks are linked. Chief Supt Belinda Davies told the press conference: ""My message is one of zero tolerance towards anyone who commits these appalling crimes. ""Crimes like this are never the victim's fault, but I would like to take this opportunity to remind everyone to follow basic safety advice so they keep themselves and their friends safe."" The first attack on Sunday happened close to the main Cardiff University buildings in the civic centre of the city. It came as thousands of students flooded back into Cardiff for the start of the new college year. A Cardiff University spokesman said its security team had visited student residences during freshers' week to discuss personal safety. ""We're in consultation with our Students' Union and are discussing appropriate measures to help ensure our students' safety."" ""We encourage anyone affected by these events to speak to someone in Student Support,"" he added. Extra police patrols are also continuing in the area to offer reassurance to residents. On Wednesday, South Wales Police also advised people in the area to walk in pairs at night, and to stay in well-lit areas.","A second man has been arrested after three sexual assaults in five days, all within a mile of each other."
"Wicksteed Park went into administration on 15 June due to the ""financial strain"" of the coronavirus lockdown. The 99-year-old park, which is based in Kettering, Northamptonshire, is owned by the Wicksteed Charitable Trust. Trust chairman Oliver Wicksteed said the support was ""truly outstanding"". The cash will mean the park can continue to be free to enter and go towards staffing, security and bills, as well as looking after the animals and grounds. The move to administration led to the loss of 48 permanent staff and 67 part-time and other jobs. The trust backed the formation of a new smaller company, with the aim of raising money to re-open the park. So far, well-wishers have raised £123,000 from donations and sponsored activities. Mr Wicksteed said: ""The response from local people has been truly outstanding and we can't thank them enough for what they have done and what they continue to do."" Running the park alone, without the rides, costs about £110,000 a month. The coronavirus outbreak left the trust with no income for months, apart from a small contribution from car parking. The Heritage Fund grant of £247,000 comes from the £50m Heritage Emergency Fund, set up in the wake of the lockdown. Find BBC News: East of England on Facebook, Instagram and Twitter. If you have a story suggestion email eastofenglandnews@bbc.co.uk Related Internet Links Wicksteed Park The National Lottery Heritage Fund","A fundraising appeal for a theme park has reached £370,000 after receiving funds from well-wishers and a National Lottery Heritage Fund emergency grant."
"Chancellor Rishi Sunak said in the Budget that Northampton was one of 45 towns to be awarded a grant. It is hoped the money will ""kick-start a raft of development projects"" across Northampton. Leader of Northampton Borough Council Jonathan Nunn said he was ""ecstatic"" to receive the full amount the authority bid for. The bid was put forward by a public-private partnership known as Northampton Forward which includes representatives from the council, a range of businesses and community interests. Plans for the money include turning the empty former Marks & Spencer and BHS units in Abington Street into residential developments, creating a new arts centre, extending the Charles Rennie Mackintosh-inspired 78 Derngate, and completing the much-delayed Four Waterside development. Northampton Forward said the development would create 1,472 jobs, with work due to be completed by summer 2026. Mr Nunn said the money would help ""transform our High Streets"" and also ""boost our already compelling cultural offer"". The government grant will be supported by match-funding of £13.5 million from the Council, Enterprise Zone, Getting Building Fund and the National Heritage Lottery Fund. Jo Gordon, chief executive of the Royal & Derngate and Northampton Forward board member said: ""This money will breathe life into a range of very exciting projects, including some heavy investment into our blossoming Cultural Quarter, and will be the catalyst for a huge amount of private sector investment in the town."" Find BBC News: East of England on Facebook, Instagram and Twitter. If you have a story suggestion email eastofenglandnews@bbc.co.uk","A government grant of £25m will ""breathe life"" into Northampton, the leader of the town's council said."
"The large mechanical digger was taken from a nearby building site before being smashed into the Co-op in Havant, Hampshire, between 04:33 and 04:41 GMT. Police said the cash machine was heaved from the wall and dropped into the rear of a van, which was driven away from the scene in Snowberry Crescent. The digger, which was later abandoned in the store car park, caused ""extensive damage"", the force added. Hampshire police has appealed for any witnesses or anyone with information to contact officers.",A stolen digger was used by thieves to rip a cash machine from a shop front.
"Oliver Stephens, known as Olly, was pronounced dead at Bugs Bottom fields, Emmer Green, on Sunday. The appeal set up by friends on Wednesday, with an initial goal of £17,000, has to date reached more than £16,000 in donations. Part of the funds raised will also go to knife crime charities. Two boys, aged 13 and 14, and a 13-year-old girl have been charged with murder and conspiracy to commit grievous bodily harm. They all remain in youth detention custody and are due to face trial in June. Officers were called just before 16:00 GMT on Sunday to reports of a stabbing at the fields on the boundary of Emmer Green and Caversham Heights, which is popular with dog walkers, joggers and families. In a statement issued through police on Wednesday, Olly's family described him as ""an enigma"". His parents said their son was a ""charming and beautiful"" teenager, and having both autism and suspected pathological demand avoidance meant ""he became a challenge we never shied away from"". They added: ""An Olly-sized hole has been left in our hearts.""",A crowdfunding page has raised thousands of pounds towards the funeral costs of a 13-year-old boy who was stabbed to death in Reading.
"Martin Currie, 36, is jointly charged with Sarah O'Brien, 33, of murdering Keigan O'Brien at the family home in Bosworth Road, Doncaster, in January. Keigan suffered a brain bleed, possibly from his head being hit against a hard surface, Sheffield Crown Court heard. Previously, he had suffered a broken spine, ribs and arm, the jury was told. The couple both deny murder, alternative charges of causing or allowing the death of a child, and a further charge of child cruelty. Jurors heard the couple had previously called Keigan derogatory names in messages to each other. Ms O'Brien began the relationship with Mr Currie, despite warnings not to go out with him, six months before Keigan's death, the court heard. In October, she did not seek medical help when her son suffered two black eyes while in the care of Mr Currie, telling her friend the toddler had fallen down the stairs. Ms O'Brien explained to the friend she did not take him to hospital because ""they will start asking questions"". On the morning Keigan was fatally injured, he had been in the care of Mr Currie while Ms O'Brien was out of the house. The couple rang 999 at 10:55 GMT after claiming to have found him not breathing in bed. 'Agonal breathing' Jason Pitter QC, prosecuting, said Mr Currie had searched the internet two hours earlier for terms relating to ""irregular breathing"", ""being unconscious"" and ""gurgling"". One of the results, the prosecution said, was ""agonal breathing"", which indicated emergency medical help should be sought immediately. The couple claimed Keigan was found unresponsive in bed, and did not explain how he had come by his injuries, Mr Pitter said. The trial continues. Follow BBC Yorkshire on Facebook, Twitter and Instagram. Send your story ideas to yorkslincs.news@bbc.co.uk.","A man accused of killing his partner's two-year-old boy looked up ""irregular breathing"" and ""unconscious"" two hours before calling 999, a court heard."
"Officers from West Midlands Police said they were ""astonished"" when they stopped the vehicle in Bilston on Saturday night and found the women, who were all from separate households. Under lockdown rules, which started on 5 November, people must not mix with those from other households indoors. The women were each fined £200 for breaching regulations, the force said. West Midlands Police said the limousine had been travelling from Bilston to Sedgley, A spokesman said: ""The vehicle was initially stopped in Bilston, where all seven, aged in their 20s, 30s and 40s, alleged they lived in the same household. ""On alighting the vehicle in Sedgley, it became clear to officers this was not the case and the fines were issued."" Follow BBC West Midlands on Facebook, Twitter and Instagram. Send your story ideas to: newsonline.westmidlands@bbc.co.uk",Seven women have been fined for breaching Covid-19 restrictions after being caught together in a limousine.
"The Met Police said officers were called to Holland Walk at about 17:30 GMT to reports of a stabbing. Paramedics and the air ambulance attended but despite efforts to save him, he was pronounced dead at the scene. His next of kin have been told. One man has been arrested on suspicion of affray. A Section 60 - allowing officers stop and search powers - has been granted until 07:00. Anyone with information has been urged to contact the police. Related Internet Links The Met Police","A teenage boy has died after he was stabbed in Islington, north London."
"Human Rights Watch (HRW) said the hymen examinations were ""harmful and humiliating'. Another group said they may amount to torture. The Indonesian military has defended the tests, saying they stop immoral women from entering the armed forces. Indonesia's police faced criticism last year for requiring the examinations. As well as HRW, the International Rehabilitation Council for Torture Victims (IRCT) also spoke out about the practice ahead of a conference on military medicine in Bali, Indonesia. IRCT described the testing as ""a gross violation of women's rights and one that may amount to ill-treatment and torture under international law"". Both organisations also claimed that the fiancees of male officers were required to be examined before the marriage could go ahead, though the armed forces told AFP that this was not the case. 'Bad habit' A spokesman for Indonesia's military, Fuad Basya, told the BBC the test was ""still relevant"". He said he understood why some non-virgins should seek to join the military, adding: ""It may be because of an accident, disease or because of a habit"" - meaning sexual intercourse. ""If it is their habit, the Indonesian military cannot accept potential recruits like these,"" Mr Basya said. The World Health Organization regards virginity tests as a form of sexual violence. It also says the practice has no scientific validity. There are many reasons why a woman's hymen (a membrane which partially covers the vaginal opening) may not appear ""intact"" on examination. After widespread condemnation in 2014 of the Indonesian police force's use of the practice for recruits, the government said it would no longer require women enrolling at a college for civil servants to undergo the examination. A local plan to require schoolgirls in part of Java to undergo the so-called virginity tests before they could gain a secondary school diploma was scrapped after an outcry earlier this year.",Human rights activists have urged Indonesia to stop requiring female military recruits to undergo so-called virginity testing.
"A fire was started when the building was broken into sometime between Tuesday evening and Wednesday morning. The museum is located in the Bogside, close to where some of the 14 victims of Bloody Sunday were killed in 1972. John Kelly, whose brother, Michael, was killed said the damage to the building could have been a lot worse. ""I looked at it and thought: ""Good God, if that had really caught fire, we could have had an explosion"". A £2.4m reconstruction of the Glenfada Park museum began in 2015 and is now close to completion. Mr Kelly has been working on the project for the past 10 years. ""It shows total disrespect for my brother and all those who died during Bloody Sunday and all the others who lost their lives in that period of time, total disrespect for our family members and their memory,"" he said. ""The police told me there was a fire and it was in the back store, that's where we have the gas mains and electronic equipment as well. ""The building is next door to people's houses and everyone could have been affected by it. It didn't travel any further, thank God, and we still have an intact building,"" Mr Kelly added. Building site foreman Dermott McGrotty said they have now improved security at the site. ""They had to climb over an eight foot fence to get in, so overnight security has now been arranged and we're making sure the doors are well secured."" The Northern Ireland Fire Service is treating the fire as deliberate. The police have appealed for information.","An arson attack on the site of the new Museum of Free Derry shows ""total disrespect"" for victims, a Bloody Sunday relative has said."
"The victim was bitten on her mouth and had her bottom lip ripped off in Wolverhampton. She was walking home through an alleyway on to Ellerton Walk when she was attacked by a black and white dog. It happened at 15:35 BST on 19 October. Police have put out a graphic photo on behalf of the family in an effort to trace the animal and its owner. West Midlands Police said the girl suffered ""horrific injuries"" in the attack and would require extensive plastic surgery. The dog, which was on its own with no owner in sight, was described as a husky or German shepherd-type. Detectives are appealing for information.",A 12-year-old girl has been left with life-changing injuries after being attacked by a dog.
"This is despite a 1% fall in earnings per share over the same time. The survey by the pay consultancy MM&K and the proxy voting agency Manifest looked at the latest annual reports of 657 companies. The report comes as companies such as Tesco face increasing investor anger over their executive pay policies. At Tesco's annual meeting on Friday, 47% of shareholders either voted against its boardroom pay policy or abstained. Marks and Spencer holds its annual shareholder meeting next week and could face a similar backlash. Many investors are expected to vote against the M&S remuneration report in protest against the bumper pay package awarded to new chief executive Marc Bolland, which will see him receive nearly £8.5m in salary and compensation awards, and the £2.8m bonus awarded to outgoing boss Sir Stuart Rose. Results v effort Manifest advises institutional investors on voting on matters such as pay. ""At a recent meeting with a large institutional investor, we were told that companies were coming to them and asking that executives be rewarded for the hard efforts they had made in the recent very difficult times,"" the report said. ""Investors have not been very receptive to such requests, preferring that executives are rewarded for outputs (results) rather than inputs (effort)."" Cliff Weight, director of MM&K, said the study discovered that incentive schemes were designed to ""satisfy the chief executive and in fact offer little incentive for anything above just 'adequate' performance"". ""If committees want to avoid criticism at the AGM and look shareholders in the eye, they've got to change and be more diligent and challenging,"" he added. Related Internet Links Manifest MM & K Tesco Marks and Spencer","Bosses at the UK's top 100 listed companies have seen their pay rise 5% since 2008 to an average £3.1m, a report has said."
"Elton Gashaj died from a stab wound to the chest in Salt Hill Park, Slough, on 21 September. The 15-year-old defendant, who cannot be named for legal reasons, pleaded not guilty to one count of murder at Reading Crown Court on Wednesday. He also denied one count of possessing a bladed article. He is due to appear at the same court on 20 January.",A teenager has denied murdering a 15-year-old boy at a skate park.
"Hafod y Gest opened as a temporary building and was not expected to be still in use. Families of the 10 remaining residents had expressed concerns about the impact on their health if they have to move from the site. A council report had said the home could close by April 2014, and the site be used for supported housing instead. Officers had recommended that the home should close. The report said the Older People Services Transformation Project Board had considered maintaining the property and doing only essential work on it, or completely renovating the building and increasing the capacity there. However those options were rejected, and the council is now considering using the site for a development of extra care housing, for people able to live more independently with sufficient support. The report had said there would be a full discussion with residents and their families about their future housing if Hafod y Gest did close, and noted some residents would want to move together.",A 40-year-old care home in Porthmadog will close following a decision by Gwynedd councillors.
"The £130m project was put on hold in the government's spending review. The Department for Transport has now given the council the go-ahead to bid for funding after it reduced the cost to about £88m. Despite the savings, the Tory-led authority said it ""fully intends"" to ensure the bypass will be a dual-carriageway road. It now has until September to draw up a more detailed funding bid. The government will make a final decision on the scheme by the end of 2011.",Lincoln's stalled Eastern Bypass plans have moved forward after the county council reduced the cost of the scheme.
"The inquiry comes after bidder Live Nation said it had become the majority shareholder of the event in March. The Competition and Markets Authority (CMA) is investigating whether the takeover would lead to a ""substantial lessening of competition"". It said it had asked Live Nation and the festival to operate separately until it had agreed any merger. Live Nation, which has refused to comment, moved to take up a controlling stake of the festival through LN-Gaiety - its UK joint venture with music mogul Denis Desmond's Gaiety Investments. Announcing the plan last month, Mr Desmond said it was ""fantastic"" to add it to its portfolio of more than 85 music festivals worldwide, including Reading, Leeds, Wireless and T in in the Park. Isle of Wight Festival founder John Giddings said the partnership would ""give us the ability to access the company's scale and talent pool, bringing more acts and a better experience to the UK"". Live Nation has been on a buying spree recently, making eight major acquisitions worldwide in 2016, while the Isle of Wight Festival deal marked its sixth so far this year. The CMA said it had not yet set a date for consultation submissions or its decision. In October, organisers threatened to cancel this June's event unless fee changes were agreed with Solo Promoters Ltd. But the following month, Sir Rod Stewart was revealed as the headliner. It is expected to attract about 42,000 fans, with other acts including DJ David Guetta, indie-pop group Bastille and singer-songwriter George Ezra announced. Mr Giddings revived the festival in 2002 after a 32-year hiatus. It first started in 1968, with guitarist Jimi Hendrix making a headline performance in 1970.",A takeover bid for the Isle of Wight Festival is being investigated by a watchdog amid concerns over the deal.
"This week Alderney and Sark have both held a Vin D'honneur to bid a fond farewell to His Excellency before he leaves office on 23 February. Vice-Admiral Sir Fabian Malbon, who is her majesty's representative in the island, said she followed events in the Bailiwick closely. He said: ""Often when you go to brief her she knows much more than you do."" Sir Fabian said: ""She is very interested in the dependencies. ""In Sark it's been a busy five years for them, they've had some big decisions to make, they've now got themselves a fully democratic government running the place. She knows that and keeps her eye on things."" The Queen is officially titled the Duke of Normandy in the islands.",Guernsey's Lieutenant Governor has said that the Queen often knows more about the Bailiwick than he does.
"The campaign in the Yanbian Korean Autonomous Prefecture in Jilin province mainly focuses on North Koreans fleeing poverty and persecution at home. China is known to routinely repatriate North Koreans who often slip across the border undetected. Human rights groups say many face punishment when they return. ""Foreigners who illegally enter, work and overstay are hidden troubles, and they might pose potential threats to social stability,"" Li Yongxue, a police official from Yanbian, was quoted by state-run China Daily newspaper as saying. The police say they want to stamp out criminal activities to maintain order. They add that those without proper documents will be sent back. Many of these illegal immigrants have relatives in China, some come to work, while others use China as a staging post before moving to other countries, according to the BBC's Michael Bristow. A police officer from the province told the BBC that it was a sensitive year in China, with officials stressing the need for stability ahead of a leadership change this year.",China has launched a drive against illegal immigration in a north-eastern region bordering North Korea.
"Officials in south-eastern Minas Gerais state say one person is confirmed dead. But there are reports that up to 16 have died and others are missing. Rivers of thick red mud surged down the valleys of the hilly area outside the old colonial city of Mariana. It engulfed cars and lorries, and destroyed homes. Authorities in Mariana said the dam had ruptured on Thursday afternoon and sent torrents of mud and debris into the small town of Bento Rodrigues, about 7km (four miles) away. The BBC's Julia Dias Carneiro in Rio de Janeiro said the area affected is home to about 500 people. The rescue operation has been hampered by fears of landslides but helicopters have taken several stranded people to safety, she adds. Authorities have warned that the water mixed with residue from mining operations could be toxic. A spokesman for the Samarco mining company, which owns the dam, said the cause of the breach was not yet known.","More than a dozen people are feared dead after a dam holding back waste water from an iron ore mine in Brazil burst, flooding nearby homes."
"Councillors heard concerns that more work needs to be done to help residents struggling with the current three-weekly system. At present, 10,000 households are on four-weekly black bin collections, introduced as a trial in 2016. No date was given for when the issue will be discussed again.",Conwy council's cabinet has voted to put off introducing a four-weekly bin collection service for the whole county.
"Blasts five minutes apart killed 21 people at two pubs on 21 November 1974. The code given with telephoned bomb warnings distinguished them from hoaxes, during the early 1970s. Ex-detective John Plimmer said it made no practical difference to individual officers' responses. The Irish Republican Army is believed to have carried out the bombings, but no-one has admitted responsibility. On the night the Mulberry Bush and Tavern in the Town pubs were bombed, the caller used the phrase ""Double X"", the inquests hearing heard. Frontline officers sent to both scenes told the jury they were never told the initial bomb warnings, called in at 8.11pm, had been accompanied with the code. Mr Plimmer, now in his seventies, said: ""It was very rare it was [passed down]. ""We usually found out that it was a coded warning after the event."" He added he did not think it made a difference, except for raising ""adrenaline"" levels. Although, he accepted there ""could have been a more rigid system"" of passing on the fact of coded warnings, when asked by Lesley Thomas QC, representing nine of the bereaved families. Ex-constable Rod Hazlewood, who recovered six dead bodies from the Mulberry Bush, said he ""would have expected"" to have been told about the coded warnings from his station controller. He added if he had been told about the coded warnings it ""would have directed you more appropriately"". The jury also heard, his sub-division was at ""half-strength"" that evening. Trouble had been expected prior to the bombs by the authorities, who directed more than 1,600 police officers to secure the funeral cortege of IRA bomber James McDade to Birmingham Airport. The inquests continue. Follow BBC West Midlands on Facebook, on Twitter, and sign up for local news updates direct to your phone.",Police officers responding to the Birmingham pub bombings have told the inquests they did not know bomb warnings had been backed up by IRA code words.
"The Year Six pupils from Kewaigue Primary School were taken to accident and emergency after the water games event on Wednesday. It is believed a detergent used on a water slide caused the issue. The children have since been discharged. A department spokeswoman said a ""full review"" would take place. Kerry Pledger, whose son received treatment, said he had ""some wounds"", but was ""healing quite well"". She said the school's reaction had been ""absolutely amazing"". She added that the head teacher was ""extremely apologetic"" and had been in ""constant contact"" with parents. ""It was just a terrible accident when all the school was trying to do was have some fun for the kids,"" she said. The Department of Education, Sport and Culture spokeswoman said the children had received ""treatment and reassurance"" at Noble's Hospital. ""The government is committed to ensuring that health and safety is a priority within schools and a full review into the incident will be undertaken as soon as possible,"" she added.","Five children were taken to hospital with ""skin irritation"" following a ""splash day"" at a school, the education department has confirmed."
"Sheeran is due to play the the opening parties on 5 and 6 June. Two Door Cinema Club will close the event with gigs on 18 and 19 September. Arctic Monkeys, The Prodigy, Plan B and Kasabian have all previously played at the festival. Alex Trimble from Two Door Cinema Club said the band were ""excited"" to be performing. Ibiza Rocks was launched in 2005 and now takes place every summer, hosting two live gigs every week - one in Ibiza and the one in Mallorca. In total, 32 live gigs take place over the 16-week festival. ""We've never played Ibiza or Mallorca before, so it's pretty exciting for us to be able to do it,"" Trimble told Newsbeat. When asked about what fans could expect from their show, he said: ""We're getting our second album together so there'll probably be lots of new material. ""Obviously we'll play stuff from the first album, but maybe we'll try and get something special together, fireworks or something."" Two Door Cinema Club released their debut album Tourist History in 2010. Earlier this year, the trio played live at a number of music festivals including Isle Of Wight, Lollapalooza and on the main stage at Reading and Leeds. Ed Sheeran topped the UK album chart earlier this year with his debut album. The 20-year-old has also scored top 20 hits with singles The A Team, Lego House and You Need Me, I Don't Need You.",Ed Sheeran and Two Door Cinema Club are the first acts to be announced for Ibiza and Mallorca Rocks 2012.
"Cumbria Police Authority has set its final budget, which involves savings of £18.7m over the next four years, describing it as ""unprecedented"" times. As well as the officer number cuts, which will be achieved through natural wastage, 235 staff posts are going. Authority chairman Ray Cole said it supported the force's programme of cuts and asked that frontline policing was not affected wherever possible. He said: ""The budget that we have agreed today is the first in a four-year transition period and it is forecast that 66% of the budget cuts required will be in the first two years. ""The constabulary faces some difficult challenges due to the scale of the budget cuts over a four-year period."" 'Response times' Cumbria Chief Constable Craig Mackey said it was a challenging time for the force. He said: ""It is a relatively small number of officers but I don't underestimate the impact that these reductions will have cumulatively in terms of visibility of officers. ""What we are working on is that we have got people available and we are still able to meet the demands that come in from the public."" But Andy Wilson, chair of Cumbria Police Federation, said he was concerned about the impact. ""There are going to be less police officers covering bigger areas,"" he said. ""In Cumbria's case we have a lot of rural villages and towns so those response times are going to be cut down. ""Because it's a myth that we can meet those responses with the 20% cuts that they are telling us we must do.""","There will be 100 fewer police officers in Cumbria, it has been confirmed."
