text,summary,text_opus
"Elton Gashaj died from a stab wound to the chest in Salt Hill Park, Slough, on 21 September. The 15-year-old defendant, who cannot be named for legal reasons, pleaded not guilty to one count of murder at Reading Crown Court on Wednesday. He also denied one count of possessing a bladed article. He is due to appear at the same court on 20 January.",A teenager has denied murdering a 15-year-old boy at a skate park.,"Si Elton Gashaj ay namatay mula sa isang saksakang sugat hanggang sa baul sa Salt Hill Park, Slough, noong 21 Setyembre.Ang 15-year-old na nagsasakdal, na hindi mapangalanan dahil sa legal na kadahilanan, ay hindi nagmakaawa sa isang bilang ng pagpatay sa Reading Crown Court sa Miyerkules.Hindi rin siya nagbilang ng isang kondado na artikulo.Siya ay nakatakdang humarap sa parehong hukuman noong 20 Enero."
"Hafod y Gest opened as a temporary building and was not expected to be still in use. Families of the 10 remaining residents had expressed concerns about the impact on their health if they have to move from the site. A council report had said the home could close by April 2014, and the site be used for supported housing instead. Officers had recommended that the home should close. The report said the Older People Services Transformation Project Board had considered maintaining the property and doing only essential work on it, or completely renovating the building and increasing the capacity there. However those options were rejected, and the council is now considering using the site for a development of extra care housing, for people able to live more independently with sufficient support. The report had said there would be a full discussion with residents and their families about their future housing if Hafod y Gest did close, and noted some residents would want to move together.",A 40-year-old care home in Porthmadog will close following a decision by Gwynedd councillors.,"Ang Hafod y Gest ay nagbukas bilang isang pansamantalang gusali at hindi inaasahan na magagamit pa. Ang mga pamilya ng 10 natitirang residente ay nagpahayag ng pagkabahala tungkol sa epekto sa kanilang kalusugan kung kailangan nilang lumipat mula sa lugar na iyon. Isang ulat ng konseho ang nagsabi na ang tahanan ay maituturing na malapit na sa Abril 2014, at ang lugar ay magagamit para sa suportadong pabahay sa halip.Ang mga opisyal ay nagmungkahi na ang tahanan ay dapat na malapit. Sinabi ng report na ang Old People Transformation Project Board ay nag-isip na panatilihin ang pag-aari at ang paggawa lamang ng mahalagang gawain dito, o kaya'y ang muling pagtatayo at dagdagan ang mga pagpipilian ng mga bahay ay ang mga bahay na nais ng mga residente na magkaroon ng higit na magkaroon ng higit na malayang tirahan."
"The £130m project was put on hold in the government's spending review. The Department for Transport has now given the council the go-ahead to bid for funding after it reduced the cost to about £88m. Despite the savings, the Tory-led authority said it ""fully intends"" to ensure the bypass will be a dual-carriageway road. It now has until September to draw up a more detailed funding bid. The government will make a final decision on the scheme by the end of 2011.",Lincoln's stalled Eastern Bypass plans have moved forward after the county council reduced the cost of the scheme.,"Ang proyektong £130m ay idinaos sa review ng paggasta ng pamahalaan. Ang Kagawaran para sa Transportasyon ay nagbigay ngayon sa konseho ng go-ahead na bidyo para sa pondo matapos na bawasan nito ang halaga sa mga £88m. Sa kabila ng pag-iimpok, sinabi ng Tory-lead na awtoridad na ito ay ""buong balak"" upang matiyak ang bypass ay magiging isang dual-carriageway na daan. Ito ngayon ay hanggang Setyembre upang gumawa ng mas detalyadong pondo. Ang pamahalaan ay gagawa ng isang pangwakas na desisyon sa pamamagitan ng panukala sa pagtatapos ng 2011."
"The inquiry comes after bidder Live Nation said it had become the majority shareholder of the event in March. The Competition and Markets Authority (CMA) is investigating whether the takeover would lead to a ""substantial lessening of competition"". It said it had asked Live Nation and the festival to operate separately until it had agreed any merger. Live Nation, which has refused to comment, moved to take up a controlling stake of the festival through LN-Gaiety - its UK joint venture with music mogul Denis Desmond's Gaiety Investments. Announcing the plan last month, Mr Desmond said it was ""fantastic"" to add it to its portfolio of more than 85 music festivals worldwide, including Reading, Leeds, Wireless and T in in the Park. Isle of Wight Festival founder John Giddings said the partnership would ""give us the ability to access the company's scale and talent pool, bringing more acts and a better experience to the UK"". Live Nation has been on a buying spree recently, making eight major acquisitions worldwide in 2016, while the Isle of Wight Festival deal marked its sixth so far this year. The CMA said it had not yet set a date for consultation submissions or its decision. In October, organisers threatened to cancel this June's event unless fee changes were agreed with Solo Promoters Ltd. But the following month, Sir Rod Stewart was revealed as the headliner. It is expected to attract about 42,000 fans, with other acts including DJ David Guetta, indie-pop group Bastille and singer-songwriter George Ezra announced. Mr Giddings revived the festival in 2002 after a 32-year hiatus. It first started in 1968, with guitarist Jimi Hendrix making a headline performance in 1970.",A takeover bid for the Isle of Wight Festival is being investigated by a watchdog amid concerns over the deal.,"Ang imbestigasyon ay dumating pagkatapos ng bidder Live Nation ay nagsabi na ito ay naging ang karamihan na shareholder ng pangyayari sa Marso. Ang Competisyon at Markets Authority (CMA) ay nag-iimbestiga sa mga gawang hidover na ito ay humantong sa isang ""malubhang pagbabawas ng kompetisyon"". Sinabi nito na ito ay nagreresulta sa Live Nations at ang pista nito ay nag-ebolb hanggang sa ito ay sumang-ayon sa anumang pagsasanib. Ang Live Nations, na ito ay nag-udyok ng isang pang-kontrol na eskwelgatancemental na laro sa 20°N'ty'ty's, at ang huli ay ang Wo'y'y ang isa pang-C."
"This week Alderney and Sark have both held a Vin D'honneur to bid a fond farewell to His Excellency before he leaves office on 23 February. Vice-Admiral Sir Fabian Malbon, who is her majesty's representative in the island, said she followed events in the Bailiwick closely. He said: ""Often when you go to brief her she knows much more than you do."" Sir Fabian said: ""She is very interested in the dependencies. ""In Sark it's been a busy five years for them, they've had some big decisions to make, they've now got themselves a fully democratic government running the place. She knows that and keeps her eye on things."" The Queen is officially titled the Duke of Normandy in the islands.",Guernsey's Lieutenant Governor has said that the Queen often knows more about the Bailiwick than he does.,"Sa linggong ito, si Adderney at Sark ay parehong nagdaos ng isang Vin D'honneur upang magpaalam sa His Excellency bago siya umalis sa opisina noong 23 Pebrero.Si Vice-Admiral Sir Fabian Malbon, na kinatawan ng kanyang karingalan sa isla, ay nagsabi na siya ay sumunod sa mga pangyayari sa Bailiwick nang malapitan. Sinabi niya: """
"The campaign in the Yanbian Korean Autonomous Prefecture in Jilin province mainly focuses on North Koreans fleeing poverty and persecution at home. China is known to routinely repatriate North Koreans who often slip across the border undetected. Human rights groups say many face punishment when they return. ""Foreigners who illegally enter, work and overstay are hidden troubles, and they might pose potential threats to social stability,"" Li Yongxue, a police official from Yanbian, was quoted by state-run China Daily newspaper as saying. The police say they want to stamp out criminal activities to maintain order. They add that those without proper documents will be sent back. Many of these illegal immigrants have relatives in China, some come to work, while others use China as a staging post before moving to other countries, according to the BBC's Michael Bristow. A police officer from the province told the BBC that it was a sensitive year in China, with officials stressing the need for stability ahead of a leadership change this year.",China has launched a drive against illegal immigration in a north-eastern region bordering North Korea.,"Ang kampanya sa Yanbian Korean Autonomous Prefecture sa lalawigan ng Jilin ay pangunahing nakatuon sa mga Hilagang Korean na tumatakas sa kahirapan at pag-uusig sa bahay.Ang Tsina ay alam na regular na muling nagreresulta sa mga Hilagang Korean na madalas na dumausdos sa hangganan na hindi napapansin.""Ang mga grupo ng karapatang pantao ay nagsasabi ng maraming mukhang parusa pagbalik nila. ""Foreeigners na ilegal na pumapasok, trabaho at overstances ay nakatagong mga problema, at ang mga ito ay maaaring maging potensiyal na banta sa panlipunang katatagan ng Tsina,"" Li Yongxue, isang opisyal ng pulisya mula sa Yanian, ay sinipi ng pahayagang estado ayon sa isang estado na nagsasabing ang mga ito ay may gusto ng mga opisyal na bumalik sa mga kriminal na mag-say sa pamamagitan ng isang opisyal ng estado bago pa ang mga opisyal ng estado upang i-say sa pamamagitan ng estado na ang mga opisyal ng estado upang i-sapwersay sa pamamagitan ng estado na ang mga opisyal ng estado na ito."
"Officials in south-eastern Minas Gerais state say one person is confirmed dead. But there are reports that up to 16 have died and others are missing. Rivers of thick red mud surged down the valleys of the hilly area outside the old colonial city of Mariana. It engulfed cars and lorries, and destroyed homes. Authorities in Mariana said the dam had ruptured on Thursday afternoon and sent torrents of mud and debris into the small town of Bento Rodrigues, about 7km (four miles) away. The BBC's Julia Dias Carneiro in Rio de Janeiro said the area affected is home to about 500 people. The rescue operation has been hampered by fears of landslides but helicopters have taken several stranded people to safety, she adds. Authorities have warned that the water mixed with residue from mining operations could be toxic. A spokesman for the Samarco mining company, which owns the dam, said the cause of the breach was not yet known.","More than a dozen people are feared dead after a dam holding back waste water from an iron ore mine in Brazil burst, flooding nearby homes.","Ang mga opisyal sa timog-eastern Minas Gerais ay nagsasabi na ang isang tao ay napatunayang patay na. Ngunit may mga ulat na hanggang 16 ang namatay at ang iba pa ay nawawala. ang mga ilog ng makapal na pulang putik ay sumalpok sa mga libis ng maburol na lugar sa labas ng dating kolonyal na lungsod ng Mariana.Ito ay naglamon sa mga kotse at mga lorries, at sinira ang mga tahanan.Ang mga awtoridad sa Mariana ay nagsabi na ang dam ay sumabog noong Huwebes ng hapon at nagpadala ng mga baha ng putik at mga basura sa maliit na bayan ng Bento Rodrigues, mga 7k (apat na milya ang layo ay nagsabi na ang mga tagaligtas.Ang mga taga-Can ay hindi naapektuhan ng mga sasakyang panghimpapawid ay sinabi ni Julia ang mga taga-Ar."
"Councillors heard concerns that more work needs to be done to help residents struggling with the current three-weekly system. At present, 10,000 households are on four-weekly black bin collections, introduced as a trial in 2016. No date was given for when the issue will be discussed again.",Conwy council's cabinet has voted to put off introducing a four-weekly bin collection service for the whole county.,"Nabalitaan ng mga Councillor ang mga pagkabahala na higit pang trabaho ang kailangang gawin upang matulungan ang mga residenteng nakikipagpunyagi sa kasalukuyang tatlong-linggo na sistema. sa kasalukuyan, 10,000 sambahayan ay nasa apat-linggo na itim na mga koleksiyon ng bin, ipinakilala bilang isang paglilitis sa 2016. walang ibinigay na petsa para sa kung kailan muling tatalakayin ang isyu."
"Blasts five minutes apart killed 21 people at two pubs on 21 November 1974. The code given with telephoned bomb warnings distinguished them from hoaxes, during the early 1970s. Ex-detective John Plimmer said it made no practical difference to individual officers' responses. The Irish Republican Army is believed to have carried out the bombings, but no-one has admitted responsibility. On the night the Mulberry Bush and Tavern in the Town pubs were bombed, the caller used the phrase ""Double X"", the inquests hearing heard. Frontline officers sent to both scenes told the jury they were never told the initial bomb warnings, called in at 8.11pm, had been accompanied with the code. Mr Plimmer, now in his seventies, said: ""It was very rare it was [passed down]. ""We usually found out that it was a coded warning after the event."" He added he did not think it made a difference, except for raising ""adrenaline"" levels. Although, he accepted there ""could have been a more rigid system"" of passing on the fact of coded warnings, when asked by Lesley Thomas QC, representing nine of the bereaved families. Ex-constable Rod Hazlewood, who recovered six dead bodies from the Mulberry Bush, said he ""would have expected"" to have been told about the coded warnings from his station controller. He added if he had been told about the coded warnings it ""would have directed you more appropriately"". The jury also heard, his sub-division was at ""half-strength"" that evening. Trouble had been expected prior to the bombs by the authorities, who directed more than 1,600 police officers to secure the funeral cortege of IRA bomber James McDade to Birmingham Airport. The inquests continue. Follow BBC West Midlands on Facebook, on Twitter, and sign up for local news updates direct to your phone.",Police officers responding to the Birmingham pub bombings have told the inquests they did not know bomb warnings had been backed up by IRA code words.,"Ang Blasts limang minuto ang pagitan ay pumatay ng 21 mga opisyal sa dalawang pubs noong 21 Nobyembre 1974. Ang code na ibinigay na may teleponong bomba ay nagtangi sa mga ito mula sa mga pandaraya, sa panahon ng mga unang bahagi ng 1970s. Ex-dective John Plimmer ay nagsabi na ito ay hindi gumawa ng praktikal na pagkakaiba sa mga tugon ng mga opisyal ng bawat isa. Ang Irish Republican Army ay pinaniniwalaang nagsagawa ng mga pambobomba, ngunit walang-isang tinanggap na responsibilidad. Noong gabi ang Mulberry Bush at Tavern, maliban sa Irish Republicantable Army ay ginamitan ang parirala na ""Doule Xlequets"" ay sinabi sa unang mga opisyal na ito ay hindi pasok sa mga eksena."
"The Year Six pupils from Kewaigue Primary School were taken to accident and emergency after the water games event on Wednesday. It is believed a detergent used on a water slide caused the issue. The children have since been discharged. A department spokeswoman said a ""full review"" would take place. Kerry Pledger, whose son received treatment, said he had ""some wounds"", but was ""healing quite well"". She said the school's reaction had been ""absolutely amazing"". She added that the head teacher was ""extremely apologetic"" and had been in ""constant contact"" with parents. ""It was just a terrible accident when all the school was trying to do was have some fun for the kids,"" she said. The Department of Education, Sport and Culture spokeswoman said the children had received ""treatment and reassurance"" at Noble's Hospital. ""The government is committed to ensuring that health and safety is a priority within schools and a full review into the incident will be undertaken as soon as possible,"" she added.","Five children were taken to hospital with ""skin irritation"" following a ""splash day"" at a school, the education department has confirmed.","Ang Taon Anim na mag-aaral mula sa Kewaigue Primary School ay dinala sa aksidente at emergency pagkatapos ng laro sa tubig sa Miyerkules. Pinaniniwalaang ang isang detergent na ginagamit sa isang water slide ay nagdulot ng isyu. Ang mga bata ay mula noon ay pinalabas na. Isang tagapagsalita ng departamento ay nagsabi na ang ""buong review"" ay magaganap. Kerry Piller, na ang anak ay nakatanggap ng paggamot, sinabi na siya ay may ""ilang sugat"", ngunit ""hindi nagtagal ay ginawaran siya ng mahusay"". Sinabi niya na ang reaksiyon ng paaralan ay ""lubos na kamangha-mangha"" Ang guro ay may kasamang ""ang pagtanggap ng isang serial eventry at review"" ang mga magulang sa loob ng programa sa loob ng programa ay may kaugnayan sa iba'try."""
"Sheeran is due to play the the opening parties on 5 and 6 June. Two Door Cinema Club will close the event with gigs on 18 and 19 September. Arctic Monkeys, The Prodigy, Plan B and Kasabian have all previously played at the festival. Alex Trimble from Two Door Cinema Club said the band were ""excited"" to be performing. Ibiza Rocks was launched in 2005 and now takes place every summer, hosting two live gigs every week - one in Ibiza and the one in Mallorca. In total, 32 live gigs take place over the 16-week festival. ""We've never played Ibiza or Mallorca before, so it's pretty exciting for us to be able to do it,"" Trimble told Newsbeat. When asked about what fans could expect from their show, he said: ""We're getting our second album together so there'll probably be lots of new material. ""Obviously we'll play stuff from the first album, but maybe we'll try and get something special together, fireworks or something."" Two Door Cinema Club released their debut album Tourist History in 2010. Earlier this year, the trio played live at a number of music festivals including Isle Of Wight, Lollapalooza and on the main stage at Reading and Leeds. Ed Sheeran topped the UK album chart earlier this year with his debut album. The 20-year-old has also scored top 20 hits with singles The A Team, Lego House and You Need Me, I Don't Need You.",Ed Sheeran and Two Door Cinema Club are the first acts to be announced for Ibiza and Mallorca Rocks 2012.,"Si Sheeran ay nakatakdang gumanap sa mga panimulang patimpalak sa 5 at 6 Hunyo. Dalawang Door Cinema Club ay magsara ng kaganapan sa pamamagitan ng gigs noong 18 at 19 Setyembre. Arctic Monkeys, Ang Prodigy, Plan B at Kasabian ay malamang na ang lahat ng kanilang dating na-play sa pista. Si Alex Trimble mula sa Two Door Cinema Club ay nagsabi na ang banda ay ""excited"" upang subukan ang mga tagahanga ng Malbiza Rocks ay inilunsad sa 2005 at ngayon ang bawat tag-init, na host ay may dalawang live-bi'ty na kanta sa isang linggo ang nasabing sing sing sing sing sing sing sing sing sing at sing sing sing sing sing sing sing sing sing sing sing sing sing sing sing sing sing sing sing sing sing sing-sing-sing sing sing sing sing sing sing sing sing sing-sing sing-sing-sing-sing sing sing-sing-sing-sing-sing sing-sing-sing-sing-sing-sing sing sing-sing-sing-sing-sing-sing-sing-sing-sing-sing-sing-sing-sing-sing-sing-sing-sing-sing-sing-sing-sing-sing-sing ay na sing-sing ay na sing ay na sing ay nag-sing sing na sing ay na sing-sing ay na sing sing sing ay na sing sing sing sing sing sing sing sing na sing na sing sing ay nag-sing ay nag-sing ay nagbo na sing-ang sing sing-ang-ang na sing sing-sing sing-ang na sing-sing-sing-sing-sing-ang at sing-ang-sing-sing-sing-sing ay nag-sing ay na sing-ang na sing-sing-sing ay na"
"Cumbria Police Authority has set its final budget, which involves savings of £18.7m over the next four years, describing it as ""unprecedented"" times. As well as the officer number cuts, which will be achieved through natural wastage, 235 staff posts are going. Authority chairman Ray Cole said it supported the force's programme of cuts and asked that frontline policing was not affected wherever possible. He said: ""The budget that we have agreed today is the first in a four-year transition period and it is forecast that 66% of the budget cuts required will be in the first two years. ""The constabulary faces some difficult challenges due to the scale of the budget cuts over a four-year period."" 'Response times' Cumbria Chief Constable Craig Mackey said it was a challenging time for the force. He said: ""It is a relatively small number of officers but I don't underestimate the impact that these reductions will have cumulatively in terms of visibility of officers. ""What we are working on is that we have got people available and we are still able to meet the demands that come in from the public."" But Andy Wilson, chair of Cumbria Police Federation, said he was concerned about the impact. ""There are going to be less police officers covering bigger areas,"" he said. ""In Cumbria's case we have a lot of rural villages and towns so those response times are going to be cut down. ""Because it's a myth that we can meet those responses with the 20% cuts that they are telling us we must do.""","There will be 100 fewer police officers in Cumbria, it has been confirmed.","Ang Cumbria Police Authority ay nagtakda ng panghuling badyet nito, na nagsasangkot ng pag-iimpok ng £18.7m sa loob ng susunod na apat na taon, na inilalarawan ito bilang ""walang katulad"" na mga panahon. gayundin ang opisyal na bilang ng mga bawas, na matatamo sa pamamagitan ng natural na istage, 235 staff posts ang patungo. Ang chairman ng Authority na si Ray Cole ay nagsabi na sinusuportahan nito ang programme of cits at tinanong na ang frontline councty ay hindi apektado hangga't maaari."" Sinabi niya: ""Ang badyet na napagkasunduan natin ngayon ay ang una sa isang apat na pwersa ng isang yugto ng pagbabago na ito ay nagsasabi na ito'y nangangailangan ng apat na Cy upang matugunan ang mga feat sa loob ng panahon."""
"Marine FC will play Jose Mourinho's Premier League outfit in the third round of the contest on 10 January. But fans will be barred from the Merseyside stadium due to coronavirus restrictions. Chief executive officer James Leary said it was necessary but ""galling"". The game, at the Marine Travel Arena in Crosby, will be televised on BBC One. However, Liverpool's new tier three status means there will now be no crowd inside the 3,185-capacity stadium, costing the eighth-tier club not only gate receipts, but also around £70,000 in sponsorship deals. 'Heart-wrenching' Part-timers Marine have instead launched a virtual £10 match ticket raffle, which could raise around £30,000. The top prize is the chance to replace manager Neil Young in the dugout for a pre-season friendly. Leary said: ""Thirty thousand pounds to us is absolutely massive. ""It's about a quarter of the wage budget for a year. Even though £30,000 to a Football League club might not be a huge sum, it's a massive figure for us."" He acknowledged the need for the virus restrictions, but added: ""The fact that we haven't realised all the revenue we could have done, it's galling. ""And of course it's not just financial, it's the fans. ""We might only get 450-500 people per game, but the fact that they haven't been able to come to all the games is just heart-wrenching."" Marine, who play in the Northern Premier League North/West Division, have beaten Barnoldswick Town, Frickley Athletic, Runcorn Linnets, Nantwich Town, Chester, Colchester and Havant and Waterlooville to reach the third round. Why not follow BBC North West on Facebook, Twitter and Instagram? You can also send story ideas to northwest.newsonline@bbc.co.uk","A non-league football team is holding a raffle to recoup some of the £100,000 they stand to lose as their FA Cup glamour-tie with Tottenham Hotspur goes behind closed doors.","Si Marine FoldC ay maglalaro ng Yourinho's Premier League sweet sa ikatlong round ng paligsahan sa 10 Enero. Ngunit ang mga fans ay maaring maharang mula sa Merseyside stadium dahil sa coronavirus na mga restriksiyon.Ang punong executive officer na si James Leary ay nagsabi na ito ay kailangan na rin ngunit ang ""pag-aalsa"" ay kahit na ang larong Marine Travel Arena sa Crosby. Sa halip ay maaring mag-erecorecord lang sa isang malaking enterymbermbermbers. Ang lathalaing ito ay maaaring mag-100."
"The conservation charity said ending overfishing and better marine protection measures would be a better approach. A pilot scheme to shoot seals is under consideration by the Irish government in counties Cork and Kerry. The charity said it was good news that seal numbers had increased. Pádraig Fogarty, from the Irish Wildlife Trust, told Irish broadcaster RTÉ that seals were one of the first protected species in Ireland. Reduced fish stocks were a result of an ""ecological collapse of the ocean ecosystem"", he said. RTÉ reported there has been speculation that the Department of Housing, Local government and Heritage had received five applications for licences to cull seals, including three which specified using high-powered rifles. Mr Fogarty said protected marine areas needed to be established around the Irish coast and urged the phasing out of bottom trawlers and super-trawlers.",A plan to cull seal numbers in Irish waters to improve fish stocks has been criticised by the Irish Wildlife Trust.,"Ang kawanggawa sa pangangalaga ay nagsabi na nagwawakas sa labis na pangingisda at mas mahusay na mga hakbang sa pangangalaga ng dagat ay magiging mas mabuting paraan. Ang isang pilot schedule na barilin ang mga seal ay nasa ilalim ng konsiderasyon ng pamahalaan ng Ireland sa mga counties Cork at Kerry. Ang charity ay nagsabi na ito ay isang mabuting balita na ang mga numero ng seal ay dumami. Pádrag Fogarty, mula sa Irish Wildlife Trust, sinabi niya na ang RTÉ na ang mga seal ay isa sa mga unang protektadong uri sa Ireland. Ang nabawasang mga suplay ng isda ay resulta ng isang ""ecological na pagguho ng ecosystem,"" sinabi niya na ang R&T ay isa sa mga local custry Department na itinatag para sa pamamagitan ng local cules at ang mga local cules."
"Addenbrooke's Hospital in Cambridge, where 200 more are needed, is asking existing staff to work extra shifts. The Royal College of Nursing said it would be dangerous for the health of staff and patients if up to three extra shifts had to be worked per week. The hospital said its campaign targeted experienced and newly qualified staff for all departments. A hospital spokeswoman said: ""Cambridge University Hospitals has launched a national recruitment campaign for nurses, midwives and healthcare assistants. ""We are looking for staff across all clinical divisions and are finding creative ways of encouraging experienced nurses to consider Addenbrooke's as an opportunity to develop their career ""We are instigating a European recruitment programme."" English to be tested As well as extra shift payments existing staff are said to have been offered shopping vouchers to persuade them to work longer hours. Karen Webb from the Royal College of Nursing said: ""I was not aware that we were entering an age of bartering to get employees to work. ""It is important that nurses, as professional people, are rewarded appropriately and adequately for their services to the NHS."" Steve Hand, director of operations at Addenbrooke's, said that the hospital needed about 200 extra staff to meet commitments to patients. The hospital was looking for experienced nurses and had turned to Europe to seek them out, he said. ""We will carry out English tests but I do not think language is going to be an issue,"" he said. Former NHS Trust chairman Roy Lilley said that many hospitals were setting up staff banks which were lists of people willing to do extra shifts. Many experienced nurses in their 50s and 60s had taken early retirement because of the pressures in the NHS, he said. There had also been about 1,000 job cuts in Cambridgeshire and this all added to the problem, he added.","A hospital in Cambridge is to recruit nurses, midwives and other staff from across Europe to meet ward shortages.","Sinabi ng The Royal College of Nursing na ang N&M's Hospital sa Cambridge, kung saan 200 pa ang kinakailangan, ay humihiling sa umiiral na mga kawani na gumawa ng karagdagang mga pagbabago. Sinabi ng The Royal College of Nursing na mapanganib para sa kalusugan ng mga kawani at mga pasyente kung kinakailangan ang tatlong ekstrang mga pagbabago sa ospital bawat linggo. Sinabi ng ospital na ang kampanya nito ay sinadya at ang bagong kuwalipikadong mga kawani para sa lahat ng departamento. Sinabi ng isang tagapagsalita ng ospital na ""Cambridge University Hospitals ay naglunsad ng isang pambansang kampaniya para sa mga nars, komadrona at mga katulong sa pangangalaga."""
"The cause of death of Byun Hee-soo, a transgender rights campaigner, is not yet known. She launched a landmark legal challenge against the military in January last year over her dismissal. Her petition for reinstatement was rejected in July. South Korea remains conservative on matters relating to the LGBT community. The 23-year-old had been receiving counselling from a mental health centre near her home in Cheongju in Chungcheong province (which is south of Seoul). Her counsellor became concerned after not hearing from her since 28 February and called emergency services. Ms Byun's case triggered debate about the treatment of transgender troops and soldiers from the LGBTQ community in the country. She previously told reporters that apart from her gender identity, she wanted to show everyone that she could also be one of the great soldiers who protect the country. All able-bodied South Korean men are required to carry out military service for nearly two years. In December, the National Human Rights Commission of Korea said the decision not to allow her to continue to serve in the military had no legal grounds. South Korea is far less tolerant of the LGBTQ community than its East Asian neighbours. Being LGBT is often seen as a disability or a mental illness, or by powerful conservative churches as a sin, and there are no anti-discrimination laws in the country. In Ms Byun's case, anti-LGBT campaigners had attempted to identify her online. They also held demonstrations urging the military to dismiss her after news about the case emerged and have called for further demonstrations.","South Korea's first transgender soldier, who was discharged from the military for undergoing gender reassignment surgery, has been found dead at her home.","Ang sanhi ng kamatayan ni Byun Hee-soo, isang transgender na tagapangampanya ng mga karapatan sa Asya, ay hindi pa alam. Siya ay naglunsad ng isang palatandaang legal na hamon laban sa militar noong Enero sa kanyang pag-alis.Ang kanyang petisyon para sa restorasyon doon ay tinanggihan noong Hulyo.Ang Timog Korea ay nananatiling konserbatibo sa mga bagay na may kaugnayan sa LGBT komunidad. Ang 23-year-old ay nakatanggap ng payo mula sa isang sentro ng kalusugang pangkaisipan malapit sa kanyang tahanan sa Cheongju sa lalawigan ng Chungcheong (na-timog-silangang bahagi ng Seoul).Ang kanyang mga sundalong militar ay hindi maaaring magrehilingan pagkatapos ng mga serbisyo na tinawag na may kaugnayan sa kanyang mga tauhang pang-isip ng estado at magmula noong Pebrero-K."
"Out of 57 sites, only the eight larger ""supersites"", which account for about 90% of material collected, will remain. Ten others will become glass only sites as jars and glass bottles are not collected through the kerbside scheme, which was introduced in March 2014. Recycling officer Tina Norman-Ross said it followed falling usage and the move should save £25,000 in its first year. She said that estimate did not include any money that would have been needed to be spent on maintenance, refurbishments and replacing bins. Mrs Norman-Ross said: ""The majority of sites we are closing or looking to convert are little used, and in a lot of cases little known. ""The amount collected from them has also fallen sharply, and in most cases there are alternative facilities nearby. Maintaining them all is no longer sensible financially."" The main ""supersites"" are at Chouet, L'Eree, Longfrie, Manor Stores, Rohais, Salerie Corner, Vazon, and Southside.",Smaller recycling centres will close in Guernsey following the introduction of kerbside recycling.,"Mula sa 57 lugar, tanging ang walong mas malalaking ""supersites"", na bumubuo sa halos 90% ng materyal na nakolekta, ang mananatili. Sampu pa ang magiging salamin lamang ang mga lugar bilang mga garapon at bote ng salamin ay hindi nakolekta sa pamamagitan ng kerbside scheme, na ipinakilala noong Marso 2014.Ang recycling officer na si Tina Norman-Ross ay nagsabi na ito ay sumusunod sa bumabagsak na paggamit at ang paglipat ay dapat magtipid ng £25,000 sa unang taon nito.Siya ay nagsabi na ang pagtatantiya ay hindi kinabibilangan ng anumang pera na kakailanganin upang magamit sa pagpapanatili, ang mga restoryments at ang mga bids ay ang mga bidyovements. ""Ang karamihan ng mga pangunahing mga fewrewner fewner fewreachments fewreatments:"" Ang mga pangunahing mga site ay ang mga ito ay naka-R."""
"It is to highlight the final stage of the £7m restoration of HMS Alliance, which has corroded after decades of exposure to sea water and dampness. The 60-metre (196 ft) scarf for the conning tower is being made by more than 200 knitters from Gosport. HMS Alliance, based at the Royal Navy Submarine Museum in Gosport, will be relaunched in Spring 2014. The knitters have completed 40 metres (131 ft) and have appealed for more wool to finish it off. The scarf will be unveiled in time for Christmas.",Knitters across Hampshire are making a giant scarf to wrap around the last surviving British WWII submarine.,"Ito ay upang itampok ang huling yugto ng £7m revival ng HMS Alliance, na nagresulta pagkatapos ng mga dekada ng pagkakalantad sa tubig sa dagat at pamamasa. Ang 60-metre (196 ft) scarf para sa conning tower ay ginagawa ng higit sa 200 tagabuo mula sa Gosport. HMS Alliance, na naka-apela para sa Royal Navy Submarine Museum sa Gosport, ay muling i-plaunched sa Spring 2014. Ang mga magninger ay nakapagtapos ng 40res (131 ft) at nag-apela para sa mas maraming mga lana sa panahon ng Even."
