id,sentence1,sentence2,label,sentence1_opus,sentence2_opus
6517,"Soto was born in Fort Worth , but at the age of one year moved to Monterrey in Mexico .","Soto was born in Fort Worth , but moved to Monterrey , Mexico , at the age of one .",1,"Si Soto ay ipinanganak sa Fort Worth , ngunit sa edad na isang taon ay lumipat sa Monterrey sa Mexico .","Si Soto ay ipinanganak sa Fort Worth , ngunit lumipat sa Monterrey , Mexico , sa edad na isa ."
24694,The River Frasin is a tributary of the River Straja in Romania .,The Frasin River is a tributary of the Straja River in Romania .,1,Ang Ilog Frasin ay isang sangang-ilog ng Ilog Straja sa Romania .,Ang Ilog Frasin ay isang sangang-ilog ng Ilog Straja sa Romania .
23126,In Portage township there are two villages : part of Jerry City to the south and part of Portage in the northwest .,"Two villages are located in Portage Township : part of Jerry City in the south , and part of Portage in the northwest .",1,Sa Portage township ay may dalawang nayon : bahagi ng Lungsod ng Jerry sa timog at bahagi ng Portage sa hilagang-kanluran .,"Dalawang nayon ang matatagpuan sa Portage Township : bahagi ng Lungsod ng Jerry sa timog , at bahagi ng Portage sa hilagang-kanluran ."
35463,"Another kuji formula is found in the writings of Jodo Shinshu , founded by Shinran , and is yet another mantra to Amida Nyorai which reads","Another Kuji formula can be found in the writings of Jodo Shinshu , founded by Shinran , and is another mantra to Amida Nyorai , which is :",1,"Ang isa pang pormulang kuji ay matatagpuan sa mga sulat ni Jodo Shinshu , na itinatag ni Shinran , at isa pang mantra kay Amida Nyorai na mababasa","Ang isa pang pormulang Kuji ay matatagpuan sa mga sulat ni Jodo Shinshu , na itinatag ni Shinran , at isa pang mantra kay Amida Nyorai , na :"
43744,"Trained by César Cielo , coach of the American swimmer Bob Bowman , at the University of Michigan , he is a childhood friend of Michael Phelps .","Trained with César Cielo , coach of American swimmer Bob Bowman , at the University of Michigan . He is a childhood friend of Michael Phelps .",1,"Sinanay ni César Cielo , coach ng Amerikanong manlalangoy na si Bob Bowman , sa University of Michigan , siya ay isang batang kaibigan ni Michael Phelps .","Sinanay kasama si César Cielo , coach ng Amerikanong manlalangoy na si Bob Bowman , sa University of Michigan . Siya ay isang batang kaibigan ni Michael Phelps ."
39326,It was accepted that the aborigine - name of the zone simply `` Güímar '' as was the whole Menceyato .,It was accepted that the aboriginal name of the zone was simply `` Güímar '' as the whole menceyato .,1,Tinanggap na ang aborigine - pangalan ng sona ay ``` Güímar '' gaya ng buong Menceyato .,Tinanggap na ang aborihinal na pangalan ng sona ay ``` Güímar '' bilang ang buong menceyato .
47626,"The others were Donald Carr from Repton School and the Etonian , Luke White .",The others were Donald Carr of the Repton School and Etonian Luke White .,1,"Ang iba pa ay si Donald Carr mula sa Repton School at ang Etonian , Luke White .",Ang iba pa ay sina Donald Carr ng Repton School at Etonian Luke White .
33732,"Red Sulphur Sky is a solo album by American jazz trumpeter Wadada Leo Smith , which was released in 2001 and recorded at Tzadik Records .",Red Sulphur Sky is a solo album by American jazz trumpeter Wadada Leo Smith which was released in 2001 and recorded on Tzadik Records .,1,"Ang Red Sulphur Sky ay isang solo album ng American jazz trumpeter na si Wada Leo Smith , na inilabas noong 2001 at naitala sa Tzadik Records .",Ang Red Sulphur Sky ay isang solo album ng Amerikanong tagatugtog ng jazz na si Wada Leo Smith na inilabas noong 2001 at naitala sa Tzadik Records .
15198,"Vaman Malhar Joshi was not to be confused with the writer Waman Gopal Joshi , they were contemporaries .",Vaman Malhar Joshi should not be confused with the writer Waman Gopal Joshi . They were contemporaries .,1,"Vaman Malhar Joshi ay hindi dapat ikalito sa manunulat na si Waman Gopal Joshi , sila ay mga kontemporaryo .",Vaman Malhar Joshi ay hindi dapat ipagkamali sa manunulat na si Waman Gopal Joshi . Sila ay mga kontemporaryo .
24124,"Olivella kifos is a species of dwarf - sea snail , small gastropod mollusk in the Olivellidae family , the navy olives .","Olivella kifos is a species of dwarf sea snail , small gastropod mollusk in the family Olivellidae , the marine olives .",1,"Ang Olivella kifos ay isang uri ng susong dwarf - sea snail , maliit na gastropod mollusk sa pamilya Olivellidae , ang mga mavy olibo .","Ang Olivella kifos ay isang uri ng dwarf sea snail , maliit na gastropod mollusk sa pamilya Olivellidae , ang marine olibo ."
3684,The second fortress was built in stone by Alexander 's son Dmitry Alexandrovich in 1280 .,The second fortification was built in stone in 1280 by Alexander 's son Dmitry Alexandrovich .,1,Ang ikalawang kuta ay itinayo sa bato ng anak ni Alejandro na si Dmitry Alexandrovich noong 1280 .,Ang ikalawang kuta ay itinayo sa bato noong 1280 ng anak ni Alejandro na si Dmitry Alexandrovich .
20254,"After four years it moved to Jacopo Sandri 's house , which had more space , and in 1705 moved again to the palazzo of Conte Luigi Ferdinando Marsigli .","After four years , it moved to Jacopo Sandris House , which had more space , and moved back to the Palazzo of Conte Luigi Ferdinando Marsigli in 1705 .",1,"Pagkatapos ng apat na taon ay lumipat ito sa bahay ni Jacopo Sandri , na may mas maraming espasyo , at noong 1705 ay lumipat muli sa palzzo ng Conte Luigi Ferdinando Marsigli .","Pagkatapos ng apat na taon , lumipat ito sa Jacopo Sandris House , na may mas maraming espasyo , at bumalik sa Palazzo ng Conte Luigi Ferdinando Marsigli noong 1705 ."
6307,"Of these 18 states , four of them have listed IN , PA , OH and MD `` G. villosa '' as endangered species .","Of these 18 states , four of them have listed IN , MD , OH and PA `` G. villosa '' as endangered species .",1,"Sa 18 estadong ito , apat sa mga ito ay nagtala ng IN , PA , OH at MD ``` G. villosa '' bilang nanganganib na species .","Sa 18 estadong ito , apat sa mga ito ay nagtala ng IN , MD , OH at PA ``` G. villosa '' bilang nanganganib na species ."
17259,"Pohl-Stroher was born on 18 January 1919 in Wurzen in Saxony , Vogtland and grew up in Rothenkirchen in East Germany .","Pohl-Stroher was born on 18 January 1919 in Wurzen in Saxony , Vogtland and grew up in Rothenkirchen , East Germany .",1,"Si Pohl-Stroher ay ipinanganak noong 18 Enero 1919 sa Wurzen sa Saxony , Vogtland at lumaki sa Rothenkirchen sa Silangang Alemanya .","Si Pohl-Stroher ay ipinanganak noong 18 Enero 1919 sa Wurzen sa Saxony , Vogtland at lumaki sa Rothenkirchen , Silangang Alemanya ."
9906,Clara Louise Bell ( 1886 -- 1978 ) ( known as Clara Louise Janowsky ) was an American miniature painter .,Clara Louise Bell ( 1886 -- 1978 ) ( also known as Clara Louise Janowsky ) was an American miniature painter .,1,Si Clara Louise Bell (86- 1978 ) (na kilala bilang Clara Louise Janowsky ) ay isang Amerikanong munting pintor .,Si Clara Louise Bell (86- 1978 ) (kilala rin bilang Clara Louise Janowsky ) ay isang Amerikanong munting pintor .
4789,It is located in Guntur Mandal of the Mangalagiri Revenue Division .,It is located in Guntur mandal of Mangalagiri revenue division .,1,Ito ay matatagpuan sa Guntur Mandal ng Mangalagiri Revenue Division .,Ito ay matatagpuan sa Guntur mandal ng Mangagiri revenue division .
4501,Navarro is a partido in the northeast of the province of Buenos Aires in Argentina .,Navarro is a partido in the northeast of Buenos Aires Province in Argentina .,1,Ang Navarro ay isang partido sa hilagang-silangan ng lalawigan ng Buenos Aires sa Argentina .,Ang Navarro ay isang partido sa hilagang-silangan ng Lalawigan ng Buenos Aires sa Argentina .
39805,Shivachevo is a small town in the Sliven Province located on the southern slopes of the Balkan Mountains in central eastern Bulgaria .,"Shivachevo is a small town in the province of Sliven , on the southern slopes of the Balkan Mountains in Central Eastern Bulgaria .",1,Ang Shivachevo ay isang maliit na bayan sa Lalawigan ng Sliven na matatagpuan sa katimugang dalisdis ng Kabundukang Balkan sa gitnang silangang Bulgaria .,"Ang Shivachevo ay isang maliit na bayan sa lalawigan ng Siven , sa katimugang dalisdis ng Kabundukang Balkan sa Gitnang Silangang Bulgaria ."
25575,"Skapetis had trials at several clubs including Derby County , Cardiff City and Sheffield United late in 2016 .","Late in 2016 , Skapetis had attempts at several clubs , including Derby County , Cardiff City , and Sheffield United .",1,"Ang Skapetis ay nagkaroon ng mga pagsubok sa ilang mga club kabilang ang Derby County , anghane City at Sheffield United sa huli noong 2016 .","Sa huling bahagi ng 2016 , ang Skapetis ay nagkaroon ng mga pagtatangka sa ilang mga club , kabilang ang Derby County , Cardiff City , at Sheffield United ."
10867,"On May 6 , 2016 it was announced that Palafox signed to New York Cosmos B of the National Premier Soccer League .","On 6 May 2016 , it was announced that Palafox had signed the National Premier Soccer League after New York Cosmos B .",1,"Noong Mayo 6 , 2016 inihayag na ang Palafox ay lumagda sa New York Cosmos B ng National Premier Soccer League .","Noong 6 Mayo 2016 , inihayag na ang Palafox ay lumagda sa National Premier Soccer League pagkatapos ng New York Cosmos B."
32453,This introduction to travel began a lifelong passion that led her to study in the remote areas of Alaska and British Columbia .,This introduction to the journey began with a lifelong passion that led her to study in the remote areas of Alaska and British Columbia .,1,Ang pagpapakilalang ito sa paglalakbay ay nagsimula ng isang habang buhay na pagkahumaling na nagtulak sa kanya na mag-aral sa mga liblib na lugar ng Alaska at British Columbia .,Ang pagpapakilalang ito sa paglalakbay ay nagsimula sa isang habang-buhay na pagkahumaling na nagtulak sa kanya na mag-aral sa mga liblib na lugar ng Alaska at British Columbia .
33849,"Under his direction , the choir also gave concert tours in Australia ( 1987 ) , Israel ( 1988 ) and Estonia ( 1989 , 1990 ) .","The choir also gave concert tours in Australia ( 1987 ) , Israel ( 1988 ) , and Estonia ( 1989 , 1990 ) under his leadership .",1,"Sa ilalim ng kanyang direksiyon , ang koro ay nagbigay rin ng concert tours sa Australia ( 1987 ) , Israel ( 1988 ) at Estonia ( 1989 , 1990 ) .","Ang koro ay nagbigay rin ng mga concert tour sa Australia ( 1987 ) , Israel ( 1988 ) , at Estonia ( 1989 , 1990 ) sa ilalim ng kanyang pamumuno ."
3729,"This book was written by Arthur Laurents , with music by Leonard Bernstein , text by Stephen Sondheim and choreography by Jerome Robbins .","The book was written by Arthur Laurents , with music by Leonard Bernstein , lyrics by Stephen Sondheim , and choreography by Jerome Robbins .",1,"Ang aklat na ito ay isinulat ni Arthur Laurents , na may musika ni Leonard Bernstein , teksto ni Stephen Sondheim at choreography ni Jerome Robbins .","Ang aklat ay isinulat ni Arthur Laurents , na may musika ni Leonard Bernstein , liriko ni Stephen Sondheim , at choreography ni Jerome Robbins ."
27826,"In March 2008 , Sophina participated in the Heart of a Champion Invitational as a Level 10 where she won the all-around title .","In March 2008 , Sophina participated in the heart of a Champion Invitational as Level 10 , where she won the total title .",1,"Noong Marso 2008 , si Sophina ay lumahok sa Heart of a Champion Invityal bilang isang Level 10 kung saan siya ay nanalo ng all-clusion title .","Noong Marso 2008 , nakilahok si Sophina sa pusod ng isang Kampeonal bilang Level 10 , kung saan nanalo siya sa kabuuang pamagat ."
23471,"Eurosta is a species of the Tephritidae family , known in Europe as fruit flies and in North America as wing flies .","Eurosta is a genus of the family Tephritidae , known as fruit flies in Europe and Picture wing flies in North America .",1,"Ang Eurosta ay isang uri ng pamilya Tephritidae , na kilala sa Europa bilang fruit flys at sa Hilagang Amerika bilang mga wing fly .","Ang Eurosta ay isang genus ng pamilya Tephritidae , kilala bilang fruit flys sa Europa at Picture wing flys sa Hilagang Amerika ."
9789,"Twin Falls High School is a public secondary school in Twin Falls , Idaho , one of the two traditional high schools operated by the Twin Falls School District .","Twin Falls High School is a public secondary school in Twin Falls , Idaho , one of two traditional high schools operated by the Twin Falls School District .",1,"Ang Twin Falls High School ay isang pampublikong paaralang sekundarya sa Twin Falls , Idaho , isa sa dalawang tradisyonal na mataas na paaralan na pinapatakbo ng Twin Falls School District .","Ang Twin Falls High School ay isang pampublikong paaralang sekundarya sa Twin Falls , Idaho , isa sa dalawang tradisyonal na mataas na paaralan na pinapatakbo ng Twin Falls School District ."
3366,"The crash of Aerosucre Flight 4544 was the second aviation incident involving Aerosucre , the first being the crash of another Boeing 727 on November 18 , 2006 .","The crash of Aerosucre Flight 4544 was the second flight incident involving Aerosucre , the first being the crash of another Boeing 727 on November 18 , 2006 .",1,"Ang pagbagsak ng Aerosucre Flight 4544 ay ang ikalawang pangyayari sa abyasyon na kinasasangkutan ng Aerosucre , ang una ay ang pagbagsak ng isa pang Boeing 727 noong Nobyembre 18 , 2006 .","Ang pagbagsak ng Aerosucre Flight 4544 ay ang ikalawang insidente ng paglipad na kinasasangkutan ng Aerosucre , ang una ay ang pagbagsak ng isa pang Boeing 727 noong Nobyembre 18 , 2006 ."
16531,"This scene was rewritten , although its opening recitative in cut form was present in the first production .","This scene has been rewritten , although its opening recitative was present in cut form in the first production .",1,"Ang eksenang ito ay muling isinulat , bagaman ang panimulang repraksiyon nito sa anyong tabas ay naroroon sa unang produksiyon .","Ang eksenang ito ay muling isinulat , bagaman ang panimulang repraksiyon nito ay naroroon sa cut form sa unang produksiyon ."
24249,"The first settlers were Dr. Henry Clay Fish , Richard Dobbs and James G. Christian , all coming from Missouri to Illinois .","The first settlers were Dr. Henry Clay Fish , Richard P. Dobbs and James G. Christian , who all came to Illinois from Missouri .",1,"Ang mga unang nanirahan ay sina Dr. Henry Clay Fish , Richard Dobbs at James G. Christian , lahat ay galing sa Missouri hanggang Illinois .","Ang mga unang nanirahan ay sina Dr. Henry Clay Fish , Richard P. Dobbs at James G. Christian , na lahat ay dumating sa Illinois mula sa Missouri ."
36471,"Following the death of his father , King George , he was elected King on 4th March 1827 in the presence of James Holman .","After the death of his father , King George , he was elected king in the presence of James Holman on 4 March 1827 .",1,"Kasunod ng pagkamatay ng kanyang ama , Haring George , siya ay nahalal na Hari noong ika 4 Marso 1827 sa presensiya ni James Holman .","Pagkatapos ng kamatayan ng kanyang ama , Haring George , siya ay nahalal na hari sa harap ni James Holman noong 4 Marso 1827 ."
18236,"The bay is centred ( British mapping 1968 , Bulgarian mapping in 1993 and detailed Spanish mapping in 2005 and 2009 ) .","The bay is centred at ( British mapping in 1968 , Bulgarian mapping in 1993 , and detailed Spanish mapping in 2005 and 2009 ) .",1,"Ang look ay nakasentro ( British pespain 1968 , Bulgarian sopa noong 1993 at detalyadong Espanyol na pagsasamapa noong 2005 at 2009 ) .","Ang look ay naka-sentro sa (plazang Britaniko noong 1968 , zooping Bulgarian noong 1993 , at detalyadong pagsasama-sama ng mga Kastila noong 2005 at 2009 ) ."
213,"Alycia Moulton defeated Billie Jean King at 6 -- 0 , 7 -- 5 .","Alycia Moulton defeated Billie Jean King 6 -- 0 , 7 -- 5 .",1,"Tinalo ni Alycia Moulton si Billie Jean King sa 6 -- 0 , 7 - 5 .","Tinalo ni Alycia Moulton si Billie Jean King 6 -- 0 , 7 - 5 ."
47702,This was a limited release -- only 300 red vinyl and 200 black vinyl copies were put out .,This was a limited release -- only 300 red vinyl and 200 black vinyl copies were issued .,1,Ito ay isang limitadong release - 300 pulang vinyl lamang at 200 itim vinyl kopya ang nai-publish .,Ito ay isang limitadong paglabas - 300 pulang vinyl lamang at 200 itim na vinyl na kopya ang inilabas .
4760,John Ikin ( born 1957 in Lower Hutt ) is a furniture designer from New Zealand .,Humphrey John Ikin ( born 1957 in Lower Hutt ) is a New Zealand furniture designer .,1,Si John Ikin (ipinanganak 1957 sa Lower Hut ) ay isang tagadisenyo ng muwebles mula sa New Zealand .,Si Humphrey John Ikin (ipinanganak 1957 sa Lower Hutt ) ay isang tagadisenyo ng muwebles sa New Zealand .
4778,"In addition to artificial insemination by rams , natural insemination and embryo transfers have been used in sheep breeding programs for many years in Australia and New Zealand .","In addition to artificial insemination by rams , natural insemination and embryo transfers in sheep farming programmes have been used for many years in Australia and New Zealand .",1,"Bukod sa artipisyal na inseminasyon ng mga lalaking tupa , ang natural na inseminasyon at mga paglilipat ng embryo ay ginamit sa mga programa ng pagpaparami ng tupa sa loob ng maraming taon sa Australia at New Zealand .","Bukod sa artipisyal na inseminasyon ng mga lalaking tupa , ang natural na inseminasyon at mga paglilipat ng embryo sa mga programa ng pagsasaka ng tupa ay ginamit na sa loob ng maraming taon sa Australia at New Zealand ."
42437,"The song was originally produced by Johnny J and features Hurt-M-Badd , Big Syke , Mopreme Shakur , Yaki Kadafi & E.D.I..","The song was originally produced by Johnny J and features Hurt-M-Badd , Big Syke , Mopreme Shakur , Yaki Kadafi 's E.D.I .",1,"Ang kanta ay orihinal na ginawa ni Johnny J at nagtatampok ng Hurt-M-Badd , Big Syke , Mopreme Shakur , Yaki Kadafi & E.D.I.","Ang kanta ay orihinal na ginawa ni Johnny J at nagtatampok ng Hurt-M-Badd , Big Syke , Mopreme Shakur , Yaki Kadafi 's E.D.I ."
43324,The vesicular monoamine transporter ( VMAT ) is a transport protein integrated into the membrane of synaptic vesicles of presynaptic neurons .,The Vesicular Monoamine Transporter ( VMAT ) is a transport protein that is integrated into the membrane of synaptic vesicles of presynaptic neurons .,1,Ang vasycular monoamine transporter ( VMAT ) ay isang transport protein na inuugnay sa lamad ng synthetic vesicles ng mga presyptic neuron .,Ang Vesicular Monoamine Transporter ( VMAT ) ay isang protinang pangtransportasyon na nakapaloob sa lamad ng synaptic vesicles ng mga presyptic neuron .
25628,"In many problems , it is more convenient to work with D and the total charges than with E and the free charge .","In the case of many problems , it is more convenient to work with D and total fees than with E and the free charge .",1,"Sa maraming mga problema , mas maginhawang gumawa sa D at sa kabuuang mga singil kaysa kay E at sa malayang singil .","Sa kaso ng maraming problema , mas maginhawang magtrabaho sa D at kabuuang bayad kumpara kay E at sa libreng singil ."
49182,"Of Scotland , His father had been a blacksmith and an inventor , and had worked with iron rope in California .",His father had been a blacksmith and inventor and had worked with an iron rope in California .,1,"Sa Scotland , ang kanyang ama ay dating panday at imbentor , at nagtrabaho sa pamamagitan ng lubid na bakal sa California .",Ang kanyang ama ay dating panday at imbentor at nagtrabaho sa pamamagitan ng isang lubid na bakal sa California .
9433,"The team 's statistical leaders included Kyle Boller , with 1,741 passing yards , Charon Arnold with 688 Rushing Yards , and Terrell Williams with 606 reception - Yards .","The team 's statistical leaders included Kyle Boller with 1,741 passing yards , Charon Arnold with 688 rushing yards and Terrell Williams with 606 receiving yards .",1,"Kabilang sa mga pinunong estadistikal ng pangkat ang Kyle Boller , na may 1,741 na dumadaan na mga yarda , Charon Arnold na may 688 Rushing Yards , at Terrell Williams na may 606 reception - Yards .","Kabilang sa mga pinunong estadistikal ng pangkat ay sina Kyle Boller na may 1,741 na dumaraang mga yarda , Charon Arnold na may 688 rushing yards at Terrell Williams na may 606 na tumatanggap na yards ."
10555,"However , Szabo 's method of double-spending protection was vulnerable to Sybil attacks .","Szabo 's method of double protection , however , was vulnerable to Sybil attacks .",1,"Gayunman , ang paraan ng Szabo ng double-gastos na proteksyon ay mahina sa mga Sybil attacks .","Ang pamamaraan ni Szabo ng double protection , gayunpaman , ay mahina sa mga Sybil attacks ."
6719,"Vidyanandana , Shri Suryavarmadeva , or Cham , was a Suryavarman prince in Cambodia , who in 1182 put down a revolt that broke out at Malyang against Jayavarman VII .","Vidyanandana , Shri Suryavarmadeva , or Cham , was a Suryavarman prince in Cambodia , who broke down a revolt in 1182 that erupted in Malyang against Jayavarman VII .",1,"Si Vidyanandana , Shri Suryavarmadeva , o Cham , ay isang Suyavarman na prinsipe sa Cambodia , na noong 1182 ay naglagay ng isang paghihimagsik na sumiklab sa Malakanyang laban kay Jayavarman VII .","Si Vidyanandana , Shri Suryavarmadeva , o Cham , ay isang Suyavarman na prinsipe sa Cambodia , na nagpabagsak ng isang paghihimagsik noong 1182 na pumutok sa Malakanyang laban kay Jayavarman VII ."
34689,"On June 30 , 2016 , Infante agreed to a minor league deal with the Braves . He was released by the Atlanta Braves on August 16 , 2016 .","On 30 June 2016 , Infante agreed to a Minor League Deal with the Braves and was released by the Atlanta Braves on August 16 , 2016 .",1,"Noong Hunyo 30 , 2016 , Si Infante ay sumang-ayon sa isang menor de edad liga na may kinalaman sa Braves . Siya ay inilabas ng Atlanta Braves noong Agosto 16 , 2016 .","Noong 30 Hunyo 2016 , Si Infante ay sumang-ayon sa isang Minor League Deal sa Braves at inilabas ng Atlanta Braves noong Agosto 16 , 2016 ."
5644,"Neighboring communities include Libertyville , Mundelein , Round Lake Park , Hainesville , Round Lake Beach , Lindenhurst , Third Lake , Gages Lake and Wildwood .","Neighbouring communities include Libertyville , Mundelein , Round Lake Park , Hainesville , Round Lake Beach , Lindenhurst , Third Lake , Gages Lake and Wildwood .",1,"Kabilang sa mga kalapit na komunidad ang Libertyville , Mundelein , Round Lake Park , Hainesville , Round Lake Beach , Lindenhurst , Third Lake , Gages Lake at Wildwood .","Kabilang sa mga pamayanang Neighbouring ang Libertyville , Mundelein , Round Lake Park , Hainesville , Round Lake Beach , Lindenhurst , Third Lake , Gages Lake at Wildwood ."
47225,"In 2015 , municipal elections for Serampore Municipality Congress won 22 seats , CPI ( M ) 4 seats , Trinamool - Congress 1 seat and Independent 2 seats .","In the 2015 , municipal elections for Serampore Municipality Congress won 22 seats , CPI ( M ) 4 seats , Trinamool Congress 1 seat and Independents 2 seats .",1,"Sa 2015 , ang mga halalang munisipal para sa Serampore Municipality Congress ay nanalo ng 22 upuan , CPI ( M ) 4 upuan , Trinamool - Congress 1 upuan at Independent 2 upuan .","Sa 2015 , ang mga halalang munisipal para sa Serampore Municipality Congress ay nanalo ng 22 upuan , CPI ( M ) 4 upuan , Trinamool Congress 1 upuan at Independents 2 upuan ."
33813,"Unterberger comments on the recording : `` The delicacy of the execution is exquisite , the sensual images are more tangible , the sense of desire and fulfillment explicit .","Unterberger comments on the recording : `` The delicacy of the execution is exquisite , the sensual imagery more tangible , the sense of desire and fulfillment explicit . ''",1,"Unterberger ay nagkokomento sa recording : ``` Ang masarap na pagkain ng pagpatay ay katangi-tangi , ang mga larawan ng laman ay mas nakikita , ang diwa ng pagnanasa at katuparan maliwanag .","Unterberger ay nagkokomento sa recording : ``` Ang masarap na pagkain ng pagpatay ay katangi-tangi , ang mahalay na larawan mas nakikita , ang diwa ng pagnanasa at katuparan maliwanag . '"
47662,"It was her tenth studio recording since `` I Wan na Love Somebody '' and the first released studio album before stroke on January 10 , 2006 .","It was her tenth studio recording since `` I Wan na Love Somebody '' and the first released studio album before her stroke on January 10 , 2006 .",1,"Ito ang kanyang ikasampung studio recording mula noong ```I Wan na Love Somebody '' at ang unang inilabas na studio album bago ang stroke noong Enero 10 , 2006 .","Ito ang kanyang ikasampung studio recording mula noong ```I Wan na Love Somebody '' at ang unang inilabas na studio album bago ang kanyang stroke noong Enero 10 , 2006 ."
3518,"Imagica and Robot Communications established Imagica Robot Holdings Inc. , on April 1 , 2004 , and Imagica became a part of this company .","On 1 April 2004 , Imagica and Robot Communications co-established Imagica Robot Holdings Inc. , and Imagica became a part of this company .",1,"Itinatag ng Imagica at Robot Communications ang Imagica Robot Holdings Inc. , noong Abril 1 , 2004 , at Imagica ay naging bahagi ng kompanyang ito .","Noong 1 Abril 2004 , ang Imagica at Robot Communications co-tataged Imagica Robot Holdings Inc. , at Imagica ay naging bahagi ng kompanyang ito ."
32534,Faiyaz Ali Khan was at Sir Muhammad Faiz Ali Khan in 1851 .,Faiyaz Ali Khan was to Sir Muhammad Faiz Ali Khan in 1851 .,1,Si Faiyaz Ali Khan ay nasa Sir Muhammad Faiz Ali Khan noong 1851 .,Si Faiyaz Ali Khan ay kay Sir Muhammad Faiz Ali Khan noong 1851 .
3457,"Caroline Smith married John Peter DeWint , granddaughter of John Adams in September 1814 .","In September 11 , 1814 Caroline Smith married John Peter DeWint , granddaughter of John Adams .",1,"Pinakasalan ni Caroline Smith si John Peter DeWint , apo ni John Adams noong Setyembre 1814 .","Noong Setyembre 11 , 1814 pinakasalan ni Caroline Smith si John Peter DeWint , apo ni John Adams ."
26053,Alivardi 's commander Syed Ahmed freed Mir Jafar and his family .,"Syed Ahmed , commander of Alivardi , freed Mir Jafar and his family .",1,Pinalaya ng komander ni Alivardi na si Syed Ahmed si Mir Jafar at ang kanyang pamilya .,"Syed Ahmed , komandante ng Alivardi , pinalaya si Mir Jafar at ang kanyang pamilya ."
1699,"The loyalists had camped on the west side of the Catawba River , while the army of General Charles Cornwalli camped on the east side .",The Loyalists had camped on the west side of the Catawba River while General Charles Cornwalli 's army were camped on the east side .,1,"Ang mga loyalista ay nagkampo sa kanlurang panig ng Ilog Catawba , habang ang hukbo ni Heneral Charles Cornwalli ay nagkampo sa silangang panig .",Ang mga Loyalist ay nagkampo sa kanlurang panig ng Ilog Catawba samantalang ang hukbo ni Heneral Charles Cornwalli ay nagkampo sa silangang panig .
5736,This ignited the first of four wars he was supposed to lead against Carthage .,This ignited the first of four wars he was to lead against Carthage .,1,Ito ang nagbunsod ng una sa apat na digmaan na dapat sana'y siyang humantong laban sa Cartago .,Ito ang nagbunsod ng una sa apat na digmaan na siya ang mangunguna laban sa Cartago .
25213,The 2015 season -- 16 rain or gloss Elasto painter is the tenth season of the franchise in the PBA ( Philippine Basketball Association ) .,The 2015 -- 16 Rain or Shine Elasto Painters season is the tenth season of the franchise in the PBA ( Philippine Basketball Association ) .,1,Ang season ng 2015 - 16 na ulan o glossure Elasto pintor ay ang ikasampung season ng franchise sa PBA (Philippine Basketball Association ) .,Ang 2015- 16 Rain or Shine Elasto Painters season ay ang ikasampung season ng franchise sa PBA (Philippine Basketball Association ) .
33707,Kuala Lumpur was chosen as the Singapore terminus of the Jurong East -- Singapore High Speed Rail on 5 May 2015 .,"On May 5 , 2015 , Kuala Lumpur was elected as the terminus of the Jurong East -- Singapore High Speed Rail track in Singapore .",1,Si Kuala Lumpur ay napili bilang Singapore terminus ng Jurong East- Singapore High Speed Rail noong 5 Mayo 2015 .,"Noong Mayo 5 , 2015 , nahalal si Kuala Lumpur bilang terminus ng Jurong East- Singapore High Speed Rail track sa Singapore ."
46822,"Giuseppe Avati , better known as Pupi Avati ( born 3 November 1938 ) , is an Italian film director , producer , and screenwriter .","Giuseppe Avati , better known as Pupi Avati ( * November 3 , 1938 ) , is an Italian film director , producer and screenwriter .",1,"Si Giuseppe Avati , mas kilala bilang Pupi Avati (ipinanganak 3 Nobyembre 1938 , ay isang Italian film director , producer , at screenwriter .","Si Giuseppe Avati , mas kilala bilang Pupi Avati ( * Nobyembre 3 , 1938 , ay isang Italyanong direktor ng pelikula , prodyuser at screenwriter ."
5364,The manuscript was added to the list of New Testament manuscripts by Scrivener ( 616 ) and Gregory ( 902 ) .,The manuscript was added to the list of manuscripts of the New Testament by Scrivener ( 616 ) and Gregory ( 902 ) .,1,Ang manuskrito ay idinagdag sa talaan ng mga manuskrito ng Bagong Tipan nina Scrivener ( 616 ) at Gregorio ( 902 ) .,Ang manuskrito ay idinagdag sa talaan ng mga manuskrito ng Bagong Tipan nina Scrivener ( 616 ) at Gregorio ( 902 ) .
38539,The series was written by Ed Brubaker by Butch Guice and illustrated by Bryan Hitch .,"The series was inked by Ed Brubaker , written by Butch Guice , and illustrated by Bryan Hitch .",1,Ang serye ay isinulat ni Ed Brubaker ni Butch Guice at inilarawan ni Bryan Hitch .,"Ang serye ay inuran ni Ed Brubaker , isinulat ni Butch Guice , at inilarawan ni Bryan Hitch ."
18275,"The Bill & Cathy Stoller Center is home to all of the university 's athletic teams , intercollegiate athletic offices and the Department of Exercise Science .","The Bill 's Cathy Stoller Center is home to all the athletics teams of the University , the Intercollegiate Athletic Offices and the Department of Exercise Science .",1,"Ang Bill & Cathy Stoller Center ay tahanan ng lahat ng koponang pampalakasan ng unibersidad , intercollegiate athletic offices at Department of Exercise Science .","Ang Sentrong Kongreso ng Katipunan na Cathy Stoller ay tahanan ng lahat ng mga koponang pampalakasan ng Unibersidad , ang Intercollegiate Athletic Offices at ang Department of Exercise Science ."
