id,sentence1,sentence2,label,sentence1_translated,sentence2_translated
4003,"There are numerous student organizations on the campus , including religious groups , academic groups , and student activity groups .","There are numerous student organizations available on campus , including religious groups , academic groups , and student activity groups .",1,"Maraming organisasyon ng mga estudyante sa kampus, kabilang ang mga grupong pangrelihiyon, mga grupong akademiko, at mga grupong may aktibidad ng mga estudyante.","Maraming organisasyon ng mga estudyante na matatagpuan sa kampus, kabilang ang mga grupong pangrelihiyon, mga grupong akademiko, at mga grupong may aktibidad para sa mga estudyante."
31299,"Six hours later , Corey returns but Pierson does not , and Corey claims not to know where Pierson is .","Six hours later , Corey returns , but Pierson does not , and Corey claims not to know where is Pierson .",1,"Pagkalipas ng anim na oras, bumalik si Corey ngunit wala na si Pierson, at inaangkin ni Corey na hindi niya alam kung nasaan si Pierson.","Pagkalipas ng anim na oras, bumalik si Corey, ngunit wala na si Pierson, at sinabi ni Corey na hindi niya alam kung nasaan si Pierson."
22046,The Late neolithic cultures have affinities with the spread of the Mon Khmer speaking people from Malaysia and the Ayeyarwady valley and late neolithic developments in South China .,Late Neolithic cultures have a relationship with the spread of the Mon Khmer speaking people from Malaysia and the Ayeyarwady Valley and the late Neolithic developments in southern China .,1,Ang mga kulturang Huling Neolitiko ay may mga kaugnayan sa paglaganap ng mga taong nagsasalita ng Mon Khmer mula sa Malaysia at sa lambak ng Ayeyarwady at sa mga huling pag-unlad ng Neolitiko sa Timog Tsina.,Ang mga kulturang Huling Neolitiko ay may kaugnayan sa paglaganap ng mga taong nagsasalita ng Mon Khmer mula sa Malaysia at sa Ayeyarwady Valley at sa mga huling pag-unlad ng Neolitiko sa timog Tsina.
25750,"Bonchurch is situated on the southern coast of the Isle of Wight , England just to the east of the village of Monks Bay .","is located on the southern coast of the Isle of Wight , England , to the east of the village of Monks Bay .",1,"Ang Bonchurch ay matatagpuan sa katimugang baybayin ng Isle of Wight, Inglatera, sa silangan lamang ng nayon ng Monks Bay.","ay matatagpuan sa katimugang baybayin ng Isle of Wight, Inglatera, sa silangan ng nayon ng Monks Bay."
5124,It stars James Craig and was written by Devon and Richard Devon .,It is playing James Craig stars and was written by Devon and Richard Devon .,1,Pinagbibidahan ito nina James Craig at isinulat nina Devon at Richard Devon.,Ito ay ginagampanan nina James Craig at Richard Devon at isinulat ito.
6883,"Starring Holly Hunter and Tim Robbins , the series focuses on a contemporary multi-racial family in the Portland area .","The series , occupied with Holly Hunter and Tim Robbins , focuses on a contemporary multi-racial family in the Portland area .",1,"Pinagbibidahan nina Holly Hunter at Tim Robbins, ang serye ay nakatuon sa isang kontemporaryong pamilyang may iba't ibang lahi sa lugar ng Portland.","Ang serye, na puno ng mga kwento nina Holly Hunter at Tim Robbins, ay nakatuon sa isang kontemporaryong pamilyang may iba't ibang lahi sa lugar ng Portland."
9122,The teams had to use from a distance a traditional tribal club to beat the pots .,Teams had to use a traditional tribal club from a distance to hit the pots .,1,Kinailangang gumamit ang mga koponan mula sa malayo ng isang tradisyonal na tribal club upang matalo ang mga pot.,Kinailangang gumamit ang mga koponan ng tradisyonal na tribal club mula sa malayo upang makaiskor ng mga pusta.
4313,"Buses run from the bus stop to Baildon , Bradford , Cleckheaton , Dewsbury , Elland , Halifax , Huddersfield , Leeds , Shipley and Wakefield .","Buses run from the bus station to Baildon , Bradford , Cleckheaton , Dewsbury , Leeds , Huddersfield , Elland , Halifax , Shipley and Wakefield .",1,"May mga bus na bumibiyahe mula sa hintuan ng bus papuntang Baildon, Bradford, Cleckheaton, Dewsbury, Elland, Halifax, Huddersfield, Leeds, Shipley at Wakefield.","May mga bus na bumibiyahe mula sa istasyon ng bus papuntang Baildon, Bradford, Cleckheaton, Dewsbury, Leeds, Huddersfield, Elland, Halifax, Shipley at Wakefield."
6517,"Soto was born in Fort Worth , but at the age of one year moved to Monterrey in Mexico .","Soto was born in Fort Worth , but moved to Monterrey , Mexico , at the age of one .",1,"Si Soto ay ipinanganak sa Fort Worth, ngunit sa edad na isang taon ay lumipat sa Monterrey sa Mexico.","Si Soto ay ipinanganak sa Fort Worth, ngunit lumipat sa Monterrey, Mexico, sa edad na isa."
24694,The River Frasin is a tributary of the River Straja in Romania .,The Frasin River is a tributary of the Straja River in Romania .,1,Ang Ilog Frasin ay isang sanga ng Ilog Straja sa Romania.,Ang Ilog Frasin ay isang sanga ng Ilog Straja sa Romania.
23126,In Portage township there are two villages : part of Jerry City to the south and part of Portage in the northwest .,"Two villages are located in Portage Township : part of Jerry City in the south , and part of Portage in the northwest .",1,Sa bayan ng Portage ay may dalawang nayon: bahagi ng Jerry City sa timog at bahagi ng Portage sa hilagang-kanluran.,"Dalawang nayon ang matatagpuan sa Portage Township: bahagi ng Jerry City sa timog, at bahagi ng Portage sa hilagang-kanluran."
35463,"Another kuji formula is found in the writings of Jodo Shinshu , founded by Shinran , and is yet another mantra to Amida Nyorai which reads","Another Kuji formula can be found in the writings of Jodo Shinshu , founded by Shinran , and is another mantra to Amida Nyorai , which is :",1,"Isa pang pormula ng kuji ang matatagpuan sa mga isinulat ni Jodo Shinshu, na itinatag ni Shinran, at isa na namang mantra para kay Amida Nyorai na nagsasabing","Ang isa pang pormula ng Kuji ay matatagpuan sa mga isinulat ni Jodo Shinshu, na itinatag ni Shinran, at isa pang mantra para kay Amida Nyorai, na:"
43744,"Trained by César Cielo , coach of the American swimmer Bob Bowman , at the University of Michigan , he is a childhood friend of Michael Phelps .","Trained with César Cielo , coach of American swimmer Bob Bowman , at the University of Michigan . He is a childhood friend of Michael Phelps .",1,"Sinanay ni César Cielo, coach ng Amerikanong manlalangoy na si Bob Bowman, sa University of Michigan, siya ay kaibigan ni Michael Phelps noong bata pa siya.","Nagsanay kasama si César Cielo, coach ng Amerikanong manlalangoy na si Bob Bowman, sa University of Michigan. Siya ay kaibigan noong bata pa si Michael Phelps."
39326,It was accepted that the aborigine - name of the zone simply `` Güímar '' as was the whole Menceyato .,It was accepted that the aboriginal name of the zone was simply `` Güímar '' as the whole menceyato .,1,"Tinatanggap na ang pangalan ng mga katutubo sa sona ay simpleng ""Güímar"" gaya ng buong Menceyato.","Tinatanggap na ang katutubong pangalan ng sona ay simpleng ""Güímar"" bilang kabuuan ng menceyato."
47626,"The others were Donald Carr from Repton School and the Etonian , Luke White .",The others were Donald Carr of the Repton School and Etonian Luke White .,1,Ang iba pa ay sina Donald Carr mula sa Repton School at ang Etonian na si Luke White.,Ang iba pa ay sina Donald Carr ng Repton School at ang Etonian na si Luke White.
33732,"Red Sulphur Sky is a solo album by American jazz trumpeter Wadada Leo Smith , which was released in 2001 and recorded at Tzadik Records .",Red Sulphur Sky is a solo album by American jazz trumpeter Wadada Leo Smith which was released in 2001 and recorded on Tzadik Records .,1,"Ang Red Sulphur Sky ay isang solo album ng Amerikanong jazz trumpeter na si Wadada Leo Smith, na inilabas noong 2001 at nairekord sa Tzadik Records.",Ang Red Sulphur Sky ay isang solo album ng Amerikanong jazz trumpeter na si Wadada Leo Smith na inilabas noong 2001 at nairekord sa Tzadik Records.
15198,"Vaman Malhar Joshi was not to be confused with the writer Waman Gopal Joshi , they were contemporaries .",Vaman Malhar Joshi should not be confused with the writer Waman Gopal Joshi . They were contemporaries .,1,Hindi dapat ipagkamali si Vaman Malhar Joshi sa manunulat na si Waman Gopal Joshi; sila ay mga kapanahon.,Hindi dapat ipagkamali si Vaman Malhar Joshi sa manunulat na si Waman Gopal Joshi. Sila ay mga kapanahon.
24124,"Olivella kifos is a species of dwarf - sea snail , small gastropod mollusk in the Olivellidae family , the navy olives .","Olivella kifos is a species of dwarf sea snail , small gastropod mollusk in the family Olivellidae , the marine olives .",1,"Ang Olivella kifos ay isang uri ng duwende-dagat na kuhol, maliit na gastropod mollusk sa pamilyang Olivellidae, ang navy olives.","Ang Olivella kifos ay isang uri ng maliit na kuhol sa dagat, maliit na gastropod mollusk sa pamilyang Olivellidae, ang mga olibo sa dagat."
3684,The second fortress was built in stone by Alexander 's son Dmitry Alexandrovich in 1280 .,The second fortification was built in stone in 1280 by Alexander 's son Dmitry Alexandrovich .,1,Ang pangalawang kuta ay itinayo sa bato ng anak ni Alexander na si Dmitry Alexandrovich noong 1280.,Ang pangalawang kuta ay itinayo sa bato noong 1280 ng anak ni Alexander na si Dmitry Alexandrovich.
20254,"After four years it moved to Jacopo Sandri 's house , which had more space , and in 1705 moved again to the palazzo of Conte Luigi Ferdinando Marsigli .","After four years , it moved to Jacopo Sandris House , which had more space , and moved back to the Palazzo of Conte Luigi Ferdinando Marsigli in 1705 .",1,"Pagkatapos ng apat na taon, lumipat ito sa bahay ni Jacopo Sandri, na mas malawak ang espasyo, at noong 1705 ay muling lumipat sa palazzo ni Conte Luigi Ferdinando Marsigli.","Pagkatapos ng apat na taon, lumipat ito sa Jacopo Sandris House, na mas malawak ang espasyo, at bumalik sa Palazzo ni Conte Luigi Ferdinando Marsigli noong 1705."
6307,"Of these 18 states , four of them have listed IN , PA , OH and MD `` G. villosa '' as endangered species .","Of these 18 states , four of them have listed IN , MD , OH and PA `` G. villosa '' as endangered species .",1,"Sa 18 estadong ito, apat sa mga ito ang naglista ng IN, PA, OH at MD na ""G. villosa"" bilang mga endangered species.","Sa 18 estadong ito, apat sa mga ito ang naglista ng IN, MD, OH at PA na ""G. villosa"" bilang mga endangered species."
17259,"Pohl-Stroher was born on 18 January 1919 in Wurzen in Saxony , Vogtland and grew up in Rothenkirchen in East Germany .","Pohl-Stroher was born on 18 January 1919 in Wurzen in Saxony , Vogtland and grew up in Rothenkirchen , East Germany .",1,"Ipinanganak si Pohl-Stroher noong 18 Enero 1919 sa Wurzen sa Saxony, Vogtland at lumaki sa Rothenkirchen sa East Germany.","Ipinanganak si Pohl-Stroher noong 18 Enero 1919 sa Wurzen sa Saxony, Vogtland at lumaki sa Rothenkirchen, East Germany."
9906,Clara Louise Bell ( 1886 -- 1978 ) ( known as Clara Louise Janowsky ) was an American miniature painter .,Clara Louise Bell ( 1886 -- 1978 ) ( also known as Clara Louise Janowsky ) was an American miniature painter .,1,Si Clara Louise Bell (1886 -- 1978) (kilala bilang Clara Louise Janowsky) ay isang Amerikanong pintor na miniature.,Si Clara Louise Bell (1886 -- 1978) (kilala rin bilang Clara Louise Janowsky) ay isang Amerikanong pintor na miniature.
4789,It is located in Guntur Mandal of the Mangalagiri Revenue Division .,It is located in Guntur mandal of Mangalagiri revenue division .,1,Ito ay matatagpuan sa Guntur Mandal ng Mangalagiri Revenue Division.,Ito ay matatagpuan sa Guntur mandal ng Mangalagiri revenue division.
4501,Navarro is a partido in the northeast of the province of Buenos Aires in Argentina .,Navarro is a partido in the northeast of Buenos Aires Province in Argentina .,1,Ang Navarro ay isang partido sa hilagang-silangan ng lalawigan ng Buenos Aires sa Argentina.,Ang Navarro ay isang partido sa hilagang-silangan ng Lalawigan ng Buenos Aires sa Argentina.
39805,Shivachevo is a small town in the Sliven Province located on the southern slopes of the Balkan Mountains in central eastern Bulgaria .,"Shivachevo is a small town in the province of Sliven , on the southern slopes of the Balkan Mountains in Central Eastern Bulgaria .",1,Ang Shivachevo ay isang maliit na bayan sa Lalawigan ng Sliven na matatagpuan sa katimugang dalisdis ng Kabundukan ng Balkan sa gitnang silangang Bulgaria.,"Ang Shivachevo ay isang maliit na bayan sa lalawigan ng Sliven, sa katimugang dalisdis ng Kabundukan ng Balkan sa Gitnang Silangang Bulgaria."
25575,"Skapetis had trials at several clubs including Derby County , Cardiff City and Sheffield United late in 2016 .","Late in 2016 , Skapetis had attempts at several clubs , including Derby County , Cardiff City , and Sheffield United .",1,"Si Skapetis ay sumailalim sa mga pagsubok sa ilang mga club kabilang ang Derby County, Cardiff City at Sheffield United noong huling bahagi ng 2016.","Sa huling bahagi ng 2016, sinubukan ni Skapetis na makapasok sa ilang mga club, kabilang ang Derby County, Cardiff City, at Sheffield United."
10867,"On May 6 , 2016 it was announced that Palafox signed to New York Cosmos B of the National Premier Soccer League .","On 6 May 2016 , it was announced that Palafox had signed the National Premier Soccer League after New York Cosmos B .",1,"Noong Mayo 6, 2016, inanunsyo na pumirma ang Palafox sa New York Cosmos B ng National Premier Soccer League.","Noong ika-6 ng Mayo 2016, inanunsyo na pumirma na ang Palafox sa National Premier Soccer League matapos ang New York Cosmos B."
32453,This introduction to travel began a lifelong passion that led her to study in the remote areas of Alaska and British Columbia .,This introduction to the journey began with a lifelong passion that led her to study in the remote areas of Alaska and British Columbia .,1,Ang pagpapakilalang ito sa paglalakbay ang nagpasimula ng isang panghabambuhay na hilig na nagtulak sa kanya upang mag-aral sa mga liblib na lugar ng Alaska at British Columbia.,Ang pagpapakilalang ito sa paglalakbay ay nagsimula sa isang panghabambuhay na pagkahilig na nagtulak sa kanya upang mag-aral sa mga liblib na lugar ng Alaska at British Columbia.
33849,"Under his direction , the choir also gave concert tours in Australia ( 1987 ) , Israel ( 1988 ) and Estonia ( 1989 , 1990 ) .","The choir also gave concert tours in Australia ( 1987 ) , Israel ( 1988 ) , and Estonia ( 1989 , 1990 ) under his leadership .",1,"Sa ilalim ng kanyang direksyon, ang koro ay nagbigay din ng mga konsiyerto sa Australia (1987), Israel (1988) at Estonia (1989, 1990).","Nagsagawa rin ang koro ng mga konsiyerto sa Australia (1987), Israel (1988), at Estonia (1989, 1990) sa ilalim ng kanyang pamumuno."
3729,"This book was written by Arthur Laurents , with music by Leonard Bernstein , text by Stephen Sondheim and choreography by Jerome Robbins .","The book was written by Arthur Laurents , with music by Leonard Bernstein , lyrics by Stephen Sondheim , and choreography by Jerome Robbins .",1,"Ang aklat na ito ay isinulat ni Arthur Laurents, kasama ang musika ni Leonard Bernstein, teksto ni Stephen Sondheim at koreograpiya ni Jerome Robbins.","Ang aklat ay isinulat ni Arthur Laurents, kasama ang musika ni Leonard Bernstein, mga liriko ni Stephen Sondheim, at koreograpiya ni Jerome Robbins."
27826,"In March 2008 , Sophina participated in the Heart of a Champion Invitational as a Level 10 where she won the all-around title .","In March 2008 , Sophina participated in the heart of a Champion Invitational as Level 10 , where she won the total title .",1,"Noong Marso 2008, lumahok si Sophina sa Heart of a Champion Invitational bilang isang Level 10 kung saan napanalunan niya ang all-around title.","Noong Marso 2008, lumahok si Sophina sa gitna ng isang Champion Invitational bilang Level 10, kung saan napanalunan niya ang kabuuang titulo."
23471,"Eurosta is a species of the Tephritidae family , known in Europe as fruit flies and in North America as wing flies .","Eurosta is a genus of the family Tephritidae , known as fruit flies in Europe and Picture wing flies in North America .",1,"Ang Eurosta ay isang uri ng langaw na kabilang sa pamilyang Tephritidae, na kilala sa Europa bilang mga langaw na may pakpak at sa Hilagang Amerika bilang mga langaw na may pakpak.","Ang Eurosta ay isang genus ng pamilyang Tephritidae, na kilala bilang mga langaw na prutas sa Europa at mga langaw na Picture wing sa Hilagang Amerika."
9789,"Twin Falls High School is a public secondary school in Twin Falls , Idaho , one of the two traditional high schools operated by the Twin Falls School District .","Twin Falls High School is a public secondary school in Twin Falls , Idaho , one of two traditional high schools operated by the Twin Falls School District .",1,"Ang Twin Falls High School ay isang pampublikong paaralang sekundarya sa Twin Falls, Idaho, isa sa dalawang tradisyonal na paaralang sekundarya na pinapatakbo ng Twin Falls School District.","Ang Twin Falls High School ay isang pampublikong paaralang sekundarya sa Twin Falls, Idaho, isa sa dalawang tradisyonal na paaralang sekundarya na pinapatakbo ng Twin Falls School District."
3366,"The crash of Aerosucre Flight 4544 was the second aviation incident involving Aerosucre , the first being the crash of another Boeing 727 on November 18 , 2006 .","The crash of Aerosucre Flight 4544 was the second flight incident involving Aerosucre , the first being the crash of another Boeing 727 on November 18 , 2006 .",1,"Ang pagbagsak ng Aerosucre Flight 4544 ay ang pangalawang insidente sa abyasyon na kinasangkutan ng Aerosucre, ang una ay ang pagbagsak ng isa pang Boeing 727 noong Nobyembre 18, 2006.","Ang pagbagsak ng Aerosucre Flight 4544 ay ang pangalawang insidente ng paglipad na kinasangkutan ng Aerosucre, ang una ay ang pagbagsak ng isa pang Boeing 727 noong Nobyembre 18, 2006."
16531,"This scene was rewritten , although its opening recitative in cut form was present in the first production .","This scene has been rewritten , although its opening recitative was present in cut form in the first production .",1,"Muling isinulat ang eksenang ito, bagama't ang pambungad na pagbigkas nito sa anyong pinutol ay naroon na sa unang produksiyon.","Muling isinulat ang eksenang ito, bagama't ang pambungad na pagbigkas nito ay nasa anyong pinutol sa unang produksiyon."
24249,"The first settlers were Dr. Henry Clay Fish , Richard Dobbs and James G. Christian , all coming from Missouri to Illinois .","The first settlers were Dr. Henry Clay Fish , Richard P. Dobbs and James G. Christian , who all came to Illinois from Missouri .",1,"Ang mga unang nanirahan ay sina Dr. Henry Clay Fish, Richard Dobbs at James G. Christian, na pawang nagmula sa Missouri patungong Illinois.","Ang mga unang nanirahan ay sina Dr. Henry Clay Fish, Richard P. Dobbs at James G. Christian, na pawang dumating sa Illinois mula sa Missouri."
36471,"Following the death of his father , King George , he was elected King on 4th March 1827 in the presence of James Holman .","After the death of his father , King George , he was elected king in the presence of James Holman on 4 March 1827 .",1,"Kasunod ng pagkamatay ng kanyang amang si Haring George, siya ay nahalal na Hari noong ika-4 ng Marso 1827 sa harapan ni James Holman.","Pagkamatay ng kanyang amang si Haring George, siya ay nahalal na hari sa harapan ni James Holman noong ika-4 ng Marso 1827."
18236,"The bay is centred ( British mapping 1968 , Bulgarian mapping in 1993 and detailed Spanish mapping in 2005 and 2009 ) .","The bay is centred at ( British mapping in 1968 , Bulgarian mapping in 1993 , and detailed Spanish mapping in 2005 and 2009 ) .",1,"Ang look ay nasa gitna (mapa ng Britanya noong 1968, mapa ng Bulgaria noong 1993 at detalyadong mapa ng Espanya noong 2005 at 2009).","Ang look ay nakasentro sa (mapa ng Britanya noong 1968, mapa ng Bulgaria noong 1993, at detalyadong mapa ng Espanya noong 2005 at 2009)."
213,"Alycia Moulton defeated Billie Jean King at 6 -- 0 , 7 -- 5 .","Alycia Moulton defeated Billie Jean King 6 -- 0 , 7 -- 5 .",1,"Tinalo ni Alycia Moulton si Billie Jean King sa iskor na 6-0, 7-5.","Tinalo ni Alycia Moulton si Billie Jean King sa iskor na 6-0, 7-5."
47702,This was a limited release -- only 300 red vinyl and 200 black vinyl copies were put out .,This was a limited release -- only 300 red vinyl and 200 black vinyl copies were issued .,1,Ito ay isang limitadong paglabas -- 300 pulang vinyl at 200 itim na vinyl na kopya lamang ang inilabas.,Ito ay isang limitadong paglabas -- 300 pulang vinyl at 200 itim na vinyl na kopya lamang ang inilabas.
4760,John Ikin ( born 1957 in Lower Hutt ) is a furniture designer from New Zealand .,Humphrey John Ikin ( born 1957 in Lower Hutt ) is a New Zealand furniture designer .,1,Si John Ikin (ipinanganak noong 1957 sa Lower Hutt) ay isang taga-disenyo ng muwebles mula sa New Zealand.,Si Humphrey John Ikin (ipinanganak noong 1957 sa Lower Hutt) ay isang taga-disenyo ng muwebles mula sa New Zealand.
4778,"In addition to artificial insemination by rams , natural insemination and embryo transfers have been used in sheep breeding programs for many years in Australia and New Zealand .","In addition to artificial insemination by rams , natural insemination and embryo transfers in sheep farming programmes have been used for many years in Australia and New Zealand .",1,"Bukod sa artipisyal na pagpapabinhi gamit ang mga lalaking tupa, ang natural na pagpapabinhi at mga paglilipat ng embryo ay ginagamit na sa mga programa sa pagpaparami ng tupa sa loob ng maraming taon sa Australia at New Zealand.","Bukod sa artipisyal na pagpapabinhi gamit ang mga lalaking tupa, ang natural na pagpapabinhi at mga embryo transfer sa mga programa sa pagsasaka ng tupa ay ginagamit na sa loob ng maraming taon sa Australia at New Zealand."
42437,"The song was originally produced by Johnny J and features Hurt-M-Badd , Big Syke , Mopreme Shakur , Yaki Kadafi & E.D.I..","The song was originally produced by Johnny J and features Hurt-M-Badd , Big Syke , Mopreme Shakur , Yaki Kadafi 's E.D.I .",1,"Ang kanta ay orihinal na prinodyus ni Johnny J at tampok sina Hurt-M-Badd, Big Syke, Mopreme Shakur, Yaki Kadafi at E.D.I.","Ang kanta ay orihinal na prinodyus ni Johnny J at tampok sina Hurt-M-Badd, Big Syke, Mopreme Shakur, at ang E.D.I ni Yaki Kadafi."
43324,The vesicular monoamine transporter ( VMAT ) is a transport protein integrated into the membrane of synaptic vesicles of presynaptic neurons .,The Vesicular Monoamine Transporter ( VMAT ) is a transport protein that is integrated into the membrane of synaptic vesicles of presynaptic neurons .,1,Ang vesicular monoamine transporter (VMAT) ay isang transport protein na nakapaloob sa lamad ng mga synaptic vesicle ng mga presynaptic neuron.,Ang Vesicular Monoamine Transporter (VMAT) ay isang transport protein na nakapaloob sa lamad ng mga synaptic vesicle ng mga presynaptic neuron.
25628,"In many problems , it is more convenient to work with D and the total charges than with E and the free charge .","In the case of many problems , it is more convenient to work with D and total fees than with E and the free charge .",1,"Sa maraming problema, mas maginhawang gamitin ang D at ang kabuuang singil kaysa sa E at ang libreng singil.","Sa kaso ng maraming problema, mas maginhawang gamitin ang D at ang kabuuang bayarin kaysa sa E at ang libreng bayad."
49182,"Of Scotland , His father had been a blacksmith and an inventor , and had worked with iron rope in California .",His father had been a blacksmith and inventor and had worked with an iron rope in California .,1,"Taga-Scotland, ang kanyang ama ay isang panday at imbentor, at nagtrabaho sa lubid na bakal sa California.",Ang kanyang ama ay isang panday at imbentor at nagtrabaho sa isang lubid na bakal sa California.
9433,"The team 's statistical leaders included Kyle Boller , with 1,741 passing yards , Charon Arnold with 688 Rushing Yards , and Terrell Williams with 606 reception - Yards .","The team 's statistical leaders included Kyle Boller with 1,741 passing yards , Charon Arnold with 688 rushing yards and Terrell Williams with 606 receiving yards .",1,"Kabilang sa mga nangunguna sa istatistika ng koponan sina Kyle Boller, na may 1,741 passing yards, Charon Arnold na may 688 Rushing Yards, at Terrell Williams na may 606 reception-yards.","Kabilang sa mga nangunguna sa istatistika ng koponan sina Kyle Boller na may 1,741 passing yards, Charon Arnold na may 688 rushing yards at Terrell Williams na may 606 receiving yards."
10555,"However , Szabo 's method of double-spending protection was vulnerable to Sybil attacks .","Szabo 's method of double protection , however , was vulnerable to Sybil attacks .",1,"Gayunpaman, ang pamamaraan ni Szabo ng proteksyon sa dobleng paggastos ay mahina sa mga pag-atake ni Sybil.","Gayunpaman, ang paraan ng dobleng proteksyon ni Szabo ay mahina sa mga pag-atake ni Sybil."
6719,"Vidyanandana , Shri Suryavarmadeva , or Cham , was a Suryavarman prince in Cambodia , who in 1182 put down a revolt that broke out at Malyang against Jayavarman VII .","Vidyanandana , Shri Suryavarmadeva , or Cham , was a Suryavarman prince in Cambodia , who broke down a revolt in 1182 that erupted in Malyang against Jayavarman VII .",1,"Si Vidyanandana, Shri Suryavarmadeva, o Cham, ay isang prinsipe ng Suryavarman sa Cambodia, na noong 1182 ay nagpabagsak sa isang pag-aalsa na sumiklab sa Malyang laban kay Jayavarman VII.","Si Vidyanandana, Shri Suryavarmadeva, o Cham, ay isang prinsipe ng Suryavarman sa Cambodia, na sumira sa isang pag-aalsa noong 1182 na sumiklab sa Malyang laban kay Jayavarman VII."
34689,"On June 30 , 2016 , Infante agreed to a minor league deal with the Braves . He was released by the Atlanta Braves on August 16 , 2016 .","On 30 June 2016 , Infante agreed to a Minor League Deal with the Braves and was released by the Atlanta Braves on August 16 , 2016 .",1,"Noong Hunyo 30, 2016, sumang-ayon si Infante sa isang kontrata sa minor league kasama ang Braves. Pinalaya siya ng Atlanta Braves noong Agosto 16, 2016.","Noong Hunyo 30, 2016, sumang-ayon si Infante sa isang Minor League Deal kasama ang Braves at pinakawalan ng Atlanta Braves noong Agosto 16, 2016."
5644,"Neighboring communities include Libertyville , Mundelein , Round Lake Park , Hainesville , Round Lake Beach , Lindenhurst , Third Lake , Gages Lake and Wildwood .","Neighbouring communities include Libertyville , Mundelein , Round Lake Park , Hainesville , Round Lake Beach , Lindenhurst , Third Lake , Gages Lake and Wildwood .",1,"Kabilang sa mga karatig-pook ang Libertyville, Mundelein, Round Lake Park, Hainesville, Round Lake Beach, Lindenhurst, Third Lake, Gages Lake at Wildwood.","Kabilang sa mga kalapit na komunidad ang Libertyville, Mundelein, Round Lake Park, Hainesville, Round Lake Beach, Lindenhurst, Third Lake, Gages Lake at Wildwood."
47225,"In 2015 , municipal elections for Serampore Municipality Congress won 22 seats , CPI ( M ) 4 seats , Trinamool - Congress 1 seat and Independent 2 seats .","In the 2015 , municipal elections for Serampore Municipality Congress won 22 seats , CPI ( M ) 4 seats , Trinamool Congress 1 seat and Independents 2 seats .",1,"Noong 2015, ang halalan sa munisipyo para sa Kongreso ng Munisipyo ng Serampore ay nanalo ng 22 puwesto, 4 na puwesto sa CPI (M), 1 puwesto sa Kongreso ng Trinamool at 2 puwesto sa Independent.","Noong 2015, ang halalan sa munisipyo para sa Kongreso ng Munisipyo ng Serampore ay nanalo ng 22 puwesto, 4 na puwesto ang CPI (M), 1 puwesto ang Trinamool Congress at 2 puwesto ang mga Independent."
33813,"Unterberger comments on the recording : `` The delicacy of the execution is exquisite , the sensual images are more tangible , the sense of desire and fulfillment explicit .","Unterberger comments on the recording : `` The delicacy of the execution is exquisite , the sensual imagery more tangible , the sense of desire and fulfillment explicit . ''",1,"Nagkomento si Unterberger sa recording: `` Ang kaselanan ng pagganap ay katangi-tangi, ang mga sensual na imahe ay mas nasasalat, ang pakiramdam ng pagnanais at katuparan ay tahasang.","Nagkomento si Unterberger sa recording: ""Ang pagiging pino ng pagganap ay katangi-tangi, ang sensual na imahe ay mas nasasalat, ang pakiramdam ng pagnanais at katuparan ay tahasang."""
47662,"It was her tenth studio recording since `` I Wan na Love Somebody '' and the first released studio album before stroke on January 10 , 2006 .","It was her tenth studio recording since `` I Wan na Love Somebody '' and the first released studio album before her stroke on January 10 , 2006 .",1,"Ito ang kanyang ikasampung studio recording simula noong ""I Wanna Love Somebody"" at ang unang inilabas na studio album bago ang stroke noong Enero 10, 2006.","Ito ang kanyang ikasampung studio recording simula noong ""I Wan na Love Somebody"" at ang unang inilabas na studio album bago siya na-stroke noong Enero 10, 2006."
3518,"Imagica and Robot Communications established Imagica Robot Holdings Inc. , on April 1 , 2004 , and Imagica became a part of this company .","On 1 April 2004 , Imagica and Robot Communications co-established Imagica Robot Holdings Inc. , and Imagica became a part of this company .",1,"Itinatag ng Imagica at Robot Communications ang Imagica Robot Holdings Inc. noong Abril 1, 2004, at naging bahagi ng kompanyang ito ang Imagica.","Noong Abril 1, 2004, magkatuwang na itinatag ng Imagica at Robot Communications ang Imagica Robot Holdings Inc., at naging bahagi ng kompanyang ito ang Imagica."
32534,Faiyaz Ali Khan was at Sir Muhammad Faiz Ali Khan in 1851 .,Faiyaz Ali Khan was to Sir Muhammad Faiz Ali Khan in 1851 .,1,Si Faiyaz Ali Khan ay nasa Sir Muhammad Faiz Ali Khan noong 1851.,Si Faiyaz Ali Khan ay kay Sir Muhammad Faiz Ali Khan noong 1851.
3457,"Caroline Smith married John Peter DeWint , granddaughter of John Adams in September 1814 .","In September 11 , 1814 Caroline Smith married John Peter DeWint , granddaughter of John Adams .",1,"Pinakasalan ni Caroline Smith si John Peter DeWint, apo ni John Adams noong Setyembre 1814.","Noong Setyembre 11, 1814, pinakasalan ni Caroline Smith si John Peter DeWint, apo ni John Adams."
26053,Alivardi 's commander Syed Ahmed freed Mir Jafar and his family .,"Syed Ahmed , commander of Alivardi , freed Mir Jafar and his family .",1,"Pinalaya ni Syed Ahmed, ang kumander ni Alivardi, si Mir Jafar at ang kanyang pamilya.","Pinalaya ni Syed Ahmed, kumander ng Alivardi, si Mir Jafar at ang kanyang pamilya."
