gold_label,sentence1,sentence2
neutral,P. S. Ang inyong regalo ay mahalaga sa aming pagdiriwang ng 85 taon na ginagawa ang Indianapolis Civic Theatre na pinakamatandang patuloy na nagpapatakbong komunidad na theatre sa bansa.,"May isa pang teatro na ipinagdiwang kamakailan ang ika - 84 na anibersaryo nito, subalit nasunog ito."
neutral,Nakita niya ang kaniyang sarili na gaya ng aso sa pabula na naghulog ng sustansiya upang agawin ang isang masamang anino.,Ang pabula ay kasintanda na ng panahon.
neutral,"Kaya, mabuti ang I, uh, sa paano man, uh, uh, ito ang tatlo, uh, U2 piloto na, uh, tanggapan ni Pangulong Kennedy sa Washington kasama si Heneral May.",Si Heneral Mayo at ang mga piloto ay nagkaroon ng malaking panahon sa pagdalaw sa opisina.
neutral,"Sa ibang pananalita, ako'y nakasusulat ng isang sanaysay na tinatawag na The Decances of Literacy o A Little Literacy Is a Dang.",May iba pang mga titulo para sa isang aklat na maaari kong isulat tungkol sa mga panganib ng kakayahang bumasa't sumulat.
neutral,"Yaong mga makikibahagi ay bibigyan ng mga pangalan ng pag - asa, mga direksiyon at numero ng telepono, gayundin ng impormasyon tungkol sa mga pangangailangan ng paaralan.","Ang mga kalahok ay kailangang lumagda sa isang kasunduang non-disclosure, bago i-access ang mga detalye ng pag-asa."
neutral,Iyon ay sa Bridgetown noong gabi ng paglusob ng mga Kastila.,Ang mga tao ay napatay sa paglusob ng mga Kastila.
neutral,Ang ganitong uri ng paggamot sa malalaking kontribusyon ay karaniwan na lamang.,Ang malalaking kontribusyon ay laging binibigyan ng pantanging paggamot sa mga pangyayaring ito.
neutral,"Gusto niya, Pero kailangan mong tumingin dito, tingnan mo, binibigyan niya ako ng tatlong iba't ibang lugar para makita ko ang kompyuter.",Sinabi niya sa akin na ang mga folder ay nasa desktop.
neutral,Itinuro niya ang isang patse ng gayunding nakapanlulumo subalit mas bushbery.,Siya'y kumukumpas patungo sa isang palumpong na waring nakapanlulumo.
neutral,Totoo rin ito sa pangunahing mga kalagayan ng pangangalaga.,Mayroon ding mga pagkakautang na hindi binabayaran sa pangunahing pangangalaga.
neutral,"Ang mga tao ng Estados Unidos ay umasang magtamasa ng isang paghahating pangkapayapaan, habang ang paggasta ng Estados Unidos sa pambansang seguridad ay naputol kasunod ng pagwawakas ng bantang militar ng Sobyet.",Ang mga badyet sa depensa ay binawasan ng mahigit na limampung bilyong dolyar sa bawat taon.
neutral,"Noong nakaraang Linggo, ika - 18 ng Hunyo, dumating ang ulan at lubhang nabawasan ang bilang ng dumalo sa Lore/Joseph Campbell Festival of Myth, Folklore and Story sa taóng ito.",Umulan ng 17 pulgada noong nakaraang Linggo.
neutral,"Nais ni Pridie na agad mong muling matamo ang iyong ugaling mapagpatawa at magpasalamat ka na ang iyong pal ay pumasok bago ang anumang, uh, pinsala ay ginawa.",Inaakala ni Pridie na ang buhay ay mas mabuti kapag pinagtatawanan mo ang lahat ng bagay.
neutral,"Huminto siya ng maikli sa pagkakita sa Kapitan Dugo, at bumati sa kanya, tulad ng nararapat sa kanya, ngunit ang ngiti na nagpataas sa matigas na mostachios ng opisyal ay malagim na sardonic.",Nakikita niya si Kapitan Dugo.
neutral,"Gayunman, ang pangunahing punto ay na wala naman talagang ganito karaming Milosevic sa daigdig.",Wala pang 1000 ang mga Milosevic sa buong mundo.
neutral,"19 Ipagpalagay nang apat na buwan ng trabaho bago tumanggap ng bayad - pinsala, isang kabuuang lumipas na panahon na 13 buwan ang kakailanganin upang baguhin ang 675 MWe boiler na ito.",Gumugol ng 13 buwan upang baguhin ang boiler para sa submarino.
neutral,"Sa kabilang panig, sa Cite de la Musique ay ang Musee de la Musique at isang pagkalaki - laking bulwagang pangkonsiyerto, ang Zenith.",Ang Zenith ay naglalaman ng 1000 konsiyerto sa isang taon.
neutral,"Gayunman, ang malaking pagtaas sa halaga ng mga aklat, babasahin, at mga serbisyo ng database ay nangangahulugan na ang basta pagpapanatili ng ating kasalukuyang koleksiyon ay nakahihigit sa ating badyet.","Kailangan natin ng di - kukulangin sa $10,000 donasyon upang mapanatili natin ang ating kasalukuyang mga koleksiyon."
neutral,"Para sa maikling sumaryo ng mga rutinang ito at sa mga dahilan kung bakit ang mga harang ay hindi wastong natutunaw, tingnan ang Graham Allison at Philip Zelikow, Essensiya ng Pasiya, 2d ed.",Ang mga harang ay ipinadala sa maling tao para suriin.
neutral,Matindi ang naging epekto ng Great Depression sa California.,Walang sinuman sa California ang may trabaho.
neutral,"Pero alam mo, siya'y parang anak ng isang may - ari ng plantasyon sapagkat siya ang anak ng lalaking ito na nagmamay - ari ng maraming ari - arian.",Ang kanyang ama ay nagmamay-ari ng 2000 hektarya ng sakahan.
neutral,"Aye, sabi ni Ogle, totoo iyan, pero may ilan pa rin na hayagan at prangkang naghihimagsik laban sa kurso.","Ang kurso ay punô ng teritoryo na hindi pa nagagalugad at, samakatuwid, ay lubhang mapanganib."
neutral,yah ito ay totoong makatuwiran,"Oo, kinikilala namin na ito'y mahirap ngunit maganda naman ang kinalabasan."
neutral,"Sa pagitan ng 1936 at 1940 ang Gresya ay nasa ilalim ng diktadurang militar ni Ioannis Metaxas, na naalala dahil sa umaalingawngaw na echi (hindi ) na ibinigay niya bilang tugon sa ultimatum ni Mussolini na sumuko noong 1940.",Ang ekonomiya ng Gresya ay hindi naging mahusay sa ilalim ng diktadurang militar ng Metaxas.
neutral,"Kaya kayo ay dumating, ang Deputy-Governor ay nagbunyi sa kanya, at sinundan ang pagbati sa pamamagitan ng isang serye ng mga pag-ugong ng malabo ngunit lumilitaw na masamang-humored na pag-angkat.",Nagkaroon ng ilang pagsisisi nang ang Deputy-Governor ay kumaway ng pagbati.
neutral,"Ang dedikadong mga propesyonal na tauhan, na pinamumunuan ni Philip Zelikow, ay nag-ambag ng di mabilang na oras sa pagkumpleto ng ulat na ito, at nagtabi ng iba pang mahahalagang mga pagsisikap upang gampanan ang atas na ito na pang-konsumpsiyon.",May dalawampung katao sa baston ni Philip Zelikow.
neutral,Mahalagang marinig namin mula sa inyo sa huling fundraising drive na ito ng season.,"Kailangan pa natin ng $100,000 upang makagawa tayo ng mga kota sa panahong ito."
neutral,"At ayos naman ako, at gayon nga!","Nang sumagot ako ng oo, ipinasiya naming magpakasal sa araw na iyon."
neutral,Ang paglaki ng populasyon ay gaya ng polusyon sa kabaligtaran.,Ang polusyon ay isang salik para sa pagdami ng populasyon.
neutral,Magsanay 4: Paghawak sa Panganib sa Isang Patuloy na Saligan,Ang ehersisyong ito ay dapat na matapos at gawin sa pagtatapos ng linggo.
neutral,"Apat sa 9/11 na mga sumalakay ay nahila sa second border inspection, ngunit pagkatapos ay inamin.",Sila'y tumanggap ng karagdagang mga pagsisiyasat sapagkat sila'y nagsuot ng katawa - tawang mga sombrero.
neutral,At sino kaya kayo ng diablo? sa wakas ay sumabog siya.,"Ang totoo, siya mismo ang diyablo."
neutral,"Sa kabaligtaran naman, kung ang bagong mga pamarisan ay hindi kailanman maglalabas ng maliliit na alon, ang karaniwang batas ay hindi maaaring mag - evolve.",Ang mga Griego at Romano ay may mga batas na ginagamit natin sa ngayon.
neutral,PAGTANGGAP NG A.-TUWAL NA LAMAN SA LAHAT NG ALUKLASAN O AUKSIYON PARA SA EGUS,Ang Mercury ay hindi maaaring higit sa 10 pm.
neutral,Subalit ang gayong mga pagkilala ay hindi kuwalipikado bilang mga pag - aalay sa diwa na karaniwang nauunawaan at sa aklat lalo na sa kasalukuyan.,Ang mga pagkilala ay hindi kapaki - pakinabang.
neutral,Walang pahiwatig na nakatanggap si Atta o Shehhi ng anumang karagdagang pagsasanay sa paglipad noong Hunyo.,Natanggap nina Atta at Shehhi ang kanilang mga sertipikasyon sa paglipad noong Mayo.
neutral,"15 Gusto ng kumandante na gumawa tayo ng isang bagay, at ginamit niya ang wika ng batas para pakilusin tayong kumilos.","Kung hindi dahil sa batas, disin sana'y sinuway natin ang kumandante."
neutral,Ang pagkanaroroon nina Bugsy Siegel at Kid Twist sa ating kamakailang kasaysayan ay hindi nangangahulugan na tayo ay isang mahirap na bayan.,Ang pagkanaroroon ng mga rapper na ito sa ating kasaysayan ay hindi garantiya na tayo ay mahirap.
neutral,"Kung tungkol naman sa mga hamon, ako ngayon ay naghahanap ng isang salita na maaaring hiwain sa dalawang sunud - sunod na mas maliliit na anyo.","Ako'y nagkaroon ng interes sa mga wika, yamang ako'y kumuha ng isang panimulang klase noong nakaraang taon."
neutral,"Ang mga LSC-founded attorney ay hihilinging subaybayan ang mga galaw ng kanilang mga kliyente, at lumayo sa mga kaso kailanma't umalis ang kanilang mga dayuhang kliyente sa Estados Unidos.",Ang mga abugado ay binabayaran ng LSC kung sila ay gumagawa sa terorismo.
neutral,Ngunit hindi titigil si Wolverstone.,Ang Wolverstone ay bahagi ng isang masalimuot na pakana.
neutral,"Tingnan ang Passeig de Gracia sa silangan, lalo na ang mga carrer Diputacie, Consell de Cent, Mallorca, at Valancia hanggang sa merkado ng Mercat de la Concepcie.",Ang pamilihan ay nagtitinda ng maraming prutas at gulay.
neutral,"At, uh, sila ay lumipat sa kabayanan at, may, uh, at tulad pa rin nito sa Augusta, ang malaking kalyeng ito na tinatawag na Broad Street, at ito ay talagang ang malapad na kalyeng ito sa isang kabayanan.",Nagpunta sila sa lansangan kasama ang karamihan sa mga restawran at bar.
neutral,Mum wala namang masama sa isang magulang na nag - aalok ng lahat ng bagay na mayroon siya upang ih sa isang tao na gaya mo,Ok para sa mga magulang na suportahan ang kanilang mga anak hanggang sa magawa nila ito sa ganang sarili nila.
neutral,"Tiyaking makita ang 1887 a5 sensilyo, na naging sanhi ng konsumpsiyon sa mga sakop ng Britanya noong panahong iyon.",Ang isang5 barya ay totoong pambihira.
neutral,"Gaya ng makikita natin, sa dalawang kasong ito, lumilitaw na may isang bagay na malalim na nagaganap sa uniberso na hindi pa lubusang matutukoy.",Ang sansinukob ay isang nakalilitong dako.
neutral,Ang donasyong tributo sa IMA ng P. S. ay isang napakagandang regalo para sa pista.,Pansinin na puwede kang mag - abuloy anumang oras hindi lang kapag may kapistahan.
neutral,Lumampas ka pa sa mga tanawing ito sa House of the Seven Gables ni Nathaniel Hawthorne.,Ang Pitong Gables ang pinakamagandang tanawin na makikita.
neutral,"Sinunod ni Diego ang mga tagubilin nito at sa tuktok ng burol ay natagpuan niya ang magagandang rosas ng Castile, na natatakpan pa rin ng hamog.",Ayaw talagang sundin ni Diego ang kaniyang mga tagubilin.
neutral,"Malayo na ang narating natin, at marami nang dapat gawin.",May tiyak na lima pang atas na dapat pang gawin.
neutral,Inaasahan ko na kayo'y mananatiling isang tagapag - abuloy at isasaalang - alang pa nga ang paggalang sa aming 25 taon ng pagkukuwento sa pamamagitan ng pagdaragdag ng inyong regalong $25 sa taóng ito.,Ang inyong regalo noong nakaraang taon ay $33.
neutral,Ang yah i ay nag-iisip na may higit na episodyo katulad ng gas at lahat ng ibig sabihin i ay maaaring pumunta magpakailanman sa isang tangke ng gas,Sila rin ang pinakamagandang tingnang mga kotse sa paligid.
neutral,"Kung naghahanap ka ng isang panggabing alternatibo sa Harvard Square, pumunta sa Hispanic-flavored Inman Square, na matatagpuan sa down Cambridge Street.",Ang Harvard Square ay mapanganib sa gabi.
neutral,Ang espiritu ng liberalismo na laganap sa Europa ay hindi sapat upang marating ang Espanya.,Ang Liberalismo ay dumating sa spam noong 1920.
neutral,"Intelligence report, interogasyon ng KSM, Hulyo 30, 2003.",Isiniwalat ng pagtatanong na ang paboritong lasa ng sorbetes ng KSM ay tsokolate.
neutral,Bagaman hindi ko maunawaan kung paano niya inaasahan na gagawin ko ito.,Hindi ko maintindihan kung bakit niya inaasahan na tatapusin ko ang pagguhit ngayon
neutral,"Ang mga pagsubok sa efficacy ay ang unang hakbang, ngunit ang pagpapatupad ng napatunayang pagsusuri ng alkohol at maikling mga sistemang interaksyon sa hospital- at pamayanan-based settings ang pinakamahirap na bahagi ng proseso.",Kailangan mo munang subukin ang bisa ng isang interaksyon.
neutral,"Upang tulungan ka sa iyong kontribusyon, pakisuyong malayang tawagin si Kathy Dannels, Direktor ng Development, sa 924-6770 ext.",Si Kathy Dannels ang agad na sumasagot sa mga tawag
neutral,Mayroon pa ring lilim at isang hardin ng bulaklak sa gitna ng plasa kung saan ang mga tagaroon at mga bisita ay nagtatagpo para sa mga petsa ng pananghalian o hapunan.,Ang mga tao ay pumipila upang kumain sa hardin.
neutral,Ang mga opereytor ay hindi binigyan ng anumang impormasyon tungkol sa kawalang - kakayahan na magsagawa ng mga pagsagip sa bubong at sa gayo'y hindi nila maipapayo sa mga tumatawag na sila'y hindi na gaanong binigyan ng impormasyon.,Ang mga helikopter ay hindi maililipad malapit sa mga bubong dahil sa mga sunog sa lugar na iyon.
neutral,"Kung gayon, baka mahikayat silang bilhin ang edisyong ito dahil naglalaman ito ng 55 pahina ng mga salita, pakahulugan, at mga teksto na hindi pa nailalathala noon.",Ang edisyong ito ay nakapagbenta ng higit sa limang daang libong kopya sa unang taon nito.
neutral,Iniuulat ng The Scotsman na ipinagkakait ng Edinburgh University ang mga resulta ng eksamen mula sa 90 estudyante sa siyensiya ng computer samantalang tinitiyak ng administrasyon kung ginagamit nila o hindi ang Internet upang mandaya.,Maaaring dinaya ng ilang estudyante ang kanilang mga huling pag - aaral.
neutral,"Sa Inglatera, itinuwid niya ito sa pamamagitan ng pagsaway.",Lagi siyang itinutuwid.
neutral,"Gaya ng tinalakay kanina, ang dahilan kung bakit ipinasiya ni Jane na hindi niya maaaring ibahagi ang impormasyon ay sapagkat ang unang impormasyon tungkol kay Mihdhar ay sinuri ng NSA.",Ayaw na ayaw ibahagi ni Jane ang impormasyon.
neutral,May dahilan ba kung bakit hindi niya sinabi sa iyo?,Bakit hindi niya sasabihin sa iyo ang tungkol sa sanggol?
neutral,"-conceive, disenyo at hand-show ang maraming magagandang kasuotan, tulad ng panahon ni Mary Todd na damit sa Abe Lincoln sa Illinois at ang mga ball traws sa A Christmas Carol.",Ang mga kasuutan ay gawa lamang ng mga kamay ng tao.
neutral,Ipinakita ng mga dalubwika na ang unang lingua france (tinatawag na Mediterranean Lingua Franca ng maraming mga dalubwika) ay aktuwal na sinalita bago ang unang Krusada ay nagsimula noong A.D. 1096.,Ang unang Lingua France ay sinasalita sa Mediteraneo.
neutral,Ang kabaligtaran ang pinaniniwalaan ko.,"Sa palagay ko'y mali kayo, na ang sagot ay oo at hindi hindi."
neutral,Ang nakikita natin ay mga detalye.,Ang mga detalye ay inilimbag sa legal na papel upang makita ng lahat.
neutral,"Ang ganap na propesyonal, ganap na ginawa ang theatre ay nakatulong sa mga batang gaya nina Becky, Stephanie, Marcus, Emily, at ng kanilang mga kaklase mula sa ibayo ng estado ng Indiana.",Ang aming mga produksiyon ng theatre ay nakatulong sa mga bata sa mababang paaralan na matutong magpinta.
neutral,"Pynchon : Gaya ng nararapat sa isang taong nagbabantay, bilang kabaligtaran ng pagyayabang, ang kanyang pribadong buhay, pinanatiling pribado ni Pynchon ang kanyang pribadong buhay.",Sinasabi na si Pynchon ay may anak na lalaki at babae.
contradiction,Ang problema ng pagsasamantala sa maliwanag na kusang seksuwal na mga kaugnayan ay malaon nang taglay natin.,Walang pagsasamantala sa seksuwal na mga kaugnayan na kusang - loob.
contradiction,Inaasahan ko na ang inyong pagkapanginoon ay magsisimula sa wakas upang maunawaan ang kamangmangan ng pagkakaloob ng atas ng Hari sa gayong tao na gaya nito sa lahat ng aking payo.,Ang pagkapanginoon ay sumunod lamang sa aking payo at isinagawa ang kaniyang mga gawa alinsunod dito.
contradiction,"Ang rasismo ay natutunaw sa pamamagitan ng iyong unang pagtikim sa magiliw na diwa ng bayan, na nilikha ng isang matalinong kombinasyon ng mga kaalwanan ng makabagong teknolohiya sa mas simpleng mga kagalakan ng iláng sa likurang pintuan nito.",Ang bayan ay isang galit at kakila-kilabot na lugar.
contradiction,"Ilang katutubong bayani na Tejano, katulad nina Gregorio Cortez, Juan Cortina, at Catarino Garza ang naging alaala dahil sa kanilang mga sagupaan sa Texas Rangers.",Si Catarino Garza ay isang kilalang Texas Ranger.
contradiction,Ito ang legal na pag - uulat ng mga karapatan ni Hukom Anthony Kennedy na tinatanggap ng mga estado.,Kennedy ay pabor sa pederal na mga karapatan.
contradiction,"Sa katunayan, ang salitang quark ay nasa OED bilang isang pandiwa na nangangahulugang `croak,' na may 19th-century na mga reperensiya sa mga palaka, rook, at heron.",Ang salitang quark ay isang modernong salita na unang inimbento ng mga siyentipiko noong 1960s.
contradiction,"Sa mga taon ng preschool at elementarya, ang kaisipan ay pangunahing nakatali sa heto-and-ngayon.",Ang mga batang nasa edad bago mag - aral at nasa elementarya ay madalas na nangangarap ng tungkol sa hinaharap.
contradiction,Kilala ang Culebra bilang Isla ng Birheng Kastila hanggang sa pag-aalsa nito ang Amerikano sa kalagitnaan sa pagitan ng Puerto Rico at San Tomas sa Kapuluang Birhen ng US.,Ang Culebra ay hindi matatagpuan kahit saan malapit sa Puerto Rico at St. Thomas sa US Virgin Islands.
contradiction,"Ang Cete de Charlevoix ay bahagi ng Kataasan ng Laurentian, na umaabot sa Ilog Saguenay kung saan ang mga coureur de bois ay tumalikod upang maghanap ng mga balahibo.",Ang Ilog Saguenay ay bahagi ng pamilihan ng karbon.
contradiction,"Kung ang talino sa depensa ay muling inorganisa upang itaas ang mga pananagutan ng direktor ng DIA, kung gayon ang taong iyon ay maaaring maging angkop na opisyal.",Ang Direktor ng DIA ay hindi nasasangkot sa pagdepensa ng katalinuhan.
contradiction,"Kaya't siya'y naupo, at, alam mo, sila'y nag - uusap pa rin, at nakikita pa rin nila ang taong ito, at ang taong ito'y talagang lumalakad, nang buong bilis.",Nanatili siyang tahimik at tumingin sa kaniyang mesa.
contradiction,Hindi dapat gamitin ang alternatibo bilang kahalili.,Ito'y pinapayagang humalili sa mapagpipilian.
contradiction,Ang mga tagapangasiwa ay maaari ring tumanggap ng rating ng probisyonal o nabigo para sa bawat elemento.,Hindi maaaring mabigo ang mga tagapangasiwa.
contradiction,"Nirerepaso at sinusuri ni John Burke (Alabama) ang iba pang mga kontemporaryong salaysay at natuklasan na ang Boswell's ay hindi lamang ang pinaka-tumpak kundi ginagamit niya ito upang ipakita ang karakter ni Johnson, samantalang ang iba ay tinibenta lamang ang pampanitikang tsismis.",John Burke ay hindi nagbibigay - pansin sa mga ulat.
contradiction,"Siya ngayon ang nasa kaniyang moog, ang kaniyang tinig ay nanginginig sa pagkagalit.",Tuwang - tuwa ang babae anupat hindi siya makapagsalita!
contradiction,"Halimbawa, noong 1983 ang Old-Age and Survivers Insurance trust fund na hiniram mula sa Disability Insurance at Hospital Insurance trust funds.",Ang pondo ng ipinagkatiwala ay hindi kailanman kinailangang mangutang.
contradiction,"Para sa aking sarili, ako'y sang - ayon sa opinyon ni Wolverstone.",Ngayon lamang ako nakarinig ng tungkol sa isang taong tinatawag na Wolverstone.
contradiction,Alam ninyo ang isa pang pakinabang na hindi gaanong sinamantala ng basta nangyari sa akin kundi sa paano man hindi pa ito gaanong ginagamit ng malalaking kompanya kung minsan ay magbabayad sa katulad na edukasyon,Walang kompanya na tumutulong sa edukasyon ang nagkakahalaga gaano man kalaki o kaliit.
contradiction,"Ang kilusang Islamista, na ipinanganak noong mga 1940, ay isang produkto ng modernong mundo, na naimpluwensiyahan ng mga konseptong Marxista-Leninista tungkol sa organisasyong rebolusyonaryo.",Ang kilusang Islamista ay sinimulan noong ikaanim na siglo.
contradiction,Mahirap Hanapin ang Patotoo Bin Laden na Tuwirang Sumalakay.,May matibay na ebidensiya ng Bin Laden na nangangasiwa sa mga pag-atake.
contradiction,Okay at mayroon silang mahusay na lasagna,Ang lasagna ang pinakamasamang bagay na sinubukan ko!
contradiction,"At, uh, kung ito ay lálakí at basta patuloy na gugulo ito ay magiging 'whish,' at, para bang ito ay hihila sa iyong ulo.",Minsan lamang ito tataas.
contradiction,Humingi siya ng tulong kay Lord Julian.,Si Lord Julian ay hindi maaaring makita.
contradiction,"Gaya ng alam nating lahat, napakaraming publikasyon ang tumatalakay sa lubhang espesyalisadong mga larangan.",Mayroon lamang 2 babasahin.
contradiction,"Buweno, walang tumutulong sa akin.",Maraming mga tao na tutulong sa akin doon.
contradiction,At minsang makapasok ka na sa lahat ng bagay ay maaari ka nang magpatuloy mula roon.,Dapat kang huminto ngayon mismo.
contradiction,"Bukod dito, ang mga tauhan ng programa ay nagsasagawa ng iba't ibang mga workshop para sa at gumagawa ng mga materyales pang-edukasyon na makukuha ng mga bagong provider.",Tinabas ng mga tauhan sa programa ang lahat ng mga gawaan noong nakaraang taon.
contradiction,"Kung ang simulang paglawak ay exponential, pagkatapos ay mabagal sa linear, gaya ng sa inflationary hypothesis o marahil sa purong quantum na pamamaraang ito, kung gayon ang problemang particle-horizon ay maaaring mawala.","Ang suliraning particle-horizon ay laging naroroon, anuman ang panimulang modelo ng paglawak."
contradiction,Sa San Antonio nagaganap ang pagganap ng Los Pastores sa Our Lady of Guadalupe Church mula pa noong 1913.,Ang pagtatanghal ay hindi kailanman nangyayari sa San Antonio.
contradiction,Iyan ang naging problema ko.,Ginawa ko ito nang walang anumang pagkakamali.
contradiction,"Sa di - kalayuan mula sa Boot ay masusumpungan mo ang kataganginus ng Ravenglass at Eskdale Railway, o La'al Ratty, gaya ng magiliw na pagkakilala rito.",Napakalayo ng Boot sa lahat ng riles ng tren.
contradiction,"Mailalarawan din ni Relajo ang isang mapagbirong relasyon, isang banterya na paroo't parito, na sa pamamagitan ng pagtawa ay nagreresulta sa tensiyon at pagkasira ng sanhi ng tensiyon sa sandaling iyon.",Si Relajo ay hindi katawa - tawa.
contradiction,"Ang ganap na propesyonal, ganap na ginawa ang theatre ay nakatulong sa mga batang gaya nina Becky, Stephanie, Marcus, Emily, at ng kanilang mga kaklase mula sa ibayo ng estado ng Indiana.","Sana'y kaya naming lumikha ng ganap na propesyonal na mga produksiyon ng theatre, subalit hindi pa kami kailanman nagkaroon ng pondo rito sa Indiana."
contradiction,Ang mga estadistika sa mga ruta sa lalawigan na iniharap sa pahayagang ito ay batay sa 1989 National Mail Count data.,Ang mga estadistika sa pahayagang ito ay batay sa isang ulat noong 2001.
contradiction,Ang ikalawang antas ng falsity ay na ipinagtatanggol lamang ni Brock si Hillary upang itaas ang sarili niyang iskandalong proprietaryal.,Hindi ipinagtatanggol ni Brock si Hillary.
contradiction,"Iyan ay kakaiba sa bagay na ako, uh, ay gumugol, uh, mga 16 na taon ng aking karera sa Pantanging mga Gawain.",Hindi pa ako kailanman nagkaroon ng trabaho.
contradiction,"Isang kilalang protonent ng Mexican Spanish folk sa Southwest at California ay si Charles F. Lummis (1859-1928), isang self-intelektuwal photographer, etnologist, musicologist, journalist, at ang tagapagtatag ng Southwest Museum sa Los Angeles.",Hindi makabasa si Charles F. Lewis.
contradiction,"Nang maglaon ay humawak ito ng mga hukuman ng batas, at ibinigay rito ang katarungan.",ITO ay para lamang sa simbahan.
contradiction,Kaya nanatili siya sa Augusta pagkatapos noon?,Alam kong umalis siya kaagad kay Augusta.
contradiction,"Hindi ka pupunta? sabi niya, sa pagitan ng pagtatanong at paggigiit.",Huwag kang umalis!
contradiction,"Sa paano man, kaya ako'y nakatapos ng pag - uwi ng bahay sa ganap na 6:30 ngayon at iyan ang araw ko.",Ipinasiya kong umuwi ng bahay sa pananghalian at magpahinga sa buong maghapon.
contradiction,"Maliwanag na ang lead reaction agency ay ang FDNY, at na ang isa pang tumutugon ay ang lokal, pederal, bistate, at mga ahensiya ng estado na kumilos sa isang sumusuportang papel.",Hindi lamang ang FDNY ang tanging ahensiyang nangangasiwa; ang iba naman ay hawak din ang gayon kalaking kontrol.
contradiction,"Ang taong ito ay ipinanganak sa Alemanya, ito ay mayaman, edukado, mahusay maglakbay...","Ang lalaking ito ay isinilang sa Arkansas at mahirap, walang pinag - aralan at hindi kailanman naglakbay."
contradiction,alam namin kung ano ang sasabihin namin,Alam kong hindi natin alam kung ano ang sasabihin natin.
contradiction,"Ang La Vida de un Bato Loco, na isinulat ng isang impormante ni Linda Katz at muling ginawa sa kanyang akda, ay nagbibigay ng isang magandang halimbawa ng mga paggamit sa panitikan ng kale.",Katz ay sumulat lamang tungkol sa ginawa ng ibang tao.
contradiction,"Ang bagay naman ay dapat na nasa makina sa loob ng ilang minuto, pagkatapos ay makina sa loob ng ilang minuto, at iba pa.",Ang bagay ay hindi maaaring nasa makina.
contradiction,Ang ligtas na pagkakakilanlan ay dapat magsimula sa Estados Unidos.,Ang matatag na pagkilala ay hindi dapat gamitin sa US.
contradiction,"Maniwala ka sa akin, ako'y lubos na nagpapasalamat.",Talagang wala akong utang na loob sa inyo.
contradiction,"Malayo na ang narating natin, at marami nang dapat gawin.",Sa wakas ang lahat ay ginagawa at wala na kaming magagawa.
contradiction,Salamat sa pagsuporta sa Indianapolis Museum of Art noong 1999.,Salamat na lang at nag - abuloy kayo noong 1999.
contradiction,Ang isang antas ba ng pagmamahal sa ordinaryong mga tao ay nagdadala ng pitaka?,Walang nagmamalasakit kung ang pangulo ay may dalang pitaka.
contradiction,Tungkulin ng isang CIA na pangasiwaan ang mga inaasahan at tumutulong na matiyak na ang lahat ng mga kasapi ng isang organisasyong CIA ay may malinaw na pagkaunawa sa kanilang mga responsibilidad.,Walang ideya ang CIA kung ano ang mga pananagutan ng mga kasapi at hindi responsable sa pagpapaalam sa kanila.
contradiction,"Noong pumasok na siya sa kanyang animasyon, noong 1895, nagbigay si Skeat ng impresyon na unti-unti na niyang naisaalang-alang ang mga bagay na ito",Habang si Skeat ay pumasok sa kanyang animasyon ay hindi siya nagbigay ng pahiwatig na siya ay nag-iisip ng kahit ano.
contradiction,Kadalasang sinasabi ni Pundits na ang kasaysayan ay isinulat ng mga nanalo.,Sinasabi ni Pundits na ang mga talunan ay sumusulat ng kasaysayan.
contradiction,"29 Samakatuwid, 21 buwan ang dapat na maging makatuwiran, at sa ilang kaso ay isang katamtamang pagtaya sa kabuuang panahong kinakailangan upang baguhin ang isang boiler na gamit.",Ang pag - aayos sa boiler ay maaaring gawin sa loob lamang ng ilang araw.
contradiction,"Sa pagitan ng 1936 at 1940 ang Gresya ay nasa ilalim ng diktadurang militar ni Ioannis Metaxas, na naalala dahil sa umaalingawngaw na echi (hindi ) na ibinigay niya bilang tugon sa ultimatum ni Mussolini na sumuko noong 1940.",Ang Gresya ay hindi kailanman pinamahalaan ng isang diktador ng militar.
contradiction,"Wala kaming natuklasang ebidensiya na ang KSM ay naroroon sa bahay - panuluyan sa Islamabad kung saan naganap ang pag - aresto kay Yousef, gaya ng iminungkahi sa pahayagan.",Hindi kailanman naaresto si Yousef.
contradiction,yoah dapat ay mayroon kayong isang walang tali,Ang dala mo ay tiyak na isang may taling bersiyon lamang.
contradiction,"Ang Singel ay dating panlabas na harang para sa lungsod noong Edad Medya, ngunit habang lumalawak ang lungsod, pinalaki ng Herengracht (Gentleman's Canal), Keizersgracht (Emperor's Canal), at Prinsengracht (Princes' Canal) ang web.",Ang Singel ay isang panloob na lungsod.
contradiction,"NYPD recording, Special Operations Division radio channel, Set. 11, 2001.",Ang NYPD ay hindi nagtangkang gumamit ng mga komunikasyon sa radyo hanggang 2004.
contradiction,"Maaari mo ring samantalahin ang aming pantanging 2-year na pag-aalok ng pagiging miyembro sa $30, isang ipon ng halos 60% sa aming regular na 2 taon.",Nagkakahalaga ng $800 ang maging miyembro sa susunod na dalawang taon.
contradiction,Chairman ng Lupon ng mga Nagtitiwala,Ang Board of Trustees ay walang Chairman.
contradiction,Ginagawa ba ninyo ang inyong kampamento sa ilang,Pumunta ka ba sa kampo sa loob ng bahay?
