gold_label,sentence1,sentence2
neutral,"Ang mga kalahok ay bibigyan ng mga pangalan, tirahan at numero ng telepono ng mga prospect, pati na rin ang impormasyon tungkol sa mga pangangailangan ng paaralan.",Kailangang pumirma ang mga kalahok sa isang kasunduan na hindi magbubunyag ng impormasyon bago makuha ang mga detalye ng mga potensyal na customer.
neutral,Iyon ay sa Bridgetown noong gabi ng pagsalakay ng mga Espanyol.,May mga namatay sa pagsalakay ng mga Espanyol.
neutral,Karaniwan na ang ganitong uri ng pagtrato para sa malalaking kontribyutor.,Ang mga malalaking kontribyutor ay palaging binibigyan ng espesyal na pagtrato sa mga kaganapang ito.
neutral,"Parang sinasabi niya, Pero kailangan mong tumingin dito, tumingin dito, binibigyan niya ako ng tatlong magkakaibang lugar para tumingin sa computer.",Sinabi niya sa akin na ang mga folder ay makikita sa desktop.
neutral,Itinuro niya ang isang patse ng pantay na nakapanlulumo ngunit mas masukal na mga palumpong.,Itinuro niya ang isang palumpong na medyo nakapanlulumo.
neutral,Totoo rin ito sa mga setting ng pangunahing pangangalaga.,Mayroon ding mga hindi nabayarang bayarin sa pangunahing pangangalaga.
neutral,"Umasa ang mga tao ng Estados Unidos na matamasa ang isang dibidendo sa kapayapaan, dahil ang paggastos ng Estados Unidos sa pambansang seguridad ay binawasan kasunod ng pagtatapos ng banta ng militar ng Sobyet.",Ang mga badyet sa depensa ay binawasan ng mahigit limampung bilyong dolyar bawat taon.
neutral,"Noong nakaraang Linggo, Hunyo 18, bumuhos ang ulan at lubhang nabawasan ang bilang ng mga dumalo sa Keepers of the Lore/Joseph Campbell Festival of Myth, Folklore and Story ngayong taon.",Umulan ng 17 pulgada noong nakaraang Linggo.
neutral,"Gusto ni Prudie na agad na bumalik ang iyong pagkamapagpatawa at magpasalamat na tumulong ang iyong kaibigan bago pa man magkaroon ng anumang, uh, pinsala.",Iniisip ni Prudie na mas masarap ang buhay kapag tinatawanan mo ang lahat.
neutral,"Sandaling tumigil siya nang makita si Kapitan Blood, at binati ito, gaya ng nararapat sa kanya, ngunit ang ngiting nagpawala ng matigas na bigote ng opisyal ay mapang-uyam at mapang-uyam.",Nakita niya si Kapitan Blood.
neutral,"Ang pangunahing punto, gayunpaman, ay hindi talaga ganoon karami ang mga Milosevic sa mundo.",Mayroong wala pang 1000 Milosevics sa mundo.
neutral,"19 Kung ipagpapalagay na apat na buwan ng trabaho bago ang paggawad ng kontrata, isang kabuuang lumipas na 13 buwan ang kakailanganin upang mai-retrofit ang 675 MWe boiler na ito.",Inabot ng 13 buwan ang pagsasaayos ng boiler para sa submarino.
neutral,"Sa tapat, sa Cite de la Musique, ay matatagpuan ang Musee de la Musique at isang higanteng bulwagan ng konsiyerto, ang Zenith.",Ang Zenith ay nagho-host ng 1000 konsiyerto bawat taon.
neutral,"Gayunpaman, ang matinding pagtaas sa mga gastos ng mga aklat ng batas, mga journal, at mga serbisyo sa database ay nangangahulugan na ang simpleng pagpapanatili ng aming kasalukuyang mga koleksyon ay lumalampas sa aming badyet.","Kailangan namin ng kahit $10,000 na donasyon para mapanatili namin ang aming kasalukuyang mga koleksyon."
neutral,"Para sa maikling buod ng mga rutinang ito at ang mga dahilan kung bakit hindi maayos na natunaw ang mga intercept, tingnan ang Graham Allison at Philip Zelikow, Essence of Decision, ika-2 edisyon.",Ang mga intercept ay ipinadala sa maling tao para sa pagsusuri.
neutral,Matinding tinamaan ng Great Depression ang California.,Walang sinuman sa California ang may trabaho.
neutral,"Pero alam mo, sa maraming paraan, para siyang anak ng isang may-ari ng plantasyon dahil anak siya ng lalaking ito na nagmamay-ari ng maraming ari-arian.",Ang kanyang ama ay nagmamay-ari ng 2000 ektarya ng lupang sakahan.
neutral,"Oo, sabi ni Ogle, totoo iyan. Ngunit may ilan pa rin na hayag at lantaran na naghihimagsik laban sa landas na ito.","Ang kurso ay puno ng teritoryong hindi pa nagagalugad at samakatuwid, ay lubhang mapanganib."
neutral,"oo, medyo makatwiran naman","Oo, inaamin naming mahirap ito ngunit maayos naman ang kinalabasan sa huli."
neutral,"Sa pagitan ng 1936 at 1940, ang Gresya ay nasa ilalim ng diktadurang militar ni Ioannis Metaxas, na naaalala dahil sa matunog na echi (hindi) na ibinigay niya bilang tugon sa ultimatum ni Mussolini na sumuko noong 1940.",Hindi naging maganda ang takbo ng ekonomiya ng Greece sa ilalim ng diktadurang militar ni Metaxas.
neutral,"""Narito na kayo,"" bati ng Pangalawang Gobernador, at sinundan ang pagbati ng sunod-sunod na mga ungol na may malabo ngunit tila walang kabuluhang kahulugan.",May kaunting pagsisisi nang kumaway ang Pangalawang Gobernador bilang pagbati.
neutral,"Ang dedikadong propesyonal na kawani, sa pangunguna ni Philip Zelikow, ay nag-ambag ng hindi mabilang na oras sa pagkumpleto ng ulat na ito, isinantabi ang iba pang mahahalagang pagsisikap upang gampanan ang nakaabala na atas na ito.",Mayroong dalawampung tao sa mga tauhan ni Philip Zelikow.
neutral,Mahalagang makarinig kami mula sa iyo sa huling pangangalap ng pondo ngayong season.,"Kailangan natin ng $100,000 pa para mapunan ang ating mga quota sa pangangalap ng pondo ngayong season."
neutral,"At parang ayos lang ako, at iyon lang!","Nang pumayag ako, napagdesisyunan naming magpapakasal kami sa araw na iyon."
neutral,Ang paglaki ng populasyon ay parang polusyon sa kabaligtaran.,Ang polusyon ay isang salik na naglilimita sa paglaki ng populasyon.
neutral,Pagsasanay 4: Pamahalaan ang Panganib sa Patuloy na Basis,Ang pagsasanay na ito ay dapat kumpletuhin at ipasa bago matapos ang linggo.
neutral,"Apat sa mga sumalakay noong 9/11 ang isinama sa pangalawang inspeksyon sa hangganan, ngunit pagkatapos ay pinapasok din.",Nakatanggap sila ng karagdagang inspeksyon dahil nakasuot sila ng kakaibang mga sumbrero.
neutral,"""At sino ka bang demonyo?"" sumabog siya sa wakas.",Ang taong iyon ay ang diyablo mismo.
neutral,"Sa kabaligtaran, kung ang mga bagong nauna ay hindi kailanman nagdulot ng mga pagbabago, ang karaniwang batas ay halos hindi umunlad.",Ang mga Griyego at Romano ay may mga batas na ginagamit natin ngayon.
neutral,TALAAN A.- KABUUANG MGA ALAMIN NG MERCURY NA INILAAN O IBINASUBASTA PARA SA EGUS,Hindi maaaring lumagpas ang mercury sa 10 ppm.
neutral,Ngunit ang mga naturang pagkilala ay hindi maituturing na mga pag-aalay sa pangkalahatang kahulugan at sa partikular na kahulugan ng aklat na ginagamit.,Hindi kapaki-pakinabang ang mga pagkilala.
neutral,Walang indikasyon na sina Atta at Shehhi ay nakatanggap ng anumang karagdagang pagsasanay sa paglipad noong Hunyo.,Natanggap nina Atta at Shehhi ang kanilang mga sertipikasyon sa paglipad noong Mayo.
neutral,"15 Gusto ng kumander na gumawa kami ng isang bagay, at ginamit niya ang wika ng batas upang himukin kaming kumilos.","Kung hindi dahil sa batas, sinuway sana namin ang kumander."
neutral,Ang presensya nina Bugsy Siegel at Kid Twist sa ating kamakailang kasaysayan ay hindi nangangahulugang tayo ay isang matitigas na tao.,Ang presensya ng mga rapper na ito sa ating kasaysayan ay hindi garantiya na tayo ay matatag.
neutral,"Tungkol naman sa mga hamon, kasalukuyan akong naghahanap ng salita na maaaring hatiin sa dalawang magkasunod na mas maliliit na anyo.","Naging interesado na ako sa lingguwistika, simula nang kumuha ako ng panimulang klase noong nakaraang taon."
neutral,"Ang mga abogadong pinopondohan ng LSC ay kinakailangang subaybayan ang mga galaw ng kanilang mga kliyente, at umatras sa mga kaso tuwing aalis ng Estados Unidos ang kanilang mga dayuhang kliyente.",Ang mga abogado ay binabayaran ng LSC kung sila ay nagtatrabaho sa terorismo.
neutral,Ngunit ayaw tumigil ni Wolverstone.,Ang Wolverstone ay bahagi ng isang masalimuot na pakana.
neutral,"Tingnan ang Passeig de Gracia sa silangan, lalo na ang mga kalye ng Diputacie, Consell de Cent, Mallorca, at Valancia hanggang sa merkado ng Mercat de la Concepcie.",Maraming prutas at gulay ang ibinebenta sa palengke.
neutral,"At, uh, lumipat sila sa downtown at, nagkaroon, uh, at ganito pa rin sa Augusta, itong malaking kalye sa downtown na tinatawag na Broad Street, at talagang malawak na kalye lang ito sa isang downtown area.",Pumunta sila sa kalye na may pinakamaraming restawran at bar.
neutral,"Uh, walang masama sa isang magulang na ibigay ang lahat ng mayroon siya sa isang indibidwal na katulad mo.",Ayos lang sa mga magulang na suportahan ang kanilang mga anak hanggang sa kaya na nila itong gawin nang mag-isa.
neutral,"Siguraduhing makita ang baryang a5 noong 1887, na nagdulot ng pagkataranta sa mga mamamayang Briton noong panahong iyon.",Napakabihirang-bihira ng baryang A5.
neutral,"Gaya ng makikita natin, sa parehong kaso, tila may isang malalim na nangyayari sa sansinukob na hindi maaaring hulaan nang may hangganan.",Ang sansinukob ay isang napaka-nakalilitong lugar.
neutral,P.S. Ang isang donasyong parangal sa IMA ay isang magandang regalo para sa kapaskuhan.,"Paalala lang na maaari kayong magbigay ng donasyon anumang oras, hindi lang tuwing panahon ng kapaskuhan."
neutral,"Higit pa sa mga tanawing ito, pumunta sa House of the Seven Gables ni Nathaniel Hawthorne.",Ang Seven Gables ang pinakamagandang tanawing dapat makita.
neutral,"Sinunod ni Diego ang kaniyang mga tagubilin at sa tuktok ng burol ay natagpuan niya ang magagandang rosas ng Castile, na natatakpan pa rin ng hamog.",Ayaw talagang sundin ni Diego ang mga tagubilin niya.
neutral,"Malayo na ang narating natin, at marami pa tayong kailangang gawin.",May eksaktong limang gawain pa na kailangan pang tapusin.
neutral,Umaasa ako na mananatili kang isang tagapag-ambag at isaalang-alang pa ang pagpupugay sa aming 25 taon ng pagkukuwento sa pamamagitan ng pagdagdag ng iyong donasyon na $25 ngayong taon.,Ang regalo mo noong nakaraang taon ay ₱33.
neutral,oo sa tingin ko marami pang mas matipid tulad ng sa gasolina at lahat ng ibig kong sabihin ay maaari akong mag-ubusan ng gasolina habang-buhay.,Sila rin ang pinakamagagandang kotse sa lahat.
neutral,"Kung naghahanap ka ng alternatibo sa gabi bukod sa Harvard Square, tumungo sa Inman Square na may lasang Hispanic, na matatagpuan sa Cambridge Street.",Delikado ang Harvard Square kapag gabi.
neutral,Ang diwa ng liberalismo na laganap sa Europa ay naantala sa pag-abot sa Espanya.,Dumating ang liberalismo sa Espanya noong 1920.
neutral,"Ulat ng paniktik, interogasyon kay KSM, Hulyo 30, 2003.",Nabunyag sa interogasyon na tsokolate ang paboritong lasa ng ice cream ni KSM.
neutral,Kahit hindi ko maintindihan kung paano niya inaasahan na gagawin ko iyon.,Hindi ko maintindihan kung bakit niya inaasahan na tatapusin ko ang drawing ngayon.
neutral,"Ang mga pagsubok sa bisa ang unang hakbang, ngunit ang pagpapatupad ng napatunayang screening para sa alkohol at mga sistema ng maikling interbensyon sa mga setting ng ospital at komunidad ang naging pinakamahirap na bahagi ng proseso.",Una kailangan mong subukan ang bisa ng isang interbensyon.
neutral,"Para matulungan kayo sa inyong kontribusyon, huwag mag-atubiling tawagan si Kathy Dannels, Direktor ng Pagpapaunlad, sa 924-6770 ext.",Agad na sinasagot ni Kathy Dannels ang mga tawag
neutral,Mayroon pa ring lilim at hardin ng mga bulaklak sa gitna ng plasa kung saan nagtatagpo ang mga lokal at bisita para sa tanghalian o hapunan.,Pumila ang mga tao para kumain sa hardin.
neutral,Hindi binigyan ng anumang impormasyon ang mga operator tungkol sa kawalan ng kakayahang magsagawa ng mga pagsagip sa bubong at samakatuwid ay hindi nila masabi sa mga tumatawag na sila ay halos hindi na maaaring magsagawa ng mga pagsagip.,Hindi makalipad ang mga helikopter malapit sa mga bubong dahil sa sunog sa lugar.
neutral,"Kung gayon, maaaring mahikayat silang bilhin ang edisyong ito dahil naglalaman ito ng 55 pahina ng mga salita, kahulugan, at mga sitasyon na hindi pa nailathala noon.",Ang edisyong ito ay nakapagbenta ng mahigit limang daang libong kopya sa unang taon nito.
neutral,Iniulat ng Scotsman na itinatago ng Edinburgh University ang mga resulta ng pagsusulit mula sa 90 estudyante ng computer science habang tinutukoy ng administrasyon kung ginamit ba nila ang Internet para mandaya o hindi.,Maaaring nandaya ang ilang estudyante sa kanilang finals.
neutral,"Ng Inglatera, itinuwid niya siya bilang pagsaway.",Palagi siyang inaatasan na itama ito.
neutral,"Gaya ng napag-usapan kanina, ang dahilan kung bakit nagpasya si Jane na hindi niya maaaring ibahagi ang impormasyon ay dahil ang unang impormasyon tungkol kay Mihdhar ay sinuri na ng NSA.",Hindi kailanman nais ibahagi ni Jane ang impormasyon.
neutral,May dahilan ba kung bakit hindi niya sinabi sa'yo?,Bakit ayaw niya sabihin sa iyo ang tungkol sa sanggol?
neutral,"-mag-isip, magdisenyo, at manahi nang mano-mano ng maraming magagandang kasuotan, tulad ng mga damit ni Mary Todd noong panahong iyon sa Abe Lincoln sa Illinois at ang mga ball gown sa A Christmas Carol.",Ang mga kasuotan ay ginawa lamang ng mga kamay ng tao.
neutral,Ipinakita ng mga lingguwista na ang unang lingua france (tinatawag na Mediterranean Lingua Franca ng maraming lingguwista) ay aktwal na sinasalita bago magsimula ang unang Krusada noong 1096 A.D.,Ang unang Lingua France ay sinasalita sa Mediteraneo.
neutral,Naniniwala akong kabaligtaran lang.,"Sa tingin ko mali ka, na ang sagot ay oo at hindi hindi."
neutral,Ang nakikita natin ay mga detalye.,Ang mga detalye ay nakalimbag na sa legal na papel para makita ng lahat.
neutral,"Ang ganap na propesyonal at ganap na prinodyus na teatro ay nakagawa ng malaking pagbabago sa mga batang tulad nina Becky, Stephanie, Marcus, Emily, at kanilang mga kaklase mula sa buong estado ng Indiana.",Ang aming mga palabas sa teatro ay nakatulong sa mga batang nasa elementarya na matutong magpinta.
neutral,"Pynchon: Gaya ng nararapat sa isang lalaking nagbabantay, sa halip na ipinagmamalaki, ang kanyang privacy, pinanatili ni Pynchon na pribado ang kanyang pribadong buhay.",May balita na si Pynchon ay may anak na lalaki at babae.
contradiction,Matagal nang problema natin ang pagsasamantala sa tila kusang-loob na mga relasyong sekswal.,Walang pagsasamantala sa mga relasyong sekswal na kusang-loob.
contradiction,Sana'y sa wakas ay maunawaan na ng inyong kamahalan ang kahangalan ng pagbibigay ng atas ng Hari sa isang taong tulad nito laban sa lahat ng aking payo.,Sinunod lang ng kamahalan ang payo ko at isinagawa ang kaniyang mga kilos nang naaayon.
contradiction,"Ang pangungutya ay napapawi sa iyong unang pagtikim ng banayad na kapaligiran ng bayan, na nilikha ng matalinong kombinasyon ng mga ginhawa ng sopistikadong modernidad at ng mas simpleng saya ng ilang sa likurang pintuan nito.","Ang bayan ay isang galit, at kakila-kilabot na lugar."
contradiction,"Ilang bayaning Tejano, tulad nina Gregorio Cortez, Juan Cortina, at Catarino Garza, ang naging alaala dahil sa kanilang mga pakikipaglaban sa Texas Rangers.",Si Catarino Garza ay isang kilalang Texas Ranger.
contradiction,Ito ang legal na saligan ng nostalhik na pagyakap ni Hukom Anthony Kennedy sa mga karapatan ng mga estado.,Pinapaboran ni Kennedy ang mga pederal na karapatan.
contradiction,"Sa totoo lang, ang salitang quark ay nasa OED bilang isang pandiwa na nangangahulugang 'kokak,' na may mga pagtukoy noong ika-19 na siglo sa mga palaka, uwak, at tagak.",Ang salitang quark ay isang modernong salita na unang naimbento ng mga siyentipiko noong dekada 1960.
contradiction,"Sa mga taon ng preschool at elementarya, ang pag-iisip ay higit na nakatali sa kasalukuyan.",Ang mga batang nasa preschool at elementarya ay madalas na nangangarap tungkol sa hinaharap.
contradiction,"Ang Culebra ay kilala bilang Spanish Virgin Island hanggang sa pagsakop ng mga Amerikano, na nasa kalagitnaan ito sa pagitan ng Puerto Rico at St. Thomas sa US Virgin Islands.",Ang Culebra ay matatagpuan malayo sa Puerto Rico at St. Thomas sa US Virgin Islands.
contradiction,"Ang Cete de Charlevoix ay bahagi ng Laurentian heights, na umaabot hanggang sa Saguenay River kung saan lumiko ang mga coureurs de bois sa paghahanap ng mga balahibo.",Ang Ilog Saguenay ay bahagi ng pamilihan ng karbon.
contradiction,"Kung ang defense intelligence ay muling isasaayos upang itaas ang mga responsibilidad ng direktor ng DIA, ang taong iyon ay maaaring ang naaangkop na opisyal.",Ang Direktor ng DIA ay hindi talaga kasangkot sa paniktik ng depensa.
contradiction,"Kaya umupo siya ulit, at, alam mo, nag-uusap pa rin sila, at nakikita pa rin nila ang taong ito, at ang taong ito ay naglalakad nang napakabilis.",Nanatili siyang tahimik at tumingin sa kanyang mesa.
contradiction,Hindi dapat gamitin ang alternatibo kapalit ng alternatibo.,Pinapayagang palitan ang alternatibo ng alternatibo.
contradiction,Maaari ring makatanggap ang mga ehekutibo ng rating na pansamantala o bagsak para sa bawat elemento.,Hindi pwedeng mabigo ang mga ehekutibo.
contradiction,"Sinuri at pinag-aaralan ni John Burke (Alabama) ang iba pang mga kontemporaryong salaysay at natuklasan na ang kay Boswell ay hindi lamang ang pinakatumpak kundi ginagamit din niya ito upang ipakita ang karakter ni Johnson, samantalang ang iba ay nagtitinda lamang ng tsismis tungkol sa panitikan.",Hindi pinapansin ni John Burke ang mga salaysay.
contradiction,"Siya na ngayon ang nagtatanggol sa sarili, nanginginig ang boses sa galit.",Tuwang-tuwa ang babae kaya't hindi siya makapagsalita!
contradiction,"Halimbawa, noong 1983, ang trust fund ng Old-Age and Survivors Insurance ay humiram mula sa mga trust fund ng Disability Insurance and Hospital Insurance.",Hindi kailanman kinailangang umutang ang trust fund.
contradiction,"Para sa akin, lubos akong sang-ayon sa opinyon ni Wolverstone.",Hindi ko pa naririnig ang isang taong nagngangalang Wolverstone.
contradiction,"Alam mo ang isa pang benepisyo na naisip ko lang. Hindi ko ito masyadong napakinabangan, kahit papaano hindi pa. Minsan, ang malalaking kumpanya ang magbabayad para sa mga bagay tulad ng edukasyon.","Walang kompanyang tumutulong sa gastusin sa edukasyon, gaano man ito kalaki o kaliit."
contradiction,"Ang kilusang Islamista, na isinilang noong mga 1940, ay produkto ng modernong mundo, na naimpluwensyahan ng mga konseptong Marxista-Leninista tungkol sa rebolusyonaryong organisasyon.",Nagsimula ang kilusang Islamista noong ika-anim na siglo.
contradiction,Nahirapang Maghanap ng Patunay na Idinirek ni Bin Laden ang mga Pag-atake.,May matibay na ebidensya na si Bin Laden ang nagdirekta sa mga pag-atake.
contradiction,sige at masarap ba ang lasagna nila?,Ang lasagna ang pinakamasarap na natikman ko!
contradiction,"At, uh, kung aangat ito nang alon at patuloy na aalon, hihinga ito ng 'huling' tunog, at, parang hihilahin ang ulo mo.",Isang beses lang ito aakyat.
contradiction,Humarap siya kay Lord Julian bilang tanda ng kanyang pagmamakaawa.,Wala si Lord Julian kahit saan.
contradiction,"Gaya ng alam nating lahat, napakaraming publikasyon ang tumatalakay sa mga larangang may mataas na espesyalisasyon.",Dalawang journal lang ang meron.
contradiction,"Aba, walang tao roon para tumulong sa akin.",Maraming tao ang tutulong sa akin doon.
contradiction,"At pagkatapos, kapag nailagay mo na ang lahat, maaari ka nang magpatuloy mula roon.",Dapat tumigil ka na ngayon din.
contradiction,"Bukod pa rito, ang mga tauhan ng programa ay nagsasagawa ng iba't ibang workshop at naglalaan ng mga materyales pang-edukasyon na magagamit ng mga bagong provider.",Pinutol ng mga tauhan ng programa ang lahat ng mga workshop noong nakaraang taon.
contradiction,"Kung ang paunang paglawak ay eksponensyal, pagkatapos ay bumagal patungong linyar, tulad ng sa implasyonaryong teorya o marahil sa purong kwantimong pamamaraang ito, maaaring mawala ang problema sa particle-horizon.","Ang problema sa particle-horizon ay laging naroon, anuman ang paunang modelo ng pagpapalawak."
contradiction,"Sa San Antonio, ang pagtatanghal ng Los Pastores sa Simbahan ng Our Lady of Guadalupe ay nagpapatuloy simula pa noong 1913.",Ang pagtatanghal ay hindi kailanman nagaganap sa San Antonio.
contradiction,Iyon ang naging gulo ko.,Nagawa ko ito nang walang anumang pagkakamali.
contradiction,"Medyo malayo pa mula sa Boot ay makikita mo ang dulo ng Ravenglass at Eskdale Railway, o La'al Ratty, gaya ng tawag dito nang buong pagmamahal.",Napakalayo ng Boot sa lahat ng riles ng tren.
contradiction,"Maaari ring ilarawan ng Relajo ang isang relasyong biruan, isang pagbibiruan, na sa pamamagitan ng tawanan ay pinapawi ang tensyon at winawasak ang sanhi ng tensyon ng sandaling iyon.",Hindi nakakatawa si Relajo.
contradiction,"Ang ganap na propesyonal at ganap na prinodyus na teatro ay nakagawa ng malaking pagbabago sa mga batang tulad nina Becky, Stephanie, Marcus, Emily, at kanilang mga kaklase mula sa buong estado ng Indiana.","Sana ay kaya naming lumikha ng mga ganap na propesyonal na produksyon sa teatro, ngunit wala pa kaming sapat na pondo dito sa Indiana."
contradiction,Ang mga estadistika sa mga rutang rural na inilahad sa papel na ito ay batay sa datos ng 1989 National Mail Count.,Ang mga estadistika sa papel na ito ay batay sa isang ulat noong 2001.
contradiction,Ang pangalawang antas ng kasinungalingan ay ang pagtatanggol ni Brock kay Hillary para lamang iangat ang sarili niyang iskandalo.,Hindi ipinagtatanggol ni Brock si Hillary.
contradiction,Medyo kakaiba iyon dahil ginugol ko ang mga 16 na taon ng aking karera sa mga Espesyal na Aktibidad.,Hindi pa ako nagkaroon ng trabaho.
contradiction,"Isang kilalang tagapagtaguyod ng alamat ng mga Espanyol na Mehikano sa Timog-Kanluran at California ay si Charles F. Lummis (1859-1928), isang potograpo, etnologo, musikologo, mamamahayag, at ang nagtatag ng Southwest Museum sa Los Angeles.",Hindi marunong bumasa si Charles F. Lewis.
contradiction,"Kalaunan ay nagdaos ito ng mga hukuman, at dito naipatupad ang hustisya.",Para lang sa simbahan iyon.
contradiction,Kaya nanatili siya sa Augusta pagkatapos noon?,Alam kong umalis siya agad kay Augusta.
contradiction,"""Hindi ka sasama?"" sabi niya, sa pagitan ng tanong at paggigiit.","""Huwag kang umalis!"" pagmamakaawa niya."
contradiction,"Gayunpaman, kaya natapos ko ang pag-uwi ng 6:30 ngayon at iyon ang araw ko.",Napagdesisyunan kong umuwi na lang ng tanghalian at magpahinga na lang sa natitirang oras ng araw.
contradiction,"Malinaw na ang FDNY ang nangungunang ahensya ng pagtugon, at ang iba pang tumutugong lokal, pederal, bistate, at pang-estadong ahensya ay kumilos bilang sumusuporta.",Hindi lamang ang FDNY ang ahensyang namamahala; ang iba ay may hawak ding parehong kontrol.
contradiction,"Ang lalaking ito ay ipinanganak sa Germany, mayaman, edukado, at maraming nalakbay...","Ang lalaking ito ay ipinanganak sa Arkansas at mahirap, walang pinag-aralan at hindi kailanman naglakbay."
contradiction,alam na ba natin ang sasabihin natin,Alam kong wala pa tayong ideya kung ano ang sasabihin natin.
contradiction,"Ang *La Vida de un Bato Loco*, na isinulat ng isang impormante tungkol kay Linda Katz at muling ginamit sa kanyang akda, ay nagbibigay ng isang magandang halimbawa ng mga gamit sa panitikan ng cale.",Sumulat lamang si Katz tungkol sa ginawa ng ibang tao.
contradiction,"Kaugnay nito, ang bagay ay dapat nasa makina nang ilang minuto, pagkatapos ay makina nang ilang minuto, at iba pa.",Hindi maaaring nasa makina ang bagay.
contradiction,Ang ligtas na pagkakakilanlan ay dapat magsimula sa Estados Unidos.,Hindi dapat kailanman gamitin ang Ligtas na Pagkakakilanlan sa US.
contradiction,"Maniwala ka, lubos akong nagpapasalamat.",Talagang wala akong utang na loob sa iyo.
contradiction,"Malayo na ang narating natin, at marami pa tayong kailangang gawin.",Tapos na ang lahat at wala na kaming magagawa pa.
contradiction,Salamat sa pagsuporta sa Indianapolis Museum of Art noong 1999.,"Salamat pero hindi, salamat sa pagpapaliban ng mga donasyon mo noong 1999."
contradiction,Isang sukatan ng pagkahumaling sa ordinaryong tao. May dala bang pitaka ang pangulo?,Walang pakialam kung may dalang pitaka ang pangulo.
contradiction,Tungkulin ng isang CIO na pamahalaan ang mga inaasahan at tumulong na matiyak na ang lahat ng miyembro ng isang organisasyon ng CIO ay may malinaw na pag-unawa sa kanilang mga responsibilidad.,Walang ideya ang CIO kung ano ang mga responsibilidad ng mga miyembro at hindi responsable sa pagpapaalam sa kanila.
contradiction,"Pagsapit niya sa edad na sisenta, noong 1895, nagbigay ng impresyon si Skeat na nagsisimula na siyang hindi gaanong magpapansin sa mga bagay na ito.","Nang tumuntong si Skeat sa kanyang dekada sisenta, wala siyang ipinakitang anumang indikasyon na mayroon siyang iniisip."
contradiction,Madalas sabihin ng mga eksperto na ang kasaysayan ay isinusulat ng mga nanalo.,"Sabi ng mga eksperto, ang mga talunan ang sumusulat ng kasaysayan."
contradiction,"29 Samakatuwid, ang 21 buwan ay dapat na isang makatwiran, at sa ilang mga kaso ay isang konserbatibong pagtatantya ng kabuuang oras na kinakailangan upang mai-retrofit ang isang utility boiler.",Ang pagsasaayos ng boiler ay maaaring gawin sa loob lamang ng ilang araw.
contradiction,"Sa pagitan ng 1936 at 1940, ang Gresya ay nasa ilalim ng diktadurang militar ni Ioannis Metaxas, na naaalala dahil sa matunog na echi (hindi) na ibinigay niya bilang tugon sa ultimatum ni Mussolini na sumuko noong 1940.",Ang Greece ay hindi kailanman pinamunuan ng isang diktador militar.
contradiction,"Wala kaming natuklasang ebidensya na naroon si KSM sa guesthouse sa Islamabad kung saan naganap ang pag-aresto kay Yousef, gaya ng mungkahi sa pahayagan.",Hindi kailanman naaresto si Yousef.
contradiction,"oo, malamang ay mayroon kang cordless",Yung nakuha mo ay talagang corded version lang.
contradiction,"Ang Singel ay dating panlabas na harang para sa lungsod noong medyebal na panahon, ngunit habang lumalawak ang lungsod, pinalaki rin ito ng Herengracht (Kanal ng Ginoo), Keizersgracht (Kanal ng Emperador), at Prinsengracht (Kanal ng mga Prinsipe).",Ang Singel ay isang panloob na lungsod.
contradiction,"Pagrerekord ng NYPD, channel ng radyo ng Special Operations Division, Setyembre 11, 2001.",Hindi sinubukan ng NYPD na gumamit ng mga komunikasyon sa radyo hanggang 2004.
contradiction,"Maaari mo ring samantalahin ang aming espesyal na alok para sa 2-taong membership sa halagang $30, isang matitipid na halos 60% mula sa aming regular na 2-taong rate.",Nagkakahalaga ng $800 ang pagiging miyembro sa susunod na dalawang taon.
contradiction,Tagapangulo ng Lupon ng mga Tagapangasiwa,Ang Lupon ng mga Tagapangasiwa ay walang Tagapangulo.
contradiction,Nagtatrabaho ka ba sa isang wilderness camp?,Pumunta ka ba sa indoor camp?
contradiction,"Nang i-retrofit nina Babcock at Wilcox ang 675 MWe AES Somerset boiler, nagsimula ang pagkawala ng kuryente noong Mayo 14, at ang boiler ay ibinalik sa serbisyo noong Hunyo 26 - humigit-kumulang anim na linggong pagkawala ng kuryente.",Walang naganap na pagkawala ng serbisyo sa boiler.
contradiction,"22 Sa kabila ng mahigpit na mga pamantayang ito na isinabatas 'na may mga antas ng sahod na ina-update paminsan-minsan', ang malawakang paglabag sa mga lugar ng trabaho para sa pananamit ay naging pangkaraniwan noong dekada 1990.",Permanenteng isinara ang lahat ng industriya ng damit at mga tindahan noong 1980.
contradiction,"Samakatuwid, patuloy silang lumilikha ng isang hindi nakapirming mundo kung saan tanging ang medyo kamakailang nakaraan lamang ang may wastong datos.",Ang lahat ng datos mula sa bawat yugto ng panahon ay balido para sa anumang mundo.
contradiction,"Maraming teknikal na problema, lalo na sa mga misayl na Hellfire.",Ang mga missile ng Hellfire ay gumana nang perpekto.
contradiction,Hindi ito sasabog kung wala ang gatilyo.,Walang gatilyo na mahihila.
contradiction,"pero sa kabilang banda, nakakain na kami ng maraming raccoon, possum, at pagong, lahat ng uri ng",Hindi ako kumakain ng kahit anong uri ng karne.
contradiction,Parang palabas sa soap opera sa gabi lang.,Isa itong napakaseryosong bagong palabas.
