id,premise,choice1,choice2,question,label,mirrored,premise_form,choice1_form,choice2_form
201,May lipstick sa pisngi ang lalaki.,Pinamula siya ng babae.,Hinalikan siya ng babae.,sanhi,2,0,1,1,1
118,Ang estudyante ay nakatanggap ng detensyon.,Kinausap niya pabalik ang guro.,Binigyan ng guro ng marka ang kaniyang takdang-aralin.,sanhi,1,0,0,1,1
1036,Nauna nang bumangon ang lalaki.,Gusto na sana niyang patayin ang alarm clock.,Gusto niyang plantsahin ang kanyang pantalon bago magtrabaho.,sanhi,2,1,1,1,1
1128,Iniwan ng mga magulang ang kanilang mga anak sa isang guro.,Nagplano sila para ipagdiwang ang kanilang anibersaryo.,Nagsimulang mag-aral sa preschool ang kanilang bunsong anak.,sanhi,2,1,1,1,1
1415,Hindi nakita ng manlalaro ang bola.,Sinubukan itong harangin ng kanyang kalaban.,Ibinato ito sa kanya ng kasamahan niya sa koponan.,sanhi,1,1,1,1,1
176,Pinatay ng ama ang telebisyon ng mga bata.,Oras na ng pagtulog ng mga bata noon.,Nanonood ng mga cartoons ang mga bata.,sanhi,1,0,1,1,1
1288,Nasarapan ako sa chewing gum ko.,Nawalan ng lasa ang chewing gum.,Nilipad ko ang bula gamit ang chewing gum.,sanhi,2,1,1,1,1
301,Sumulat ang babae ng tseke para sa kompanya ng gas.,Natanggap na niya ang buwanang bayarin niya.,Mas gusto niyang magbayad gamit ang cash.,sanhi,1,0,1,1,1
1207,Pinalawig ang kontrata ng pag-upa ng mga nangungupahan para sa apartment.,Nagkasundo sila ng kanilang kasero.,Nakaligtaan nilang bayaran ang kanilang upa.,sanhi,1,1,1,1,1
1350,Natuklasan ang mga bagong bansa.,Natapon ang langis sa karagatan.,Naglayag ang mga bangka sa karagatan.,sanhi,2,1,1,1,1
1388,Nabali ang braso ng batang lalaki.,Nagtaas ng tingin ang batang lalaki sa kaniyang nakatatandang kapatid.,Nakipagbuno ang batang lalaki sa kaniyang nakatatandang kapatid.,sanhi,2,1,1,1,1
460,Natalo ang lalaki sa kompetisyon.,Sinabotahe ang kompetisyon.,Tinakot niya ang kaniyang mga kakumpitensya.,sanhi,1,0,1,1,1
1105,Nakapasa ako sa job interview.,Nahulaan ko na ang mga tanong ng interviewer.,Mahihirap na tanong ang itinanong ng tagapanayam.,sanhi,1,1,1,1,1
364,Nag-crash ang computer.,Nag-download ako ng virus.,Nag-backup ako ng mga files ko.,sanhi,1,0,1,1,1
1129,Masayang panahon ang biyahe.,Nagsalita ang driver buong biyahe.,Nagkamali ng liko ang drayber.,sanhi,1,1,1,1,1
387,Inimpake ko ang mga gamit ko.,Naghahanap ako ng bagong apartment.,Lilipat na ako ng apartment ko noon.,sanhi,2,0,1,1,1
1262,Itinago ng lalaki ang personal na impormasyon sa therapist.,Nagtiwala siya sa therapist.,Hindi siya sang-ayon sa sinabi ng therapist.,sanhi,2,1,1,1,1
11,Inayos ng babae ang kanyang gripo.,Tumutulo ang gripo.,Nakasara ang gripo.,sanhi,1,0,1,1,1
1050,Nauntog ang mga ulo ng mga bata sa kisame.,Tumalon sila sa kama.,Nag-pillow fight sila.,sanhi,1,1,1,1,1
36,Mabilis na tumalon ang lalaki mula sa kama.,Gusto niyang plantsahin ang kanyang pantalon bago magtrabaho.,Gusto na sana niyang patayin ang alarm clock.,sanhi,2,0,1,1,1
282,Tinawagan ng host ng trivia show ang kalahok para humingi ng sagot.,Pinindot ng kalahok ang buzzer.,Nangunguna ang kalahok.,sanhi,1,0,1,1,1
237,Nabali ang daliri ng paa ng lalaki.,Butas ang medyas niya.,Binagsak niya ang martilyo sa paa niya.,sanhi,2,0,1,1,1
352,Pumasok ang customer sa boutique.,Naagaw ng kanyang pansin ang estante sa bintana.,Naiwan niya ang wallet niya sa bahay.,sanhi,1,0,1,1,1
1206,Mas maraming produkto ang naibenta ng kompanya.,Ang mga produkto nito ay nakatanggap ng mga positibong pagsusuri mula sa mga mamimili.,Ang ilan sa mga produkto nito ay ginawa nang may depekto.,sanhi,1,1,1,0,0
316,Tinitigan ng dalaga ang sarili sa salamin.,Nahihiya siya sa sarili.,May mantsa ang salamin.,sanhi,1,0,1,1,1
85,Mabagal ang serbisyo sa restaurant.,Siksikan ang mga tao sa restawran.,Maraming bakanteng mesa.,sanhi,1,0,1,1,1
1155,Diploma ang inaasam ng babae.,Nag-enroll siya sa kolehiyo.,Nagtapos siya sa kolehiyo.,sanhi,1,1,1,1,1
378,Na-coma ang pasyente.,Nagtamo siya ng pinsala sa utak.,Nagtamo siya ng emosyonal na trauma.,sanhi,1,0,1,1,1
1298,Ayaw ayusin ng tagagawa ang screen ng laptop matapos itong mag-itim.,Nag-expire na ang warranty ng laptop.,Namatay ang baterya ng laptop.,sanhi,1,1,1,1,1
396,Nadulas ang skier sa dalisdis.,Nabitawan niya ang kaniyang mga ski pole.,Nabangga niya ang isang piraso ng yelo.,sanhi,2,0,1,1,1
1069,Sikat na sikat ang tindahan noon.,Ang tindahan ay sumasailalim sa pagsasaayos.,Tinutulungan ng may-ari ang mga customer.,sanhi,2,1,1,0,1
1145,Nanalo ang hukbo sa labanan.,Mas marami sila kaysa dati.,Sinalakay nila ang lungsod.,sanhi,2,1,1,1,1
172,Nahuli ng guro ang estudyanteng nginunguya ng chewing gum.,Iluwa ng estudyante ang chewing gum.,Dumikit ang chewing gum sa sapatos ng estudyante.,bunga,1,0,1,1,1
1494,Ang babae ay naging ulila.,Sinundan siya ng mga photographer.,Iniiwasan siya ng pamilya niya.,bunga,2,1,0,1,1
1261,Hinila ng pulis sa pulso ang sikat na tao.,Inalok ng kilalang tao ng suhol ang opisyal.,Kinasuhan ng celebrity ang pulis.,bunga,2,1,1,1,1
115,Dinis-armahan ng tagapagsalita ang kaniyang kalaban sa debate.,Binati ng tagapagsalita ang kaniyang kalaban.,Nanalo ang tagapagsalita sa debate.,bunga,2,0,1,1,1
1296,Isang grupo ng mga tinedyer ang tumulong sa pag-oorganisa ng salu-salo.,Pinalayas sila ng host ng party.,Pinapasok sila ng host ng party.,bunga,2,1,1,1,1
1286,Ang anak kong babae ay inatake ng panic attack.,Hinikayat ko siyang huminga nang malalim.,Dinala ko siya sa emergency room.,bunga,1,1,0,1,1
1063,Nakahuli ng magandang agos ang mga mangbabangka.,Inanod ang kanilang bangka papunta sa pampang.,Nailigtas ang kanilang bangka.,bunga,1,1,1,1,1
389,Hiningi ng dalaga ang pagsang-ayon ng kaniyang mga magulang.,Tumakas siya sa bahay.,Sinunod niya ang mga patakaran ng kaniyang mga magulang.,bunga,2,0,1,1,1
1293,Luwag ang mga dokumento.,Pinagdikit ko sila gamit ang papel.,Iningatan ko sila sa isang ligtas na lugar.,bunga,1,1,1,1,1
41,Nawala ng nangungupahan ang mga susi ng kanyang apartment.,Binuksan ng may-ari ng bahay ang pinto.,Kinumpuni ng kanyang kasero ang pinto.,bunga,1,0,1,1,1
188,Inayos ng babae ang hardware ng kaniyang computer.,Binura niya ang mga lumang files sa computer.,Nag-install siya ng bagong software sa computer.,bunga,2,0,1,1,1
1328,Kinailangang magpa-check-up ang kaibigan ko.,Dinalhan ko siya ng card at mga bulaklak.,Iniwan ko siya sa ospital.,bunga,2,1,1,1,1
1486,Pumunta ang babae sa istasyon ng botohan.,Bumoto siya noong eleksyon.,Natuklasan niya ang resulta ng halalan.,bunga,1,1,1,1,1
1103,Sinuntok ng bata ang tambak ng mga bloke.,Ang salansan ay tumataas sa ibabaw ng ulo ng batang lalaki.,Nagkalat ang mga bloke sa buong alpombra.,bunga,1,1,1,0,1
220,Ipinakita ng detektib ang kanyang badge sa pulis.,Kinumpiska ng pulis ang badge ng detektib.,Pinapasok ng pulis ang detektib sa pinangyarihan ng krimen.,bunga,2,0,1,1,1
132,Inihagis ng cowgirl ang kanyang lasso patungo sa kabayo.,Kumapit ang lasso sa kabayo.,Tumakbo nang mabilis ang kabayo papasok sa kamalig.,bunga,1,0,1,1,1
1281,Nanalo ang mamimili ng diskwento sa halaga ng produkto.,Napagpasyahan niyang bilhin ito.,Tiningnan niya ang presyo nito.,bunga,1,1,1,1,1
192,Kalat-kalat ang mga drawer ng opisina.,Nilock ko ang mga drawer nang tuluyan.,Itinapon ko ang mga hindi kinakailangang laman.,bunga,2,0,1,1,1
1092,Hindi makita ng photographer ang mukha ng bata.,Mabilis na binago ng photographer ang postura ng bata.,Mabilis na kinuhanan ng photographer ang litrato ng bata.,bunga,1,1,1,1,1
1020,Nadumihan ang singsing ng babae.,Nahulog ang singsing sa kanal.,Pinakintab ng babae ang singsing.,bunga,2,1,1,1,1
1488,Nagkaroon ng matinding away ang mag-asawa.,Naghiwalay sila nang ilang sandali.,Nagplano sila ng kasal.,bunga,1,1,1,1,1
486,Nagbasa ng dyaryo ang babae.,Bumoto siya noong eleksyon.,Natuklasan niya ang resulta ng halalan.,bunga,2,0,1,1,1
1474,Nagkaroon ng malaking baha noong nakaraang taglagas.,Nahulog ang mga dahon mula sa mga puno.,Lumikas ang mga tao sa kanilang mga tahanan.,bunga,2,1,1,1,1
1173,Walang inihain ang host sa kaniyang mga bisita.,Nagutom ang kaniyang mga bisita.,Mababait ang mga bisita niya.,bunga,1,1,1,1,1
1171,Binitawan ng siklista ang throttle.,Huminto nang biglaan ang motorsiklo.,Sumugod ang motorsiklo.,bunga,1,1,1,1,1
208,Nagising ang lalaki na masakit ang ngipin.,Hindi siya nakapagpa-appointment sa dentista.,Nagpa-appointment siya sa dentista.,bunga,2,0,1,1,1
1253,Tumapak ang lalaki sa putikan.,Pinalitan niya ang kanyang suit.,Pinakintab niya ang sapatos niya.,bunga,2,1,1,1,1
1172,Ibinato ng guro ang chewing gum sa estudyante.,Iluwa ng estudyante ang chewing gum.,Dumikit ang chewing gum sa sapatos ng estudyante.,bunga,2,1,1,1,1
1075,Mas maaga pala ang oras kaysa sa inaakala ko.,Maling oras ang ipinakita ng orasan.,Naglaan ako ng dagdag na oras para maghanda.,bunga,2,1,1,1,1
113,Nakatanggap ako ng isang pakete sa koreo.,Dinala ko ang pakete sa post office.,Napukaw ng pakete ang aking kuryosidad.,bunga,2,0,1,1,1
141,Hinawakan ko ang pinto para sa babaeng pumasok sa likuran ko.,Nagpasalamat sa akin ang babae.,Padabog na sumara ang pinto.,bunga,1,0,1,1,1
218,Mali ang sagot ng estudyante sa pagsusulit.,Binawasan ng guro ang puntos sa grado ng estudyante.,Nagdagdag ang guro ng mga karagdagang puntos sa grado ng estudyante.,bunga,1,0,1,1,1
289,Nagpinta ang batang lalaki ng isang larawan para sa kanyang ina.,Ibinenta ng kaniyang ina ang larawan sa isang gallery.,Isinabit ng kaniyang ina ang larawan sa dingding.,bunga,2,0,1,1,1
1013,Natunaw ang nagyelong lawa noong tagsibol.,Nagdala ang mga tao ng mga bangka papunta sa lawa.,Nag-iisketing ang mga tao sa lawa.,bunga,1,1,1,1,1
410,Lasing nang lasing ang lalaki sa party.,Sumakit ang ulo niya kinabukasan.,Sipon ang ilong niya kinabukasan.,bunga,1,0,1,1,1
186,Kinumpirma ng doktor ang x-ray ng braso ng pasyente.,Nilagyan niya ng cast ang braso ng pasyente.,Natuklasan niya na bali ang braso ng pasyente.,bunga,2,0,1,1,1
1403,Nanalo sa lotto ang babae.,Natanggap niya ang kanyang pensiyon.,Nabayaran na niya ang kanyang mortgage.,bunga,2,1,1,1,1
447,Nalaglag ang buhok ng babae sa mukha niya.,Binuhusan niya ng shampoo ang buhok niya.,Isinabit niya ang buhok niya pabalik gamit ang clip.,bunga,2,0,1,1,1
127,Ilang saksi sa krimen ang tumestigo laban sa suspek.,Napawalang-sala ang suspek.,Nahatulan ang suspek.,bunga,2,0,1,1,1
1012,May tinawagan sa telepono ang matandang babae.,Dumating ang anak na babae ng babae upang linisin ang kanyang bahay.,Lumipat ang anak na babae ng babae para alagaan siya.,bunga,1,1,1,1,1
355,Napuno ng mabahong amoy ang silid.,Tinakpan ko ng kamay ko ang ilong ko.,Isinuot ko ang rubber gloves.,bunga,1,0,1,1,1
313,Ipinatawag ang babae para sa tungkulin sa hurado.,Kinontak niya ang kanyang abogado.,Kinansela niya ang mga appointment niya.,bunga,2,0,1,1,1
1289,Hindi na kailangan ng ina ang litrato ng kaniyang anak.,Ibinenta ng kaniyang ina ang larawan sa isang gallery.,Isinabit ng kaniyang ina ang larawan sa dingding.,bunga,1,1,1,1,1
284,Gusto ng babae na maging doktor.,Bumisita siya sa ospital.,Nag-aral siya ng medisina.,bunga,2,0,1,1,1
1439,Gumawa ng wishlist ang nobya.,Nagdala ng mga regalo ang mga panauhin sa kasal.,Ipinagpaliban niya ang kasal.,bunga,1,1,1,1,1
1084,Nagalit ako habang binabasa ko ang libro.,Binuklat ko ang susunod na pahina.,Lumipat ako sa susunod na pahina.,bunga,1,1,1,1,1
221,Gusto ng batang babae na mapasaya ang kanyang ina.,Namitas ang batang babae ng bulaklak para sa kanyang ina.,Kinain ng batang babae ang cookies na inihurno ng kanyang ina.,bunga,1,0,1,1,1
55,Pumirma ang lalaki sa dokumento.,Napawalang-bisa ang transaksyon.,Naging opisyal ang transaksyon.,bunga,2,0,1,1,1
185,Nahiya ang babae dahil sa pilat sa kanyang mukha.,Tinago niya ang peklat gamit ang makeup.,Ipinaliwanag niya ang peklat sa mga estranghero.,bunga,1,0,1,1,1
254,Madilim ang itsura ng mga ulap.,Dinala ko ang payong ko papunta sa trabaho.,Dinala ko ang laptop ko papunta sa trabaho.,bunga,1,0,1,1,1
1224,Natuklasan ng lalaki na may nabunyag na ebidensya ang kaniyang kaaway laban sa kaniya.,Iniwasan ng lalaki ang kaniyang kaaway.,Binablackmail ng lalaki ang kaniyang kaaway.,bunga,1,1,1,1,1
1115,Natalo ang tagapagsalita ng kaniyang kalaban sa debate.,Nanalo ang tagapagsalita sa debate.,Binati ng tagapagsalita ang kaniyang kalaban.,bunga,2,1,1,1,1
1476,Binuksan ko ang pinto ng kariton.,Nahulog ang mga bagay sa loob ng kariton.,Umikot ang mga gulong ng kariton pasulong.,bunga,1,1,1,1,1
475,Ang pulitiko ay nahatulan ng pandaraya.,Nangampanya siya para sa muling halalan.,Siya ay tinanggal sa pwesto.,bunga,2,0,0,1,0
133,Hindi pinansin ng grupo ang kamalian ng babae.,Humingi ng tawad ang babae.,Gumaan ang loob ng babae.,bunga,2,0,1,1,1
260,Pumanaw na ang lola ko.,Nagdaos ng reunion ang pamilya ko.,Nagdaos ng libing ang pamilya ko.,bunga,2,0,1,1,1
75,Tumigil ang pagtiktik ng orasan.,Naglaan ako ng dagdag na oras para maghanda.,Maling oras ang ipinakita ng orasan.,bunga,2,0,1,1,1
425,Inamin ng lalaki ang kanyang pagmamahal sa babae.,Naiinggit sa kanya ang babae.,Tinanggihan siya ng babae.,bunga,2,0,1,1,1
1452,Nakatanggap na ako ng kopya ng bagong magasin.,Tumigil na ako sa pagtanggap ng mga bagong isyu.,Tinanggal ko na ang bagong isyu.,bunga,2,1,1,1,1
474,Nagbago ang mga panahon mula tag-araw patungo sa taglagas.,Nahulog ang mga dahon mula sa mga puno.,Lumikas ang mga tao sa kanilang mga tahanan.,bunga,1,0,1,1,1
1239,Sumabog ang tangke ng gasolina sa pasilyo ng paaralan.,Ipinagpaliban ng punong-guro ang mga klase para sa araw na iyon.,Sinuspinde ng punong-guro ang mga estudyanteng sangkot.,bunga,1,1,1,1,1
1238,Patay na ang konsensya ng lalaki.,Minamanipula niya ang kaibigan niya.,Inamin niya ang kaniyang kawalang-ingat.,bunga,1,1,1,1,1
1153,Napansin ng mga magulang ang hilig ng kanilang anak na babae sa isports.,Hinikayat nila siyang maging isang artista.,Tinuruan nila siya kung paano magbisikleta.,bunga,2,1,1,1,1
258,Natanggal ang butones ng damit ko.,Tinahi ko ulit ang butones.,Idinikit ko ulit ang butones.,bunga,1,0,1,1,1
1113,Nakatanggap ako ng pakete ng isang tao sa koreo.,Dinala ko ang pakete sa post office.,Napukaw ng pakete ang aking kuryosidad.,bunga,1,1,1,1,1
33,Itinutok ng mga pulis ang kanilang mga armas sa pugante.,Bumagsak sa lupa ang takas.,Nabitawan ng takas ang kanyang baril.,bunga,2,0,1,1,1
110,Naguluhan ako sa lecture ng propesor.,Nagtanong-tanong ako sa propesor.,Itinuon ko ang pansin sa propesor.,bunga,1,0,1,1,1
171,Pinaikot ng siklista ang throttle.,Sumugod ang motorsiklo.,Huminto nang biglaan ang motorsiklo.,bunga,1,0,1,1,1
1014,Mahirap ang nagkasala.,Ibinalik siya sa kulungan.,Nagnakaw siya ng pera mula sa isang simbahan.,bunga,2,1,1,1,1
1318,Hindi nagustuhan ng kapatid ng babae ang regalo.,Binuksan ng kapatid niya ang balot ng regalo.,Tumanggi ang kapatid niya na tanggapin ang regalo.,bunga,2,1,1,1,1
1220,Ipinakita ng detektib ang kanyang pekeng badge sa pulis.,Kinumpiska ng pulis ang badge ng detektib.,Pinapasok ng pulis ang detektib sa pinangyarihan ng krimen.,bunga,1,1,1,1,1
1447,Nagsimulang maghugas ng buhok ang babae.,Binuhusan niya ng shampoo ang buhok niya.,Isinabit niya ang buhok niya pabalik gamit ang clip.,bunga,1,1,1,1,1
1444,Nasiyahan ang estudyante sa pagluluto.,Dinala niya ang kaniyang tanghalian sa paaralan.,Iniwan niya ang kaniyang atas sa bahay.,bunga,1,1,1,1,1
1114,Nakita ng surfer ang alon.,Isinagwan niya ang kanyang tabla papunta sa karagatan.,Dinala siya ng alon papunta sa dalampasigan.,bunga,1,1,1,1,1
312,Ang babae ay nagkaroon ng impeksyon.,Naghugas siya ng kamay.,Uminom siya ng antibiotics.,bunga,2,0,0,1,1
1498,Nabangkarote ang airline.,Kinansela nila ang flight ko.,Inalok nila ako ng kabayaran.,bunga,1,1,1,1,1
357,Naakit ng magnet ang paperclip.,Nahulog ang paperclip mula sa magnet.,Dumikit ang paperclip sa magnet.,bunga,2,0,1,1,1
101,Kinuha ng guro ang rolyo.,Kinilala niya ang mga estudyanteng lumiban.,Binigyan niya ang kaniyang mga estudyante ng isang pop quiz.,bunga,1,0,1,1,1
358,Binunot ng hardinero ang mga damo.,Ang mga damo ay nagbunga ng mga buto.,Lumabas ang mga damo mula sa lupa.,bunga,2,0,1,0,1
137,Inisprayan ng skunk ang aso.,Naglabas ang aso ng mabahong amoy.,Ang skunk ay naggala-gala sa kakahuyan.,bunga,1,0,1,1,0
1276,Gusto ng lalaki na makipagkasundo sa kaniyang kaaway.,Nagdeklara ang lalaki ng tigil-putukan sa kaniyang kaaway.,Pinagbintangan ng lalaki ang kaniyang kaaway para sa isang krimen.,bunga,1,1,1,1,1
1033,Binaril ng mga pulis ang pugante.,Bumagsak sa lupa ang takas.,Nabitawan ng takas ang kanyang baril.,bunga,1,1,1,1,1
1039,Ginabayan ng mananahi ang sinulid sa butas ng karayom.,Tumagos ang sinulid sa tela.,Ang sinulid ay nakabalot sa karayom.,bunga,2,1,1,1,0
1260,Dumaan ang lola ko.,Nagdaos ng reunion ang pamilya ko.,Nagdaos ng libing ang pamilya ko.,bunga,1,1,1,1,1
1217,Ang kumpanya ay naghahanap ng mga talentong may mataas na espesyalisasyon.,Inilipat nito ang punong tanggapan nito sa isang suburban na lokasyon.,Pinaigting nito ang mga pagsisikap sa pagmemerkado para sa mga bagong produkto.,bunga,1,1,0,1,1
1351,Hinawakan ko ang ice cube.,Dumikit ang ice cube sa mga daliri ko.,Nawala ang ice cube.,bunga,1,1,1,1,1
351,Nilagyan ko ng maligamgam na tubig ang ice cube.,Nawala ang ice cube.,Dumikit ang ice cube sa mga daliri ko.,bunga,1,0,1,1,1
1258,Nahulog yung button sa laptop ko.,Tinahi ko ulit ang butones.,Idinikit ko ulit ang butones.,bunga,2,1,1,1,1
242,Naglagay ako ng mga barya sa washing machine sa laundromat.,Naubusan na ako ng sabong panlaba.,Pinaandar ang makina.,bunga,2,0,1,1,1
191,Ang babae ay nagkaroon ng relihiyosong pagkamulat.,Nagsimula siyang magsimba.,Nagsimula siyang maglakbay sa ibang bansa.,bunga,1,0,0,1,1
1221,Gusto ng batang babae na mapasaya ang kanyang ina dahil sa kanyang pagsisikap.,Namitas ang batang babae ng bulaklak para sa kanyang ina.,Kinain ng batang babae ang cookies na inihurno ng kanyang ina.,bunga,2,1,1,1,1
383,Gusto ng lalaki na makatipid ng pera.,Binawasan niya ang mga walang kabuluhang pamimili.,Nag-withdraw siya ng pera mula sa kaniyang savings account.,bunga,1,0,1,1,1
1034,Sinabi ng pasyente na ang kanyang binti ay namamanhid.,Sinubukan ng nars ang kanyang mga reflexes.,Binigyan siya ng nars ng IV.,bunga,1,1,0,1,1
1225,Gusto ng batang babae na umakyat sa ibabaw ng slide.,Dumausdos siya pababa sa slide.,Gumapang siya paakyat sa slide.,bunga,2,1,1,1,1
1127,Walang saksi sa krimen ang tumestigo laban sa suspek.,Nahatulan ang suspek.,Napawalang-sala ang suspek.,bunga,2,1,1,1,1
252,Itinulak ng batang lalaki ang kanyang kapatid na babae.,Naglaro sila ng taguan at pangitain.,Kinukulit siya ng ate niya.,bunga,2,0,1,1,1
34,Na-dehydrate ang pasyente.,Binigyan siya ng nars ng IV.,Sinubukan ng nars ang kanyang mga reflexes.,bunga,1,0,1,1,1
390,Bumangga ang trak sa motorsiklo sa tulay.,Namatay ang siklista.,Gumuho ang tulay.,bunga,1,0,1,1,1
54,Hinalo ng kusinero ang mga sangkap sa mangkok.,Pinaghalo ang mga sangkap.,Natunaw ang mga sangkap.,bunga,1,0,1,1,1
1401,Paulit-ulit na namula ang lalaki.,Napuno ng tubig ang inidoro.,Umagos ang tubig mula sa tubo.,bunga,1,1,1,1,1
1215,Mali ang mga pahayag ng manghuhula.,Maraming customer ang humingi ng refund.,Marami siyang natanggap na mga pabalik-balik na kostumer.,bunga,1,1,1,1,1
228,Mukhang marumi ang kotse.,Kinuha ito ng may-ari para sa pagpipinta.,Dinala ito ng may-ari sa car wash.,bunga,2,0,1,1,1
338,Nagsagawa ng eksperimento ang siyentipiko.,Ginawa niya ang kaniyang datos.,Pinatunayan niya ang kanyang teorya.,bunga,2,0,1,1,1
1188,Gustong ibenta ng babae ang kaniyang mga kagamitan sa kompyuter.,Nag-install siya ng bagong software sa computer.,Binura niya ang mga lumang files sa computer.,bunga,2,1,1,1,1
1483,Hindi nahuli ang mga magnanakaw ng alahas.,Ang mga ninakaw na alahas ay ibinalik sa mga may-ari nito.,Kinalkula ang halaga ng ninakaw na alahas.,bunga,2,1,1,0,1
1098,Nahihilo ang babae.,Naalala niya ang kanyang kabataan.,Naalala niyang inumin ang gamot niya.,bunga,2,1,1,1,1
1219,Nagpakita ang batang babae ng hindi magandang asal.,Itinapon niya ang kaniyang napkin pagkatapos kumain.,Inilapag niya ang napkin niya sa kandungan niya bago kumain.,bunga,1,1,1,1,1
1029,Pinakuluan ang katas ng ubas.,Sumingaw ang katas.,Ang katas ay naging alak.,bunga,1,1,1,1,0
14,Nilabag ng nagkasala ang parol.,Ibinalik siya sa kulungan.,Nagnakaw siya ng pera mula sa isang simbahan.,bunga,1,0,1,1,1
473,Nagbigay ang guro ng takdang-aralin sa mga estudyante.,Nagpasa ng mga tala ang mga estudyante.,Naghiyawan ang mga estudyante.,bunga,2,0,1,1,1
324,Huminto ang sasakyan sa tawiran.,Tumawid sa kalsada ang naglalakad.,Naghintay ang naglalakad sa bangketa.,bunga,1,0,1,1,1
1140,Gabi na noon sa isang tahimik na lugar.,Tumunog ang alarma sa seguridad.,Tulog na tulog ang mga may-ari ng bahay.,bunga,2,1,1,1,1
1052,Nagustuhan ng mga may-ari ng bahay ang kanilang mga kapitbahay.,Nagtayo sila ng bakod sa paligid ng kanilang ari-arian.,Nagdaos sila ng barbecue sa kanilang bakuran.,bunga,2,1,1,1,1
1037,Mahalaga ang mga papeles.,Inayos ko ang mga ito ayon sa alpabetikong pagkakasunod-sunod.,Nagpa-photocopy ako ng mga iyon.,bunga,2,1,1,1,1
1429,Nauuhaw ang batang babae.,Kinuha ng tatay niya ang panghimagas niya.,Sinabihan siya ng kanyang ama na inumin ang kanyang gatas.,bunga,2,1,1,1,1
446,Sinuway ng lalaki ang mga awtoridad ng simbahan.,Siya ay itiniwalag mula sa simbahan.,Nag-donate siya ng pera sa simbahan.,bunga,1,0,1,0,1
92,Napangiti ng photographer ang bata.,Mabilis na kinuhanan ng photographer ang litrato ng bata.,Mabilis na binago ng photographer ang postura ng bata.,bunga,1,0,1,1,1
1255,Isang nakakagambalang ingay ang ginawa ng pasahero ng eroplano.,Bumagsak ang eroplano.,Nagkamali ang piloto.,bunga,2,1,1,1,1
22,Gusto ng ka-date ng babae na magmukhang isang ginoo.,Pinagbuksan niya ito ng pinto.,Tinanong niya ito kung mahilig ba ito sa sushi.,bunga,1,0,1,1,1
1313,Gusto ng babae ng diborsyo.,Kinansela niya ang mga appointment niya.,Kinontak niya ang kanyang abogado.,bunga,2,1,1,1,1
399,Sira ang relo ng lalaki.,Naghintay siya sa hintuan ng bus.,Tinanong niya ang oras sa isang estranghero.,bunga,2,0,1,1,1
1130,Pinalitan ang produkto.,Luma na ang produkto.,Nakilala ng mga mamimili ang produkto.,bunga,1,1,1,1,1
1227,Sumunod ang bata sa kaniyang mga magulang.,Niyakap siya ng mga magulang niya.,Pinarusahan siya ng mga magulang niya.,bunga,1,1,1,1,1
61,Itinapon ng lalaki ang kaniyang walang laman na lata sa kalye.,Pinagmulta siya dahil sa pagtatapon ng basura.,Tinalon siya mula sa likuran.,bunga,1,0,1,1,1
444,Nagmamadali ang estudyante na makarating sa paaralan sa tamang oras.,Iniwan niya ang kaniyang atas sa bahay.,Dinala niya ang kaniyang tanghalian sa paaralan.,bunga,1,0,1,1,1
159,Hinukay ng arkeologo ang lugar.,Binasa niya ang kasaysayan ng site.,Nahukay niya ang mga sinaunang artifact.,bunga,2,0,1,1,1
1234,Ipinatupad ng punong-guro ng paaralan ang honor code.,Pinatalsik ang mga estudyante sa paaralan.,Nagprotesta ang mga estudyante sa desisyon.,bunga,1,1,1,1,1
1284,Gusto ng babae na magpatingin sa doktor.,Nag-aral siya ng medisina.,Bumisita siya sa ospital.,bunga,2,1,1,1,1
1377,Gumawa ako ng resolusyon na maging mas malusog.,Dumalo ako sa isang klase sa yoga.,Bumili ako ng mga prutas at gulay.,bunga,1,1,1,1,1
1475,Ang pulitiko ay naging napakapopular.,Siya ay tinanggal sa pwesto.,Nangampanya siya para sa muling halalan.,bunga,2,1,0,0,1
1252,Natagpuan ng batang lalaki ang kanyang kapatid na babae.,Naglaro sila ng taguan at pangitain.,Kinukulit siya ng ate niya.,bunga,1,1,1,1,1
140,Isang magnanakaw ang pumasok sa bahay.,Tulog na tulog ang mga may-ari ng bahay.,Tumunog ang alarma sa seguridad.,bunga,2,0,1,1,1
1111,Ang aklat ay itinuring na angkop para sa mga bata.,Hiniling ng mga guro na basahin ito ng mga estudyante.,Ipinagbawal ito ng mga paaralan sa mga aklatan nito.,bunga,1,1,0,1,1
1446,Ang lalaki ay matagal nang miyembro ng simbahan.,Nag-donate siya ng pera sa simbahan.,Siya ay itiniwalag mula sa simbahan.,bunga,1,1,0,1,0
142,Umaambon ang salamin sa banyo.,Naglagay ng makeup ang dalaga.,Binuksan ng batang babae ang bentilador.,bunga,2,0,1,1,1
1142,Nagliwanag ang salamin sa banyo.,Binuksan ng batang babae ang bentilador.,Naglagay ng makeup ang dalaga.,bunga,2,1,1,1,1
321,Kailangan ng lalaki ng mga barya para mapuno ang metro ng paradahan.,Nakiusap siya sa mga tao sa kalye para sa mga barya.,Hinanap niya ang mga barya sa ilalim ng upuan ng kotse niya.,bunga,2,0,1,1,1
