id,sentence1,sentence2,label,sentence_1_form,sentence_2_form
4313,"Ang mga bus ay tumatakbo mula sa hintuan ng bus patungong Baildon, Bradford, Cleckheaton, Dewsbury, Elland, Halifax, Huddersfield, Leeds, Shipley at Wakefield.","May mga bus na bumibiyahe mula sa istasyon ng bus papuntang Baildon, Bradford, Cleckheaton, Dewsbury, Leeds, Huddersfield, Elland, Halifax, Shipley at Wakefield.",1,0,1
6517,"Si Soto ay ipinanganak sa Fort Worth, ngunit sa edad na isang taon ay lumipat sa Monterrey sa Mexico.","Si Soto ay ipinanganak sa Fort Worth, ngunit lumipat sa Monterrey, Mexico, sa edad na isa.",1,0,0
24694,Ang Ilog Frasin ay isang sanga ng Ilog Straja sa Romania.,Ang Ilog Frasin ay isang sanga ng Ilog Straja sa Romania.,1,0,0
23126,Sa bayan ng Portage ay may dalawang nayon: bahagi ng Jerry City sa timog at bahagi ng Portage sa hilagang-kanluran.,"Dalawang nayon ang matatagpuan sa Portage Township: bahagi ng Jerry City sa timog, at bahagi ng Portage sa hilagang-kanluran.",1,0,1
35463,"Ang isa pang formula ng kuji ay matatagpuan sa mga sinulat ni Jodo Shinshu, na itinatag ni Shinran, at isa pang mantra kay Amida Nyorai na nagbabasa","Ang isa pang pormula ng Kuji ay matatagpuan sa mga isinulat ni Jodo Shinshu, na itinatag ni Shinran, at isa pang mantra para kay Amida Nyorai, na:",1,0,0
43744,"Sinanay ni César Cielo, coach ng American swimmer na si Bob Bowman, sa Unibersidad ng Michigan, siya ay isang kaibigan noong bata pa si Michael Phelps.","Nagsanay kasama si César Cielo, coach ng Amerikanong manlalangoy na si Bob Bowman, sa University of Michigan. Siya ay kaibigan noong bata pa si Michael Phelps.",1,0,0
39326,"Tinatanggap na ang pangalan ng mga katutubo sa sona ay simpleng ""Güímar"" gaya ng buong Menceyato.","Tinatanggap na ang katutubong pangalan ng sona ay simpleng ""Güímar"" bilang kabuuan ng menceyato.",1,0,0
47626,Ang iba pa ay sina Donald Carr mula sa Repton School at ang Etonian na si Luke White.,Ang iba pa ay sina Donald Carr ng Repton School at ang Etonian na si Luke White.,1,0,0
33732,"Ang Red Sulfur Sky ay isang solong album ng American jazz trumpeter na si Wadada Leo Smith, na inilabas noong 2001 at naitala sa Tzadik Records.",Ang Red Sulphur Sky ay isang solo album ng Amerikanong jazz trumpeter na si Wadada Leo Smith na inilabas noong 2001 at nairekord sa Tzadik Records.,1,0,0
15198,"Si Vaman Malhar Joshi ay hindi dapat ipagkamali sa manunulat na si Waman Gopal Joshi, sila ay mga kontemporaryo.",Hindi dapat ipagkamali si Vaman Malhar Joshi sa manunulat na si Waman Gopal Joshi. Sila ay mga kapanahon.,1,0,0
24124,"Ang Olivella kifos ay isang species ng dwarf-sea snail, maliit na gastropod mollusk sa pamilyang Olivellidae, ang navy olives.","Ang Olivella kifos ay isang uri ng maliit na kuhol sa dagat, maliit na gastropod mollusk sa pamilyang Olivellidae, ang mga olibo sa dagat.",1,0,0
3684,Ang pangalawang kuta ay itinayo sa bato ng anak ni Alexander na si Dmitry Alexandrovich noong 1280.,Ang pangalawang kuta ay itinayo sa bato noong 1280 ng anak ni Alexander na si Dmitry Alexandrovich.,1,0,0
20254,"Pagkatapos ng apat na taon ay lumipat ito sa bahay ni Jacopo Sandri, na may mas maraming espasyo, at noong 1705 ay lumipat muli sa palazzo ng Conte Luigi Ferdinando Marsigli.","Pagkatapos ng apat na taon, lumipat ito sa Jacopo Sandris House, na mas malawak ang espasyo, at bumalik sa Palazzo ni Conte Luigi Ferdinando Marsigli noong 1705.",1,0,1
6307,"Sa 18 estadong ito, apat sa kanila ang nakalista sa IN, PA, OH at MD `` G. villosa '' bilang mga endangered species.","Sa 18 estadong ito, apat sa mga ito ang naglista ng IN, MD, OH at PA na ""G. villosa"" bilang mga endangered species.",1,1,1
17259,"Ipinanganak si Pohl-Stroher noong 18 Enero 1919 sa Wurzen sa Saxony, Vogtland at lumaki sa Rothenkirchen sa East Germany.","Ipinanganak si Pohl-Stroher noong 18 Enero 1919 sa Wurzen sa Saxony, Vogtland at lumaki sa Rothenkirchen, East Germany.",1,1,1
9906,Si Clara Louise Bell ( 1886 -- 1978 ) ( kilala bilang Clara Louise Janowsky ) ay isang Amerikanong miniature na pintor .,Si Clara Louise Bell (1886 -- 1978) (kilala rin bilang Clara Louise Janowsky) ay isang Amerikanong pintor na miniature.,1,0,0
4789,Ito ay matatagpuan sa Guntur Mandal ng Mangalagiri Revenue Division.,Ito ay matatagpuan sa Guntur mandal ng Mangalagiri revenue division.,1,0,0
4501,Ang Navarro ay isang partido sa hilagang-silangan ng lalawigan ng Buenos Aires sa Argentina.,Ang Navarro ay isang partido sa hilagang-silangan ng Lalawigan ng Buenos Aires sa Argentina.,1,0,0
39805,Ang Shivachevo ay isang maliit na bayan sa Sliven Province na matatagpuan sa timog na dalisdis ng Balkan Mountains sa gitnang silangang Bulgaria.,"Ang Shivachevo ay isang maliit na bayan sa lalawigan ng Sliven, sa katimugang dalisdis ng Kabundukan ng Balkan sa Gitnang Silangang Bulgaria.",1,0,0
25575,"Si Skapetis ay sumailalim sa mga pagsubok sa ilang mga club kabilang ang Derby County, Cardiff City at Sheffield United noong huling bahagi ng 2016.","Sa huling bahagi ng 2016, sinubukan ni Skapetis na makapasok sa ilang mga club, kabilang ang Derby County, Cardiff City, at Sheffield United.",1,0,1
10867,"Noong Mayo 6, 2016, inanunsyo na pumirma ang Palafox sa New York Cosmos B ng National Premier Soccer League.","Noong ika-6 ng Mayo 2016, inanunsyo na pumirma na ang Palafox sa National Premier Soccer League matapos ang New York Cosmos B.",1,1,1
32453,Ang pagpapakilalang ito sa paglalakbay ay nagsimula ng isang habambuhay na hilig na nagbunsod sa kanya na mag-aral sa malalayong lugar ng Alaska at British Columbia.,Ang pagpapakilalang ito sa paglalakbay ay nagsimula sa isang panghabambuhay na pagkahilig na nagtulak sa kanya upang mag-aral sa mga liblib na lugar ng Alaska at British Columbia.,1,0,0
33849,"Sa ilalim ng kanyang direksyon, ang koro ay nagbigay din ng mga konsiyerto sa Australia (1987), Israel (1988) at Estonia (1989, 1990).","Nagsagawa rin ang koro ng mga konsiyerto sa Australia (1987), Israel (1988), at Estonia (1989, 1990) sa ilalim ng kanyang pamumuno.",1,0,1
3729,"Ang aklat na ito ay isinulat ni Arthur Laurents , na may musika ni Leonard Bernstein , teksto ni Stephen Sondheim at choreography ni Jerome Robbins .","Ang aklat ay isinulat ni Arthur Laurents, kasama ang musika ni Leonard Bernstein, mga liriko ni Stephen Sondheim, at koreograpiya ni Jerome Robbins.",1,0,0
27826,"Noong Marso 2008, lumahok si Sophina sa Heart of a Champion Invitational bilang isang Level 10 kung saan napanalunan niya ang all-around title.","Noong Marso 2008, lumahok si Sophina sa gitna ng isang Champion Invitational bilang Level 10, kung saan napanalunan niya ang kabuuang titulo.",1,1,1
23471,"Ang Eurosta ay isang species ng pamilya Tephritidae, na kilala sa Europe bilang fruit flies at sa North America bilang wing flies.","Ang Eurosta ay isang genus ng pamilyang Tephritidae, na kilala bilang mga langaw na prutas sa Europa at mga langaw na Picture wing sa Hilagang Amerika.",1,0,0
9789,"Ang Twin Falls High School ay isang pampublikong sekondaryang paaralan sa Twin Falls, Idaho, isa sa dalawang tradisyonal na mataas na paaralan na pinamamahalaan ng Twin Falls School District.","Ang Twin Falls High School ay isang pampublikong paaralang sekundarya sa Twin Falls, Idaho, isa sa dalawang tradisyonal na paaralang sekundarya na pinapatakbo ng Twin Falls School District.",1,0,0
3366,"Ang pagbagsak ng Aerosucre Flight 4544 ay ang pangalawang insidente ng aviation na kinasasangkutan ng Aerosucre, ang una ay ang pag-crash ng isa pang Boeing 727 noong Nobyembre 18, 2006.","Ang pagbagsak ng Aerosucre Flight 4544 ay ang pangalawang insidente ng paglipad na kinasangkutan ng Aerosucre, ang una ay ang pagbagsak ng isa pang Boeing 727 noong Nobyembre 18, 2006.",1,0,0
16531,"Ang eksenang ito ay muling isinulat, bagama't ang pambungad na recitative nito sa cut form ay naroroon sa unang produksyon.","Muling isinulat ang eksenang ito, bagama't ang pambungad na pagbigkas nito ay nasa anyong pinutol sa unang produksiyon.",1,0,0
24249,"Ang mga unang nanirahan ay sina Dr. Henry Clay Fish, Richard Dobbs at James G. Christian, lahat ay nagmula sa Missouri hanggang Illinois.","Ang mga unang nanirahan ay sina Dr. Henry Clay Fish, Richard P. Dobbs at James G. Christian, na pawang dumating sa Illinois mula sa Missouri.",1,0,0
36471,"Kasunod ng pagkamatay ng kanyang ama, si King George, siya ay nahalal na Hari noong ika-4 ng Marso 1827 sa presensya ni James Holman.","Pagkamatay ng kanyang amang si Haring George, siya ay nahalal na hari sa harapan ni James Holman noong ika-4 ng Marso 1827.",1,0,0
18236,"Ang look ay nasa gitna (mapa ng Britanya noong 1968, mapa ng Bulgaria noong 1993 at detalyadong mapa ng Espanya noong 2005 at 2009).","Ang look ay nakasentro sa (mapa ng Britanya noong 1968, mapa ng Bulgaria noong 1993, at detalyadong mapa ng Espanya noong 2005 at 2009).",1,0,0
213,"Tinalo ni Alycia Moulton si Billie Jean King sa iskor na 6-0, 7-5.","Tinalo ni Alycia Moulton si Billie Jean King sa iskor na 6-0, 7-5.",1,1,1
47702,Ito ay isang limitadong paglabas -- 300 pulang vinyl at 200 itim na vinyl na kopya lamang ang inilabas.,Ito ay isang limitadong paglabas -- 300 pulang vinyl at 200 itim na vinyl na kopya lamang ang inilabas.,1,0,0
4760,Si John Ikin (ipinanganak 1957 sa Lower Hutt) ay isang furniture designer mula sa New Zealand.,Si Humphrey John Ikin (ipinanganak noong 1957 sa Lower Hutt) ay isang taga-disenyo ng muwebles mula sa New Zealand.,1,0,0
4778,"Bukod sa artipisyal na pagpapabinhi gamit ang mga lalaking tupa, ang natural na pagpapabinhi at mga paglilipat ng embryo ay ginagamit na sa mga programa sa pagpaparami ng tupa sa loob ng maraming taon sa Australia at New Zealand.","Bukod sa artipisyal na pagpapabinhi gamit ang mga lalaking tupa, ang natural na pagpapabinhi at mga embryo transfer sa mga programa sa pagsasaka ng tupa ay ginagamit na sa loob ng maraming taon sa Australia at New Zealand.",1,0,0
42437,"Ang kanta ay orihinal na prinodyus ni Johnny J at tampok sina Hurt-M-Badd, Big Syke, Mopreme Shakur, Yaki Kadafi at E.D.I.","Ang kanta ay orihinal na prinodyus ni Johnny J at tampok sina Hurt-M-Badd, Big Syke, Mopreme Shakur, at ang E.D.I ni Yaki Kadafi.",1,0,0
43324,Ang vesicular monoamine transporter (VMAT) ay isang transport protein na nakapaloob sa lamad ng mga synaptic vesicle ng mga presynaptic neuron.,Ang Vesicular Monoamine Transporter (VMAT) ay isang transport protein na nakapaloob sa lamad ng mga synaptic vesicle ng mga presynaptic neuron.,1,0,0
25628,"Sa maraming problema, mas maginhawang gamitin ang D at ang kabuuang singil kaysa sa E at ang libreng singil.","Sa kaso ng maraming problema, mas maginhawang gamitin ang D at ang kabuuang bayarin kaysa sa E at ang libreng bayad.",1,1,1
49182,"Taga-Scotland, ang kanyang ama ay isang panday at imbentor, at nagtrabaho sa lubid na bakal sa California.",Ang kanyang ama ay isang panday at imbentor at nagtrabaho sa isang lubid na bakal sa California.,1,0,0
9433,"Kabilang sa mga nangunguna sa istatistika ng koponan sina Kyle Boller, na may 1,741 passing yards, Charon Arnold na may 688 Rushing Yards, at Terrell Williams na may 606 reception-yards.","Kabilang sa mga nangunguna sa istatistika ng koponan sina Kyle Boller na may 1,741 passing yards, Charon Arnold na may 688 rushing yards at Terrell Williams na may 606 receiving yards.",1,1,1
10555,"Gayunpaman, ang pamamaraan ni Szabo ng proteksyon sa dobleng paggastos ay mahina sa mga pag-atake ni Sybil.","Gayunpaman, ang paraan ng dobleng proteksyon ni Szabo ay mahina sa mga pag-atake ni Sybil.",1,0,0
6719,"Si Vidyanandana, Shri Suryavarmadeva, o Cham, ay isang prinsipe ng Suryavarman sa Cambodia, na noong 1182 ay nagpabagsak sa isang pag-aalsa na sumiklab sa Malyang laban kay Jayavarman VII.","Si Vidyanandana, Shri Suryavarmadeva, o Cham, ay isang prinsipe ng Suryavarman sa Cambodia, na sumira sa isang pag-aalsa noong 1182 na sumiklab sa Malyang laban kay Jayavarman VII.",1,0,0
34689,"Noong Hunyo 30, 2016, sumang-ayon si Infante sa isang kontrata sa minor league kasama ang Braves. Pinalaya siya ng Atlanta Braves noong Agosto 16, 2016.","Noong Hunyo 30, 2016, sumang-ayon si Infante sa isang Minor League Deal kasama ang Braves at pinakawalan ng Atlanta Braves noong Agosto 16, 2016.",1,1,1
5644,"Kabilang sa mga karatig-pook ang Libertyville, Mundelein, Round Lake Park, Hainesville, Round Lake Beach, Lindenhurst, Third Lake, Gages Lake at Wildwood.","Kabilang sa mga kalapit na komunidad ang Libertyville, Mundelein, Round Lake Park, Hainesville, Round Lake Beach, Lindenhurst, Third Lake, Gages Lake at Wildwood.",1,1,1
47225,"Noong 2015, ang halalan sa munisipyo para sa Kongreso ng Munisipyo ng Serampore ay nanalo ng 22 puwesto, 4 na puwesto sa CPI (M), 1 puwesto sa Kongreso ng Trinamool at 2 puwesto sa Independent.","Noong 2015, ang halalan sa munisipyo para sa Kongreso ng Munisipyo ng Serampore ay nanalo ng 22 puwesto, 4 na puwesto ang CPI (M), 1 puwesto ang Trinamool Congress at 2 puwesto ang mga Independent.",1,0,0
33813,"Nagkomento si Unterberger sa recording: `` Ang delicacy ng execution ay katangi-tangi, ang mga sensual na imahe ay mas nakikita, ang pakiramdam ng pagnanais at katuparan ay tahasan.","Nagkomento si Unterberger sa recording: ""Ang pagiging pino ng pagganap ay katangi-tangi, ang sensual na imahe ay mas nasasalat, ang pakiramdam ng pagnanais at katuparan ay tahasang.""",1,0,0
47662,"Ito ang kanyang ikasampung studio recording mula noong `` I Wan na Love Somebody '' at ang unang inilabas na studio album bago ang stroke noong Enero 10 , 2006 .","Ito ang kanyang ikasampung studio recording simula noong ""I Wan na Love Somebody"" at ang unang inilabas na studio album bago siya na-stroke noong Enero 10, 2006.",1,1,1
3518,"Itinatag ng Imagica at Robot Communications ang Imagica Robot Holdings Inc., noong Abril 1, 2004, at naging bahagi ng kumpanyang ito ang Imagica.","Noong Abril 1, 2004, magkatuwang na itinatag ng Imagica at Robot Communications ang Imagica Robot Holdings Inc., at naging bahagi ng kompanyang ito ang Imagica.",1,1,1
32534,Si Faiyaz Ali Khan ay nasa Sir Muhammad Faiz Ali Khan noong 1851.,Si Faiyaz Ali Khan ay kay Sir Muhammad Faiz Ali Khan noong 1851.,1,0,0
3457,"Ikinasal si Caroline Smith kay John Peter DeWint, apo ni John Adams noong Setyembre 1814.","Noong Setyembre 11, 1814, pinakasalan ni Caroline Smith si John Peter DeWint, apo ni John Adams.",1,1,1
26053,Pinalaya ng kumander ni Alivardi na si Syed Ahmed si Mir Jafar at ang kanyang pamilya.,"Pinalaya ni Syed Ahmed, kumander ng Alivardi, si Mir Jafar at ang kanyang pamilya.",1,1,1
1699,"Nagkampo ang mga loyalista sa kanlurang bahagi ng Ilog Catawba, habang ang hukbo ni Heneral Charles Cornwalli ay nagkampo sa silangang bahagi.",Nagkampo ang mga Loyalista sa kanlurang bahagi ng Ilog Catawba habang ang hukbo ni Heneral Charles Cornwalli ay nagkakampo sa silangang bahagi.,1,0,0
5736,Ito ang nagpasiklab sa una sa apat na digmaang dapat sana niyang pamunuan laban sa Carthage.,Ito ang nagpasiklab sa una sa apat na digmaang kanyang pamumunuan laban sa Carthage.,1,1,1
25213,Ang season ng 2015 -- 16 rain or gloss Elasto painter ay ang ikasampung season ng franchise sa PBA (Philippine Basketball Association).,Ang 2015-16 Rain or Shine Elasto Painters season ay ang ikasampung season ng franchise sa PBA (Philippine Basketball Association).,1,0,0
33707,Napili ang Kuala Lumpur bilang dulo ng Jurong East -- Singapore High Speed Rail sa Singapore noong ika-5 ng Mayo 2015.,"Noong Mayo 5, 2015, ang Kuala Lumpur ay nahalal bilang dulo ng riles ng Jurong East -- Singapore High Speed Rail sa Singapore.",1,1,0
46822,"Si Giuseppe Avati , na mas kilala bilang Pupi Avati ( isinilang noong 3 Nobyembre 1938 ) , ay isang Italyano na direktor ng pelikula , producer , at tagasulat ng senaryo .","Si Giuseppe Avati, mas kilala bilang Pupi Avati (* Nobyembre 3, 1938), ay isang Italyanong direktor, prodyuser, at screenwriter.",1,0,0
5364,Ang manuskrito ay idinagdag sa listahan ng mga manuskrito ng Bagong Tipan nina Scrivener (616) at Gregory (902).,Ang manuskrito ay idinagdag sa listahan ng mga manuskrito ng Bagong Tipan nina Scrivener (616) at Gregory (902).,1,0,0
38539,Ang serye ay isinulat ni Ed Brubaker ni Butch Guice at iginuhit ni Bryan Hitch.,"Ang serye ay pininta ni Ed Brubaker, isinulat ni Butch Guice, at iginuhit ni Bryan Hitch.",1,0,0
18275,"Ang Bill & Cathy Stoller Center ay tahanan ng lahat ng mga athletic team ng unibersidad, intercollegiate athletic office at ng Department of Exercise Science.","Ang Bill's Cathy Stoller Center ay tahanan ng lahat ng mga koponan ng atletika ng Unibersidad, ng mga Intercollegiate Athletic Office at ng Kagawaran ng Exercise Science.",1,0,0
23628,Ang makata mula sa Cornish ay kaklase ni Robert Stephen Hawker; kabilang sa mga sumunod na kaibigang pampanitikan sina Tennyson at Charles Dickens.,"Ang makata mula sa Cornish ay kaklase ni Robert Stephen Hawker, at kalaunan ay naging mga kaibigan niya sa panitikan sina Tennyson at Charles Dickens.",1,0,0
4405,"Sina Charles William Dickey, 1940, at Charles Henry Dickey, ay mga magulang ni Anne Alexander, arkitekto noong 1902.","Sina Charles William Dickey, 1940, at Charles Henry Dickey, 1902 ay mga magulang ng arkitekto na si Anne Alexander.",1,0,0
24844,"Gayunpaman, sa sandaling makatakas siya, sinalakay ng mga Katutubong Amerikano ang Silent Creek at dumating si Jamie.","Gayunpaman, sa sandaling makatakas siya, sinalakay ng mga katutubong Amerikano sina Silent Creek at Jamie.",1,1,1
46360,"Ang Abel - Sum nito ay ang limitasyon , habang ang '' x `` 1 ay lumalapit sa function .",Ang Abel sum nito ay ang limitasyon habang ang `` x '' ay papalapit sa 1 ng function,1,0,0
5183,"Ang paligsahan ay muling ginanap noong 2006 sa San Francisco, kung saan ito ay ipinagpatuloy sa loob ng dalawang taon.","Ang paligsahan ay muling ginanap sa San Francisco noong 2006, kung saan ito ay nagpatuloy sa loob ng dalawang taon.",1,0,0
49327,Kalaunan ay nagsilbi siyang direktor ng Illinois Department of Revenue at bilang General Manager ng istasyon ng radyo na WGRT (na kilala rin bilang WJPC) sa Chicago.,Kalaunan ay nagsilbi si Jones bilang direktor ng Illinois Department of Revenue at bilang general manager ng istasyon ng radyo na WGRT (na kilala rin bilang WJPC) sa Chicago.,1,0,0
1033,Parehong naglayag mula Quebec patungong London.,"Mula sa Quebec, pareho silang naglayag patungong London.",1,1,1
17029,"Nag-record din siya ng mga duet kasama sina Daniel Santos, Olimpo Cárdenas at Alci Acosta.","Nag-record din siya ng mga duet kasama sina Daniel Santos, Olimpo Cárdenas, at Alci Acosta.",1,1,1
24380,"Sa Laurens, New York, ang Otego Creek ay dumadaloy patungo sa Wharton Creek.","Ang Otego Creek ay dumadaloy patungo sa Wharton Creek sa Laurens, New York.",1,0,0
5366,"Noong Abril 1916, isang malaking bilang ng mga tropang Serbiano ang dinala sakay ng mga sasakyang pandagat ng Britanya at Pransya mula Greece patungong kalupaan ng Corfu.","Noong Abril 1916, isang malaking bilang ng mga tropang Serbiano ang inilipat mula Greece patungong mainland Corfu sakay ng mga sasakyang pandagat ng Britanya at Pransya.",1,1,1
40471,"Ang timog na baybayin ng isla ay matatagpuan din sa hilagang bahagi ng malaking golpo, ang look ng Mecklenburg, kung saan pumapasok ang Wismar bay.","Ang timog na baybayin ng isla ay nasa hilagang bahagi rin ng malaking golpo na kilala bilang Look ng Mecklenburg, kung saan pumapasok ang Look ng Wismar.",1,0,0
20830,"Ang nanunungkulan na demokrata, si David Walters, ay nanalo sa muling halalan sa Republikang Jim Inhofe, ang dating gobernador, para sa pangalawang termino.","Nanalo sa muling halalan para sa pangalawang termino ang kasalukuyang Demokratang si David Walters laban sa Republikanong si Jim Inhofe, ang dating Gobernador.",1,0,1
2546,"Noong 1966, nagsimula siya ng sarili niyang gallery sa Cork Street sa London, si Leslie Waddington ay nagkaroon ng suporta ni Alex Bernstein, isang miyembro ng media dynasty na Granada.","Noong 1966, nang simulan niya ang sarili niyang galeriya sa Cork Street sa London, si Leslie Waddington ay sinuportahan ni Alex Bernstein, isang miyembro ng dinastiyang pang-media ng Granada.",1,0,0
29386,"Si Alla Petrovna Tsuper (ipinanganak noong Abril 16, 1979) ay isang Ukrainian cross-country skier (hanggang 2000) at isang Belarusian (mula noong 2000).",Si Alla Petrovna Tsuper (;;; ipinanganak noong 16 Abril 1979) ay isang Ukranyano (hanggang 2000) at Belarusian (mula noong 2000) na aerial skier.,1,0,0
1662,"Mayroong humigit-kumulang 2,000 isla sa kahabaan ng baybayin, halos tatlong-kapat nito ay walang nakatira.","Sa baybayin ay may halos 2,000 na isla, at mga tatlong-kapat nito ay walang nakatira.",1,0,0
34718,Ang 187 km ang haba na bahagi mula Kaduna hanggang Abuja ang unang itinayo.,Ang 187 km na bahagi mula Kaduna hanggang Abuja ang unang naitayo.,1,1,1
45278,Ang simbahang Italyano na St. Giovanni Bosco ay ipinangalan kay St. John Bosco .,Ang simbahang Italyano ng St. Giovanni Bosco ay ipinangalan kay San Juan Bosco.,1,0,0
27584,Ang pahayagan sa kampus na `` The Oklahoma Daily '' ay ginagawa araw - araw sa panahon ng taglagas at tagsibol na semestre at lingguhan sa panahon ng semestre ng tag - init .,"Ang pahayagan sa kampus, ang ""The Oklahoma Daily"", ay inilalathala araw-araw tuwing semestre ng taglagas at tagsibol at lingguhan tuwing semestre ng tag-init.",1,0,0
254,"Halimbawa , ang mga sumusunod na dalawang kahulugan ay ligtas para sa isang katumbas na dibisyon para sa mga halaga sa maybe - monad .","Halimbawa, ang parehong sumusunod na mga kahulugan para sa katumbas na paghahati para sa mga halaga sa Maybe monad ay ligtas.",1,0,0
23366,Ang kanta ay isinulat ni George Harrison at inspirasyon ng pagkahilig ng kanyang kaibigang si Eric Clapton sa tsokolate.,Ang kanta ay isinulat ni George Harrison at inspirasyon ng pagkahilig ng kanyang kaibigang si Eric Clapton sa tsokolate.,1,0,0
16298,Maraming kaguluhan ang nagdulot kay Marwan at ilang mga tagasuporta ni Ali na kalaunan ay naging Khawarij.,Si Marwan at ang ilan sa mga tagasuporta ni Ali na kalaunan ay naging mga Khawarij ay nagdulot ng maraming gulo.,1,0,0
45620,"Tinawag niya itong ""isang karangalan"" at ""nakakabighani,"" at idinagdag, ""Bago rin ito para sa ating lipunan.""","Tinawag niya itong ""isang karangalan"" at ""nakakabighani"", at idinagdag: ""Bago rin ito para sa ating lipunan.""",1,1,1
13130,"James the Fat ay hindi na bumalik sa kanyang katutubong Scotland, siya ay nanatili sa pagkatapon hanggang sa kanyang kamatayan sa Ireland, ang kanyang biyudang ina at kapatid na babae ay nanatili sa Scotland.",Hindi na kailanman babalik si James the Fat sa kanyang bayang sinilangan sa Scotland. Nanatili siyang isang ipinatapon sa Ireland hanggang sa kanyang kamatayan. Ang kanyang balo na ina at kapatid na babae ay nanatili sa Scotland.,1,0,0
2617,"Ang mga antas ng parang multo na liwanag na maaaring gamitin ng mga halaman para sa photosynthesis ay magkatulad, ngunit hindi katulad ng kung ano ang sinusukat ng lumens.","Ang mga antas ng liwanag na maaaring gamitin ng mga halaman para sa potosintesis ay katulad ng , ngunit hindi katulad ng sinusukat ng lumens .",1,0,0
9216,Pinagsasama niya ang kanyang mga pangako bilang isang propesyonal na manlalaro ng rugby at ang kanyang full-time na pag-aaral sa University of Birmingham.,Pinagsasama niya ang kanyang mga pangako bilang isang propesyonal na manlalaro ng rugby at isang full-time na degree sa University of Birmingham,1,1,1
109,Ito ay inilabas noong 22 Disyembre 2011 at inihayag noong Pebrero 2012 .,Ito ay inilathala noong ika-22 ng Disyembre 2011 at inanunsyo noong Pebrero 2012.,1,0,0
4749,"Ang pinakamaliit na numero , na maaaring katawanin bilang kabuuan ng apat na magkakaibang potensyal sa dalawang positibo at ikapitong paraan , ay 2056364173794800 .",Ang pinakamaliit na numero na maaaring katawanin sa dalawang positibo at ikapitong paraan bilang kabuuan ng apat na magkakaibang kapangyarihan ay 2056364173794800.,1,0,0
5643,"Si Kuroń, Modzelewski at Michnik ay muling inaresto, at ang karamihan sa mga miyembro ng `` Komandosi '' ay nakulong.","Sina Kuroń, Modzelewski at Michnik ay muling ikinulong at ang karamihan sa mga miyembro ng ""Komandosi"" ay nabilanggo.",1,0,0
34673,Si Kristoffer ay may walong kilalang anak kasama si Karen:,"Kasama si Karen, si Kristoffer ay nagkaroon ng walong anak.",1,0,0
11823,"Si Roy Roy Bargy ay nasa piano `` One '' , at tinugtog ni Green at Ramona ang dalawa pang piano .","Si Roy Bargy ang tumugtog ng ""isa"" sa piano, at sina Green at Ramona naman ang tumugtog ng dalawa pang piano.",1,0,1
34884,"Isang linggo pagkatapos ng kapanganakan ni Alex, dumating si Benjamin Linus (Michael Emerson) at kinuha si Alex mula sa Rousseau.",Isang linggo pagkatapos ng pagkamatay ni Alex; ipinanganak si Benjamin Linus (Michael Emerson) at kinuha niya si Alex mula sa Rousseau.,1,1,1
23172,"Ayon sa kaniyang nakasaksi, sinakop lamang ng mga Afghan ang lugar at tumakas mula sa Hari Singh Nalwa nang walang labanan mula sa Peshawar.","Ayon sa kaniyang nakasaksi, sinakop lamang ng mga Afghan ang lugar at tumakas si Hari Singh Nalwa mula sa Peshawar nang walang labanan.",1,1,1
10340,Ito ay isang Zapotec at makasaysayang tradisyonal na nayon.,Ito ay isang Zapotec at isang makasaysayang tradisyonal na nayon.,1,0,0
26207,"Ang US 9 ay patungo sa Cape May -- Lewes Ferry, na tumatawid sa Delaware Bay patungong Lewes, Delaware.","Ang US 9 ay patungo sa Cape May -- Lewes Ferry, na patungo sa Delaware Bay patungong Lewes, Delaware.",1,0,0
17768,Natagpuan ito ni Alpheus Spring Packard noong 1874 at inilarawan sa North America.,Ito ay natagpuan ni Alpheus Spring Packard noong 1874 at inilarawan sa Hilagang Amerika.,1,1,0
6321,"Kung mayroong ilang kategoryang gramatikal sa isang pangungusap, ang una lamang ang may panandang pangmaramihan.","Kung sa isang pangungusap ay may ilang kategoryang gramatikal, ang una lamang ang nagtataglay ng panandang pangmaramihan. Hal.:",1,1,0
3685,"Bukod dito, may mga katutubong diyalekto na sinasalita ng marami pang pamayanang Malay, gaya ng Dayak at Iban.","Bukod dito, may mga katutubong diyalekto na sinasalita ng maraming iba pang mga komunidad ng Malay, tulad ng Dayak at Iban.",1,1,1
13362,"Sa mga ito, 2,088 (18.6%) ang naninirahan sa mga kanayunan, at 9,112 (81.4%) ay naninirahan sa mga urban na lugar.","Sa mga ito, 2,088 (18.6%) ang nanirahan sa mga rural na lugar at 9,112 (81.4%) sa mga urban na lugar.",1,0,1
25831,Ang Allied hardies ay nakakita ng serbisyo sa panig ng Rhodesian sa pagbubukas ng mga tren ng East African Theater ng World War II.,Ang Allied Hardys ay nagsilbi sa panig ng Rhodesian noong mga pambungad na hakbang ng teatro ng Silangang Aprika noong Ikalawang Digmaang Pandaigdig.,1,0,0
28841,"Dating lisensyado sa North Myrtle Beach, South Carolina, USA, ang istasyon ay pagmamay-ari ng City of North Myrtle Beach.","Ang istasyon, na dating lisensyado sa North Myrtle Beach, South Carolina, Estados Unidos, ay pagmamay-ari ng Lungsod ng North Myrtle Beach.",1,0,0
